ursus_maritimus ENSUMAG00000025034
cricetulus_griseus_chok1gshd ENSCGRG00001009479
vicugna_pacos ENSVPAG00000002881
tursiops_truncatus ENSTTRG00000016425
pteropus_vampyrus ENSPVAG00000005427
pan_troglodytes ENSPTRG00000014026
pan_paniscus ENSPPAG00000030816
gorilla_gorilla ENSGGOG00000027399
nomascus_leucogenys ENSNLEG00000003320
rhinopithecus_roxellana ENSRROG00000029645
rhinopithecus_bieti ENSRBIG00000029838
colobus_angolensis_palliatus ENSCANG00000040028
macaca_fascicularis ENSMFAG00000033124
macaca_nemestrina ENSMNEG00000034764
macaca_mulatta ENSMMUG00000015801
mandrillus_leucophaeus ENSMLEG00000030850
papio_anubis ENSPANG00000019948
cercocebus_atys ENSCATG00000037851
saimiri_boliviensis_boliviensis ENSSBOG00000027563
callithrix_jacchus ENSCJAG00000001606
cebus_capucinus ENSCCAG00000016321
ochotona_princeps ENSOPRG00000015386
choloepus_hoffmanni ENSCHOG00000010585
procavia_capensis ENSPCAG00000006203
notamacropus_eugenii ENSMEUG00000013166
apteryx_rowi ENSARWG00000005296
