ictalurus_punctatus ENSIPUG00000002147
danio_rerio ENSDARG00000098929
paramormyrops_kingsleyae ENSPKIG00000025503
scleropages_formosus ENSSFOG00015006034
pygocentrus_nattereri ENSPNAG00000025720
astyanax_mexicanus ENSAMXG00000010014
esox_lucius ENSELUG00000017873
loxodonta_africana ENSLAFG00000018110
procavia_capensis ENSPCAG00000004050
echinops_telfairi ENSETEG00000018126
choloepus_hoffmanni ENSCHOG00000010156
pan_troglodytes ENSPTRG00000020142
pan_paniscus ENSPPAG00000039500
homo_sapiens ENSG00000133863
gorilla_gorilla ENSGGOG00000027549
pongo_abelii ENSPPYG00000018492
nomascus_leucogenys ENSNLEG00000012001
theropithecus_gelada ENSTGEG00000005315
papio_anubis ENSPANG00000026090
mandrillus_leucophaeus ENSMLEG00000036738
cercocebus_atys ENSCATG00000012961
macaca_fascicularis ENSMFAG00000032809
macaca_mulatta ENSMMUG00000020821
macaca_nemestrina ENSMNEG00000045074
chlorocebus_sabaeus ENSCSAG00000015819
colobus_angolensis_palliatus ENSCANG00000033407
piliocolobus_tephrosceles ENSPTEG00000032189
rhinopithecus_roxellana ENSRROG00000031020
rhinopithecus_bieti ENSRBIG00000004255
cebus_capucinus ENSCCAG00000030674
saimiri_boliviensis_boliviensis ENSSBOG00000027196
callithrix_jacchus ENSCJAG00000043077
aotus_nancymaae ENSANAG00000019670
carlito_syrichta ENSTSYG00000027279
propithecus_coquereli ENSPCOG00000023764
microcebus_murinus ENSMICG00000037056
prolemur_simus ENSPSMG00000008001
otolemur_garnettii ENSOGAG00000033670
tupaia_belangeri ENSTBEG00000010270
castor_canadensis ENSCCNG00000018722
dipodomys_ordii ENSDORG00000026229
mus_spicilegus ENSMSIG00000026204
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032081
mus_musculus ENSMUSG00000009628
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030964
mus_pahari MGP_PahariEiJ_G0021433
rattus_norvegicus ENSRNOG00000007748
meriones_unguiculatus ENSMUGG00000003132
cricetulus_griseus_crigri ENSCGRG00000015896
cricetulus_griseus_chok1gshd ENSCGRG00001014732
cricetulus_griseus_crigri-picr ENSCGRG00015025051
mesocricetus_auratus ENSMAUG00000013992
microtus_ochrogaster ENSMOCG00000020732
peromyscus_maniculatus_bairdii ENSPEMG00000026734
nannospalax_galili ENSNGAG00000004567
jaculus_jaculus ENSJJAG00000013617
heterocephalus_glaber_male ENSHGLG00100004378
heterocephalus_glaber_female ENSHGLG00000007084
fukomys_damarensis ENSFDAG00000005898
chinchilla_lanigera ENSCLAG00000000845
octodon_degus ENSODEG00000004553
urocitellus_parryii ENSUPAG00010016935
ictidomys_tridecemlineatus ENSSTOG00000006145
spermophilus_dauricus ENSSDAG00000011685
marmota_marmota_marmota ENSMMMG00000014201
oryctolagus_cuniculus ENSOCUG00000017093
ochotona_princeps ENSOPRG00000016145
pteropus_vampyrus ENSPVAG00000014919
myotis_lucifugus ENSMLUG00000014276
ursus_maritimus ENSUMAG00000007199
ursus_americanus ENSUAMG00000021326
ailuropoda_melanoleuca ENSAMEG00000001639
mustela_putorius_furo ENSMPUG00000010224
neovison_vison ENSNVIG00000013780
canis_lupus_familiaris ENSCAFG00000006448
canis_lupus_dingo ENSCAFG00020001193
vulpes_vulpes ENSVVUG00000019841
panthera_pardus ENSPPRG00000013895
equus_asinus_asinus ENSEASG00005016941
equus_caballus ENSECAG00000010827
vicugna_pacos ENSVPAG00000011002
sus_scrofa ENSSSCG00000015841
bos_taurus ENSBTAG00000017083
bos_mutus ENSBMUG00000016788
bison_bison_bison ENSBBBG00000021357
ovis_aries ENSOARG00000000131
tursiops_truncatus ENSTTRG00000000103
erinaceus_europaeus ENSEEUG00000000938
sorex_araneus ENSSARG00000001678
monodelphis_domestica ENSMODG00000025369
monodelphis_domestica ENSMODG00000018999
sarcophilus_harrisii ENSSHAG00000008012
phascolarctos_cinereus ENSPCIG00000016064
notamacropus_eugenii ENSMEUG00000008214
ornithorhynchus_anatinus ENSOANG00000005953
chelonoidis_abingdonii ENSCABG00000016653
gopherus_agassizii ENSGAGG00000022662
chrysemys_picta_bellii ENSCPBG00000013412
pogona_vitticeps ENSPVIG00000007235
notechis_scutatus ENSNSUG00000015290
salvator_merianae ENSSMRG00000018687
lepisosteus_oculatus ENSLOCG00000010784
anolis_carolinensis ENSACAG00000003236
