choloepus_hoffmanni ENSCHOG00000000528
dasypus_novemcinctus ENSDNOG00000040552
loxodonta_africana ENSLAFG00000000600
procavia_capensis ENSPCAG00000000532
bison_bison_bison ENSBBBG00000002281
capra_hircus ENSCHIG00000017364
tursiops_truncatus ENSTTRG00000010557
sus_scrofa ENSSSCG00000009341
vicugna_pacos ENSVPAG00000000890
ailuropoda_melanoleuca ENSAMEG00000009371
ursus_americanus ENSUAMG00000014113
panthera_pardus ENSPPRG00000005680
pteropus_vampyrus ENSPVAG00000000250
erinaceus_europaeus ENSEEUG00000008787
urocitellus_parryii ENSUPAG00010008575
spermophilus_dauricus ENSSDAG00000023599
marmota_marmota_marmota ENSMMMG00000022143
cricetulus_griseus_crigri-picr ENSCGRG00015018563
ochotona_princeps ENSOPRG00000015457
tupaia_belangeri ENSTBEG00000016065
