pygocentrus_nattereri ENSPNAG00000011672
astyanax_mexicanus ENSAMXG00000040348
ictalurus_punctatus ENSIPUG00000016282
danio_rerio ENSDARG00000045302
oryzias_latipes ENSORLG00000014070
oryzias_latipes ENSORLG00020002089
oryzias_latipes_asm223469v1 ENSORLG00015002501
oryzias_melastigma ENSOMEG00000023862
cynoglossus_semilaevis ENSCSEG00000000576
periophthalmus_magnuspinnatus ENSPMGG00000008175
mastacembelus_armatus ENSMAMG00000011927
labrus_bergylta ENSLBEG00000015537
gasterosteus_aculeatus ENSGACG00000005475
anabas_testudineus ENSATEG00000022869
monopterus_albus ENSMALG00000011393
amphiprion_ocellaris ENSAOCG00000016502
amphiprion_percula ENSAPEG00000008836
acanthochromis_polyacanthus ENSAPOG00000020500
stegastes_partitus ENSSPAG00000014918
mola_mola ENSMMOG00000003887
takifugu_rubripes ENSTRUG00000005369
seriola_lalandi_dorsalis ENSSLDG00000025353
seriola_dumerili ENSSDUG00000012223
scophthalmus_maximus ENSSMAG00000006996
pundamilia_nyererei ENSPNYG00000001672
maylandia_zebra ENSMZEG00005019310
astatotilapia_calliptera ENSACLG00000009467
haplochromis_burtoni ENSHBUG00000013727
oreochromis_niloticus ENSONIG00000006504
neolamprologus_brichardi ENSNBRG00000003107
amphilophus_citrinellus ENSACIG00000020689
fundulus_heteroclitus ENSFHEG00000012820
cyprinodon_variegatus ENSCVAG00000011622
xiphophorus_maculatus ENSXMAG00000003672
gambusia_affinis ENSGAFG00000017026
poecilia_formosa ENSPFOG00000021857
poecilia_mexicana ENSPMEG00000022788
poecilia_latipinna ENSPLAG00000023126
poecilia_reticulata ENSPREG00000022927
kryptolebias_marmoratus ENSKMAG00000021569
hippocampus_comes ENSHCOG00000011412
gadus_morhua ENSGMOG00000012730
esox_lucius ENSELUG00000003218
paramormyrops_kingsleyae ENSPKIG00000012545
scleropages_formosus ENSSFOG00015017313
lepisosteus_oculatus ENSLOCG00000003737
notamacropus_eugenii ENSMEUG00000004798
phascolarctos_cinereus ENSPCIG00000011721
sarcophilus_harrisii ENSSHAG00000012491
monodelphis_domestica ENSMODG00000007934
oryctolagus_cuniculus ENSOCUG00000001849
ochotona_princeps ENSOPRG00000007182
castor_canadensis ENSCCNG00000018792
tupaia_belangeri ENSTBEG00000010973
cercocebus_atys ENSCATG00000043293
colobus_angolensis_palliatus ENSCANG00000037485
pongo_abelii ENSPPYG00000020180
gorilla_gorilla ENSGGOG00000004353
rhinopithecus_roxellana ENSRROG00000040783
rhinopithecus_bieti ENSRBIG00000044532
piliocolobus_tephrosceles ENSPTEG00000010909
macaca_fascicularis ENSMFAG00000040826
macaca_nemestrina ENSMNEG00000044214
macaca_mulatta ENSMMUG00000040290
theropithecus_gelada ENSTGEG00000022481
papio_anubis ENSPANG00000005741
chlorocebus_sabaeus ENSCSAG00000014455
mandrillus_leucophaeus ENSMLEG00000011007
homo_sapiens ENSG00000091482
pan_paniscus ENSPPAG00000030194
nomascus_leucogenys ENSNLEG00000009938
callithrix_jacchus ENSCJAG00000005203
saimiri_boliviensis_boliviensis ENSSBOG00000033495
cebus_capucinus ENSCCAG00000028916
aotus_nancymaae ENSANAG00000035900
chinchilla_lanigera ENSCLAG00000000955
octodon_degus ENSODEG00000013724
cavia_porcellus ENSCPOG00000033393
heterocephalus_glaber_female ENSHGLG00000001671
heterocephalus_glaber_male ENSHGLG00100004331
fukomys_damarensis ENSFDAG00000005904
cricetulus_griseus_chok1gshd ENSCGRG00001020401
cricetulus_griseus_crigri-picr ENSCGRG00015011906
mesocricetus_auratus ENSMAUG00000016078
peromyscus_maniculatus_bairdii ENSPEMG00000011852
microtus_ochrogaster ENSMOCG00000009712
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034696
mus_musculus ENSMUSG00000041476
mus_spicilegus ENSMSIG00000013158
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033526
mus_pahari MGP_PahariEiJ_G0032065
rattus_norvegicus ENSRNOG00000007495
nannospalax_galili ENSNGAG00000012543
jaculus_jaculus ENSJJAG00000015249
dipodomys_ordii ENSDORG00000003075
choloepus_hoffmanni ENSCHOG00000010947
dasypus_novemcinctus ENSDNOG00000016757
pan_troglodytes ENSPTRG00000047975
procavia_capensis ENSPCAG00000005116
erinaceus_europaeus ENSEEUG00000002221
pteropus_vampyrus ENSPVAG00000003645
ovis_aries ENSOARG00000016068
capra_hircus ENSCHIG00000017409
bos_taurus ENSBTAG00000015204
bos_mutus ENSBMUG00000018671
sus_scrofa ENSSSCG00000032720
tursiops_truncatus ENSTTRG00000007830
vicugna_pacos ENSVPAG00000007538
canis_lupus_familiaris ENSCAFG00000013262
canis_lupus_dingo ENSCAFG00020005104
vulpes_vulpes ENSVVUG00000012956
mustela_putorius_furo ENSMPUG00000000134
neovison_vison ENSNVIG00000000732
ursus_maritimus ENSUMAG00000011168
ursus_americanus ENSUAMG00000026530
ailuropoda_melanoleuca ENSAMEG00000016467
panthera_tigris_altaica ENSPTIG00000018470
panthera_pardus ENSPPRG00000020949
felis_catus ENSFCAG00000037718
equus_caballus ENSECAG00000018950
equus_asinus_asinus ENSEASG00005007668
sorex_araneus ENSSARG00000003641
myotis_lucifugus ENSMLUG00000004177
urocitellus_parryii ENSUPAG00010022289
spermophilus_dauricus ENSSDAG00000008684
ictidomys_tridecemlineatus ENSSTOG00000002549
marmota_marmota_marmota ENSMMMG00000008177
prolemur_simus ENSPSMG00000021681
microcebus_murinus ENSMICG00000008915
propithecus_coquereli ENSPCOG00000025800
otolemur_garnettii ENSOGAG00000015469
carlito_syrichta ENSTSYG00000004755
echinops_telfairi ENSETEG00000006409
loxodonta_africana ENSLAFG00000001873
ornithorhynchus_anatinus ENSOANG00000010655
anolis_carolinensis ENSACAG00000016732
pogona_vitticeps ENSPVIG00000023231
notechis_scutatus ENSNSUG00000011952
salvator_merianae ENSSMRG00000022819
sphenodon_punctatus ENSSPUG00000018668
apteryx_haastii ENSAHAG00000002796
apteryx_owenii ENSAOWG00000004166
apteryx_rowi ENSARWG00000014908
nothoprocta_perdicaria ENSNPEG00000002176
dromaius_novaehollandiae ENSDNVG00000014508
calidris_pygmaea ENSCPGG00000012408
calidris_pugnax ENSCPUG00000013313
lepidothrix_coronata ENSLCOG00000005695
manacus_vitellinus ENSMVIG00005014489
cyanistes_caeruleus ENSCCEG00000010422
parus_major ENSPMJG00000011283
ficedula_albicollis ENSFALG00000004189
taeniopygia_guttata ENSTGUG00000007447
lonchura_striata_domestica ENSLSDG00000006373
serinus_canaria ENSSCAG00000015635
zonotrichia_albicollis ENSZALG00000018154
junco_hyemalis ENSJHYG00000009321
melopsittacus_undulatus ENSMUNG00000004069
anas_platyrhynchos_platyrhynchos ENSAPLG00000018333
anser_brachyrhynchus ENSABRG00000008102
gallus_gallus ENSGALG00000019157
meleagris_gallopavo ENSMGAG00000014659
coturnix_japonica ENSCJPG00005017193
numida_meleagris ENSNMEG00000000324
crocodylus_porosus ENSCPRG00005004068
chelonoidis_abingdonii ENSCABG00000010469
gopherus_agassizii ENSGAGG00000008275
chrysemys_picta_bellii ENSCPBG00000006223
pelodiscus_sinensis ENSPSIG00000018260
xenopus_tropicalis ENSXETG00000032462
latimeria_chalumnae ENSLACG00000002270
