pelodiscus_sinensis ENSPSIG00000007320
gopherus_agassizii ENSGAGG00000019819
anser_brachyrhynchus ENSABRG00000001782
numida_meleagris ENSNMEG00000003451
parus_major ENSPMJG00000006514
lonchura_striata_domestica ENSLSDG00000004274
ficedula_albicollis ENSFALG00000011247
calidris_pygmaea ENSCPGG00000003256
apteryx_owenii ENSAOWG00000009053
apteryx_haastii ENSAHAG00000010124
apteryx_rowi ENSARWG00000013153
serinus_canaria ENSSCAG00000008540
sphenodon_punctatus ENSSPUG00000013354
notechis_scutatus ENSNSUG00000017024
