xiphophorus_maculatus ENSXMAG00000007901
gambusia_affinis ENSGAFG00000017281
kryptolebias_marmoratus ENSKMAG00000006862
amphilophus_citrinellus ENSACIG00000000752
amphiprion_percula ENSAPEG00000011575
amphiprion_ocellaris ENSAOCG00000023816
acanthochromis_polyacanthus ENSAPOG00000022244
stegastes_partitus ENSSPAG00000005480
gadus_morhua ENSGMOG00000002967
esox_lucius ENSELUG00000014242
lepisosteus_oculatus ENSLOCG00000004238
pogona_vitticeps ENSPVIG00000018833
anolis_carolinensis ENSACAG00000014360
notechis_scutatus ENSNSUG00000019016
salvator_merianae ENSSMRG00000006536
sphenodon_punctatus ENSSPUG00000007949
gallus_gallus ENSGALG00000005708
meleagris_gallopavo ENSMGAG00000007214
coturnix_japonica ENSCJPG00005014732
numida_meleagris ENSNMEG00000018794
anser_brachyrhynchus ENSABRG00000013895
anas_platyrhynchos_platyrhynchos ENSAPLG00000011331
lepidothrix_coronata ENSLCOG00000014600
manacus_vitellinus ENSMVIG00005013044
parus_major ENSPMJG00000013936
cyanistes_caeruleus ENSCCEG00000007421
junco_hyemalis ENSJHYG00000004384
zonotrichia_albicollis ENSZALG00000013886
serinus_canaria ENSSCAG00000006745
ficedula_albicollis ENSFALG00000006678
taeniopygia_guttata ENSTGUG00000004174
taeniopygia_guttata ENSTGUG00000015669
lonchura_striata_domestica ENSLSDG00000016073
melopsittacus_undulatus ENSMUNG00000014681
calidris_pygmaea ENSCPGG00000018155
calidris_pugnax ENSCPUG00000009581
apteryx_haastii ENSAHAG00000016962
apteryx_owenii ENSAOWG00000006260
apteryx_rowi ENSARWG00000010032
dromaius_novaehollandiae ENSDNVG00000010591
nothoprocta_perdicaria ENSNPEG00000000926
crocodylus_porosus ENSCPRG00005006611
pelodiscus_sinensis ENSPSIG00000017650
pelodiscus_sinensis ENSPSIG00000017636
gopherus_agassizii ENSGAGG00000017289
chelonoidis_abingdonii ENSCABG00000005129
chrysemys_picta_bellii ENSCPBG00000023600
sarcophilus_harrisii ENSSHAG00000009578
phascolarctos_cinereus ENSPCIG00000013511
monodelphis_domestica ENSMODG00000004665
ornithorhynchus_anatinus ENSOANG00000011349
xenopus_tropicalis ENSXETG00000016389
latimeria_chalumnae ENSLACG00000000130
