pan_troglodytes ENSPTRG00000050568
pan_paniscus ENSPPAG00000036037
gorilla_gorilla ENSGGOG00000037039
nomascus_leucogenys ENSNLEG00000030225
macaca_fascicularis ENSMFAG00000003633
macaca_nemestrina ENSMNEG00000031959
macaca_mulatta ENSMMUG00000047232
papio_anubis ENSPANG00000034153
theropithecus_gelada ENSTGEG00000024797
mandrillus_leucophaeus ENSMLEG00000041356
cercocebus_atys ENSCATG00000035017
rhinopithecus_roxellana ENSRROG00000032008
rhinopithecus_bieti ENSRBIG00000031071
piliocolobus_tephrosceles ENSPTEG00000028401
colobus_angolensis_palliatus ENSCANG00000020596
microcebus_murinus ENSMICG00000048904
