gasterosteus_aculeatus ENSGACG00000018172
cynoglossus_semilaevis ENSCSEG00000001221
tetraodon_nigroviridis ENSTNIG00000017820
takifugu_rubripes ENSTRUG00000004310
mola_mola ENSMMOG00000011617
stegastes_partitus ENSSPAG00000009586
fundulus_heteroclitus ENSFHEG00000000356
cyprinodon_variegatus ENSCVAG00000016793
xiphophorus_maculatus ENSXMAG00000001811
xiphophorus_couchianus ENSXCOG00000005378
gambusia_affinis ENSGAFG00000003405
poecilia_latipinna ENSPLAG00000011336
poecilia_formosa ENSPFOG00000010504
poecilia_mexicana ENSPMEG00000006473
poecilia_reticulata ENSPREG00000022138
kryptolebias_marmoratus ENSKMAG00000016231
oryzias_latipes ENSORLG00020000760
oryzias_latipes ENSORLG00000012254
oryzias_latipes_asm223469v1 ENSORLG00015022149
oryzias_melastigma ENSOMEG00000018757
amphiprion_ocellaris ENSAOCG00000022801
amphiprion_percula ENSAPEG00000015879
acanthochromis_polyacanthus ENSAPOG00000023400
astatotilapia_calliptera ENSACLG00000026876
maylandia_zebra ENSMZEG00005015820
haplochromis_burtoni ENSHBUG00000005044
pundamilia_nyererei ENSPNYG00000018869
neolamprologus_brichardi ENSNBRG00000012027
oreochromis_niloticus ENSONIG00000013052
amphilophus_citrinellus ENSACIG00000001757
labrus_bergylta ENSLBEG00000022972
mastacembelus_armatus ENSMAMG00000003428
monopterus_albus ENSMALG00000004599
anabas_testudineus ENSATEG00000002238
seriola_dumerili ENSSDUG00000011846
seriola_lalandi_dorsalis ENSSLDG00000001459
scophthalmus_maximus ENSSMAG00000015543
hippocampus_comes ENSHCOG00000013398
periophthalmus_magnuspinnatus ENSPMGG00000014123
gadus_morhua ENSGMOG00000001623
esox_lucius ENSELUG00000017816
pygocentrus_nattereri ENSPNAG00000023371
astyanax_mexicanus ENSAMXG00000000284
ictalurus_punctatus ENSIPUG00000021984
danio_rerio ENSDARG00000027638
