mastacembelus_armatus ENSMAMG00000001541
monopterus_albus ENSMALG00000009658
anabas_testudineus ENSATEG00000015417
betta_splendens ENSBSLG00000024210
scophthalmus_maximus ENSSMAG00000001338
cynoglossus_semilaevis ENSCSEG00000001596
seriola_dumerili ENSSDUG00000019341
seriola_lalandi ENSSLDG00000006195
lates_calcarifer ENSLCAG00010024900
lates_calcarifer ENSLCAG00010017500
amphiprion_percula ENSAPEG00000021989
amphiprion_ocellaris ENSAOCG00000015482
acanthochromis_polyacanthus ENSAPOG00000015750
stegastes_partitus ENSSPAG00000013138
parambassis_ranga ENSPRNG00000014001
haplochromis_burtoni ENSHBUG00000023374
pundamilia_nyererei ENSPNYG00000021841
maylandia_zebra ENSMZEG00005007245
astatotilapia_calliptera ENSACLG00000019993
neolamprologus_brichardi ENSNBRG00000009853
oreochromis_niloticus ENSONIG00000020109
amphilophus_citrinellus ENSACIG00000024045
fundulus_heteroclitus ENSFHEG00000007761
cyprinodon_variegatus ENSCVAG00000010637
poecilia_formosa ENSPFOG00000007747
poecilia_mexicana ENSPMEG00000009521
poecilia_latipinna ENSPLAG00000015036
poecilia_reticulata ENSPREG00000016044
xiphophorus_couchianus ENSXCOG00000007539
xiphophorus_maculatus ENSXMAG00000013417
gambusia_affinis ENSGAFG00000003905
kryptolebias_marmoratus ENSKMAG00000006266
oryzias_latipes ENSORLG00015008939
oryzias_latipes ENSORLG00020010117
oryzias_latipes ENSORLG00000015670
oryzias_melastigma ENSOMEG00000007037
gouania_willdenowi ENSGWIG00000022909
larimichthys_crocea ENSLCRG00005015360
labrus_bergylta ENSLBEG00000027033
takifugu_rubripes ENSTRUG00000022155
tetraodon_nigroviridis ENSTNIG00000017335
mola_mola ENSMMOG00000012044
cottoperca_gobio ENSCGOG00000005282
gasterosteus_aculeatus ENSGACG00000008542
hippocampus_comes ENSHCOG00000015390
periophthalmus_magnuspinnatus ENSPMGG00000018105
gadus_morhua ENSGMOG00000010936
hucho_hucho ENSHHUG00000049140
esox_lucius ENSELUG00000016414
clupea_harengus ENSCHAG00000022248
denticeps_clupeoides ENSDCDG00000027221
astyanax_mexicanus ENSAMXG00000013290
astyanax_mexicanus ENSAMXG00005017214
pygocentrus_nattereri ENSPNAG00000018187
ictalurus_punctatus ENSIPUG00000021135
electrophorus_electricus ENSEEEG00000015948
