gasterosteus_aculeatus ENSGACG00000001234
labrus_bergylta ENSLBEG00000016211
takifugu_rubripes ENSTRUG00000009621
tetraodon_nigroviridis ENSTNIG00000003764
fundulus_heteroclitus ENSFHEG00000000924
cyprinodon_variegatus ENSCVAG00000020690
poecilia_mexicana ENSPMEG00000023424
poecilia_formosa ENSPFOG00000001025
poecilia_latipinna ENSPLAG00000017773
poecilia_reticulata ENSPREG00000006197
xiphophorus_maculatus ENSXMAG00000004821
xiphophorus_couchianus ENSXCOG00000002164
gambusia_affinis ENSGAFG00000015686
kryptolebias_marmoratus ENSKMAG00000013283
oryzias_latipes_asm223469v1 ENSORLG00015013879
oryzias_latipes ENSORLG00000016904
oryzias_latipes ENSORLG00020021765
oryzias_melastigma ENSOMEG00000012291
seriola_lalandi_dorsalis ENSSLDG00000017415
seriola_dumerili ENSSDUG00000002522
scophthalmus_maximus ENSSMAG00000002789
monopterus_albus ENSMALG00000008584
mastacembelus_armatus ENSMAMG00000015011
anabas_testudineus ENSATEG00000022287
cynoglossus_semilaevis ENSCSEG00000004369
hippocampus_comes ENSHCOG00000014303
amphiprion_ocellaris ENSAOCG00000019046
amphiprion_percula ENSAPEG00000005782
acanthochromis_polyacanthus ENSAPOG00000010414
stegastes_partitus ENSSPAG00000020810
maylandia_zebra ENSMZEG00005022074
astatotilapia_calliptera ENSACLG00000001385
haplochromis_burtoni ENSHBUG00000015804
pundamilia_nyererei ENSPNYG00000021088
neolamprologus_brichardi ENSNBRG00000004592
oreochromis_niloticus ENSONIG00000017949
amphilophus_citrinellus ENSACIG00000007320
mola_mola ENSMMOG00000020269
periophthalmus_magnuspinnatus ENSPMGG00000004007
gadus_morhua ENSGMOG00000003842
esox_lucius ENSELUG00000007400
pygocentrus_nattereri ENSPNAG00000000431
astyanax_mexicanus ENSAMXG00000012840
ictalurus_punctatus ENSIPUG00000011934
danio_rerio ENSDARG00000008931
scleropages_formosus ENSSFOG00015010489
paramormyrops_kingsleyae ENSPKIG00000007655
lepisosteus_oculatus ENSLOCG00000014488
latimeria_chalumnae ENSLACG00000008286
echinops_telfairi ENSETEG00000007062
sorex_araneus ENSSARG00000008365
loxodonta_africana ENSLAFG00000007027
procavia_capensis ENSPCAG00000017084
dasypus_novemcinctus ENSDNOG00000024828
castor_canadensis ENSCCNG00000005199
dipodomys_ordii ENSDORG00000002755
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033167
mus_spicilegus ENSMSIG00000006592
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034322
mus_musculus ENSMUSG00000031387
mus_pahari MGP_PahariEiJ_G0031710
rattus_norvegicus ENSRNOG00000054765
meriones_unguiculatus ENSMUGG00000020259
peromyscus_maniculatus_bairdii ENSPEMG00000010870
peromyscus_maniculatus_bairdii ENSPEMG00000027006
microtus_ochrogaster ENSMOCG00000021137
cricetulus_griseus_chok1gshd ENSCGRG00001014085
cricetulus_griseus_crigri ENSCGRG00000000845
cricetulus_griseus_crigri-picr ENSCGRG00015000244
mesocricetus_auratus ENSMAUG00000015967
nannospalax_galili ENSNGAG00000021686
jaculus_jaculus ENSJJAG00000010739
ictidomys_tridecemlineatus ENSSTOG00000010247
urocitellus_parryii ENSUPAG00010011941
spermophilus_dauricus ENSSDAG00000003432
marmota_marmota_marmota ENSMMMG00000009149
oryctolagus_cuniculus ENSOCUG00000025840
pan_troglodytes ENSPTRG00000022420
pan_paniscus ENSPPAG00000035978
homo_sapiens ENSG00000102032
