seriola_lalandi_dorsalis ENSSLDG00000001968
seriola_dumerili ENSSDUG00000000947
scophthalmus_maximus ENSSMAG00000013887
amphiprion_ocellaris ENSAOCG00000017157
amphiprion_percula ENSAPEG00000020638
acanthochromis_polyacanthus ENSAPOG00000000447
stegastes_partitus ENSSPAG00000022915
periophthalmus_magnuspinnatus ENSPMGG00000019779
mastacembelus_armatus ENSMAMG00000016658
monopterus_albus ENSMALG00000011906
anabas_testudineus ENSATEG00000006858
mola_mola ENSMMOG00000013385
takifugu_rubripes ENSTRUG00000025223
labrus_bergylta ENSLBEG00000003046
gasterosteus_aculeatus ENSGACG00000014164
kryptolebias_marmoratus ENSKMAG00000019945
fundulus_heteroclitus ENSFHEG00000017766
oryzias_latipes_asm223469v1 ENSORLG00015002595
oryzias_latipes ENSORLG00020008177
oryzias_latipes ENSORLG00000011950
oryzias_melastigma ENSOMEG00000012475
hippocampus_comes ENSHCOG00000015688
gadus_morhua ENSGMOG00000015337
gadus_morhua ENSGMOG00000015305
esox_lucius ENSELUG00000016241
pygocentrus_nattereri ENSPNAG00000029396
paramormyrops_kingsleyae ENSPKIG00000005660
lepisosteus_oculatus ENSLOCG00000004665
