apteryx_rowi ENSARWG00000013699
apteryx_owenii ENSAOWG00000005658
apteryx_haastii ENSAHAG00000004819
nothoprocta_perdicaria ENSNPEG00000002001
anser_brachyrhynchus ENSABRG00000006107
anas_platyrhynchos_platyrhynchos ENSAPLG00000027465
meleagris_gallopavo ENSMGAG00000009628
coturnix_japonica ENSCJPG00005017605
gallus_gallus ENSGALG00000007381
numida_meleagris ENSNMEG00000003443
calidris_pugnax ENSCPUG00000015239
calidris_pygmaea ENSCPGG00000003438
ficedula_albicollis ENSFALG00000011172
parus_major ENSPMJG00000006486
lonchura_striata_domestica ENSLSDG00000004289
taeniopygia_guttata ENSTGUG00000006999
junco_hyemalis ENSJHYG00000006798
lepidothrix_coronata ENSLCOG00000002923
crocodylus_porosus ENSCPRG00005008879
chelonoidis_abingdonii ENSCABG00000020505
gopherus_agassizii ENSGAGG00000013276
chrysemys_picta_bellii ENSCPBG00000016835
pelodiscus_sinensis ENSPSIG00000005566
anolis_carolinensis ENSACAG00000007154
pogona_vitticeps ENSPVIG00000022956
notechis_scutatus ENSNSUG00000017012
salvator_merianae ENSSMRG00000000881
sphenodon_punctatus ENSSPUG00000016787
ornithorhynchus_anatinus ENSOANG00000014885
ornithorhynchus_anatinus ENSOANG00000031594
bos_taurus ENSBTAG00000016267
bos_mutus ENSBMUG00000019651
bison_bison_bison ENSBBBG00000014885
capra_hircus ENSCHIG00000019405
ovis_aries ENSOARG00000010035
vicugna_pacos ENSVPAG00000010260
tursiops_truncatus ENSTTRG00000002093
sus_scrofa ENSSSCG00000013181
equus_caballus ENSECAG00000010963
equus_asinus_asinus ENSEASG00005002100
ursus_maritimus ENSUMAG00000018310
ursus_americanus ENSUAMG00000011395
ailuropoda_melanoleuca ENSAMEG00000014526
neovison_vison ENSNVIG00000016178
mustela_putorius_furo ENSMPUG00000000265
canis_lupus_dingo ENSCAFG00020000809
canis_lupus_familiaris ENSCAFG00000007838
vulpes_vulpes ENSVVUG00000017173
panthera_tigris_altaica ENSPTIG00000015466
panthera_pardus ENSPPRG00000008240
felis_catus ENSFCAG00000006629
myotis_lucifugus ENSMLUG00000007895
pteropus_vampyrus ENSPVAG00000016267
dipodomys_ordii ENSDORG00000009470
castor_canadensis ENSCCNG00000012078
mus_spicilegus ENSMSIG00000002561
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024649
mus_musculus ENSMUSG00000023224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023729
mus_pahari MGP_PahariEiJ_G0025180
rattus_norvegicus ENSRNOG00000007457
meriones_unguiculatus ENSMUGG00000018986
peromyscus_maniculatus_bairdii ENSPEMG00000011193
microtus_ochrogaster ENSMOCG00000021540
cricetulus_griseus_crigri ENSCGRG00000003974
cricetulus_griseus_chok1gshd ENSCGRG00001022395
cricetulus_griseus_crigri-picr ENSCGRG00015000908
mesocricetus_auratus ENSMAUG00000013608
nannospalax_galili ENSNGAG00000014979
jaculus_jaculus ENSJJAG00000017496
marmota_marmota_marmota ENSMMMG00000017679
spermophilus_dauricus ENSSDAG00000009408
urocitellus_parryii ENSUPAG00010020096
ictidomys_tridecemlineatus ENSSTOG00000009696
ochotona_princeps ENSOPRG00000002596
oryctolagus_cuniculus ENSOCUG00000026479
tupaia_belangeri ENSTBEG00000003876
pan_troglodytes ENSPTRG00000046666
pan_paniscus ENSPPAG00000039512
homo_sapiens ENSG00000149131
gorilla_gorilla ENSGGOG00000015654
pongo_abelii ENSPPYG00000003268
nomascus_leucogenys ENSNLEG00000012799
rhinopithecus_roxellana ENSRROG00000039357
rhinopithecus_bieti ENSRBIG00000028629
colobus_angolensis_palliatus ENSCANG00000040677
piliocolobus_tephrosceles ENSPTEG00000028900
papio_anubis ENSPANG00000033553
theropithecus_gelada ENSTGEG00000022558
mandrillus_leucophaeus ENSMLEG00000042045
cercocebus_atys ENSCATG00000009657
macaca_fascicularis ENSMFAG00000033907
macaca_nemestrina ENSMNEG00000028941
macaca_mulatta ENSMMUG00000012618
chlorocebus_sabaeus ENSCSAG00000005989
callithrix_jacchus ENSCJAG00000008787
saimiri_boliviensis_boliviensis ENSSBOG00000021710
aotus_nancymaae ENSANAG00000026312
cebus_capucinus ENSCCAG00000030702
carlito_syrichta ENSTSYG00000032976
prolemur_simus ENSPSMG00000006347
microcebus_murinus ENSMICG00000031150
propithecus_coquereli ENSPCOG00000021404
otolemur_garnettii ENSOGAG00000004505
procavia_capensis ENSPCAG00000001089
loxodonta_africana ENSLAFG00000001662
echinops_telfairi ENSETEG00000001490
dasypus_novemcinctus ENSDNOG00000009061
heterocephalus_glaber_female ENSHGLG00000010670
heterocephalus_glaber_male ENSHGLG00100004573
fukomys_damarensis ENSFDAG00000012662
chinchilla_lanigera ENSCLAG00000003856
octodon_degus ENSODEG00000012532
cavia_porcellus ENSCPOG00000025775
cavia_aperea ENSCAPG00000007802
sorex_araneus ENSSARG00000008599
phascolarctos_cinereus ENSPCIG00000013123
sarcophilus_harrisii ENSSHAG00000015561
monodelphis_domestica ENSMODG00000020104
latimeria_chalumnae ENSLACG00000003885
pygocentrus_nattereri ENSPNAG00000019314
astyanax_mexicanus ENSAMXG00000014576
ictalurus_punctatus ENSIPUG00000017403
danio_rerio ENSDARG00000058053
xiphophorus_maculatus ENSXMAG00000009930
gambusia_affinis ENSGAFG00000020562
poecilia_latipinna ENSPLAG00000002181
poecilia_formosa ENSPFOG00000007612
poecilia_mexicana ENSPMEG00000013187
poecilia_reticulata ENSPREG00000008703
cyprinodon_variegatus ENSCVAG00000010087
fundulus_heteroclitus ENSFHEG00000007777
kryptolebias_marmoratus ENSKMAG00000000093
oryzias_latipes ENSORLG00020022006
oryzias_latipes_asm223469v1 ENSORLG00015002460
oryzias_latipes ENSORLG00000005916
oryzias_melastigma ENSOMEG00000010446
amphiprion_percula ENSAPEG00000018091
amphiprion_ocellaris ENSAOCG00000009155
acanthochromis_polyacanthus ENSAPOG00000010811
stegastes_partitus ENSSPAG00000001526
astatotilapia_calliptera ENSACLG00000017311
pundamilia_nyererei ENSPNYG00000022765
maylandia_zebra ENSMZEG00005023646
haplochromis_burtoni ENSHBUG00000003656
neolamprologus_brichardi ENSNBRG00000014904
oreochromis_niloticus ENSONIG00000014618
amphilophus_citrinellus ENSACIG00000009869
mastacembelus_armatus ENSMAMG00000018978
monopterus_albus ENSMALG00000004867
anabas_testudineus ENSATEG00000018244
seriola_lalandi_dorsalis ENSSLDG00000003519
seriola_dumerili ENSSDUG00000000275
scophthalmus_maximus ENSSMAG00000009595
tetraodon_nigroviridis ENSTNIG00000005244
takifugu_rubripes ENSTRUG00000004269
mola_mola ENSMMOG00000007209
labrus_bergylta ENSLBEG00000027785
gasterosteus_aculeatus ENSGACG00000018054
periophthalmus_magnuspinnatus ENSPMGG00000001688
gadus_morhua ENSGMOG00000013214
esox_lucius ENSELUG00000023225
scleropages_formosus ENSSFOG00015000811
paramormyrops_kingsleyae ENSPKIG00000024786
lepisosteus_oculatus ENSLOCG00000006939
