mus_spicilegus ENSMSIG00000009347
mus_spretus MGP_SPRETEiJ_G0020681
mus_musculus ENSMUSG00000022315
mus_caroli MGP_CAROLIEiJ_G0019784
mus_pahari MGP_PahariEiJ_G0019794
rattus_norvegicus ENSRNOG00000004747
meriones_unguiculatus ENSMUGG00000023577
cricetulus_griseus ENSCGRG00000014039
cricetulus_griseus ENSCGRG00015026432
cricetulus_griseus ENSCGRG00001018604
mesocricetus_auratus ENSMAUG00000015236
microtus_ochrogaster ENSMOCG00000004114
peromyscus_maniculatus ENSPEMG00000011367
nannospalax_galili ENSNGAG00000012419
jaculus_jaculus ENSJJAG00000022484
castor_canadensis ENSCCNG00000016709
heterocephalus_glaber ENSHGLG00000004442
heterocephalus_glaber ENSHGLG00100010882
chinchilla_lanigera ENSCLAG00000004261
urocitellus_parryii ENSUPAG00010018123
spermophilus_dauricus ENSSDAG00000007821
marmota_marmota ENSMMMG00000000163
ictidomys_tridecemlineatus ENSSTOG00000010500
oryctolagus_cuniculus ENSOCUG00000008489
ochotona_princeps ENSOPRG00000008873
colobus_angolensis ENSCANG00000031277
piliocolobus_tephrosceles ENSPTEG00000034456
rhinopithecus_roxellana ENSRROG00000042317
rhinopithecus_bieti ENSRBIG00000041440
theropithecus_gelada ENSTGEG00000007433
cercocebus_atys ENSCATG00000036467
papio_anubis ENSPANG00000021435
mandrillus_leucophaeus ENSMLEG00000030793
macaca_mulatta ENSMMUG00000060321
macaca_fascicularis ENSMFAG00000003042
macaca_nemestrina ENSMNEG00000029260
chlorocebus_sabaeus ENSCSAG00000010907
pan_troglodytes ENSPTRG00000020523
pan_paniscus ENSPPAG00000018621
homo_sapiens ENSG00000164756
gorilla_gorilla ENSGGOG00000016195
pongo_abelii ENSPPYG00000018834
nomascus_leucogenys ENSNLEG00000027604
cebus_capucinus ENSCCAG00000025975
saimiri_boliviensis ENSSBOG00000000987
callithrix_jacchus ENSCJAG00000005833
aotus_nancymaae ENSANAG00000020652
carlito_syrichta ENSTSYG00000013693
microcebus_murinus ENSMICG00000010560
prolemur_simus ENSPSMG00000022398
propithecus_coquereli ENSPCOG00000016408
otolemur_garnettii ENSOGAG00000005867
tupaia_belangeri ENSTBEG00000004437
capra_hircus ENSCHIG00000024278
ovis_aries ENSOARG00000010227
bos_indicus ENSBIXG00000018731
bos_taurus ENSBTAG00000052098
bos_indicus ENSBIXG00005005646
bos_mutus ENSBMUG00000016390
bison_bison ENSBBBG00000003333
tursiops_truncatus ENSTTRG00000001958
sus_scrofa ENSSSCG00000006011
vicugna_pacos ENSVPAG00000006850
pteropus_vampyrus ENSPVAG00000014865
myotis_lucifugus ENSMLUG00000002588
ursus_maritimus ENSUMAG00000020456
ursus_americanus ENSUAMG00000016187
ailuropoda_melanoleuca ENSAMEG00000001617
mustela_putorius ENSMPUG00000000990
neovison_vison ENSNVIG00000006791
canis_lupus ENSCAFG00020004204
canis_lupus ENSCAFG00000000825
vulpes_vulpes ENSVVUG00000015316
panthera_pardus ENSPPRG00000024895
panthera_tigris ENSPTIG00000006598
felis_catus ENSFCAG00000007087
equus_caballus ENSECAG00000017475
equus_asinus ENSEASG00005023138
erinaceus_europaeus ENSEEUG00000014673
sorex_araneus ENSSARG00000008358
choloepus_hoffmanni ENSCHOG00000013036
dasypus_novemcinctus ENSDNOG00000001171
loxodonta_africana ENSLAFG00000006391
procavia_capensis ENSPCAG00000004749
echinops_telfairi ENSETEG00000012382
notamacropus_eugenii ENSMEUG00000012284
anas_platyrhynchos ENSAPLG00000014913
anser_brachyrhynchus ENSABRG00000013730
coturnix_japonica ENSCJPG00005005326
meleagris_gallopavo ENSMGAG00000012488
gallus_gallus ENSGALG00000034377
numida_meleagris ENSNMEG00000007452
taeniopygia_guttata ENSTGUG00000012324
lonchura_striata ENSLSDG00000003998
serinus_canaria ENSSCAG00000006593
junco_hyemalis ENSJHYG00000007287
zonotrichia_albicollis ENSZALG00000014093
parus_major ENSPMJG00000011127
cyanistes_caeruleus ENSCCEG00000007956
ficedula_albicollis ENSFALG00000002307
manacus_vitellinus ENSMVIG00005012787
lepidothrix_coronata ENSLCOG00000009217
melopsittacus_undulatus ENSMUNG00000004813
taeniopygia_guttata ENSTGUG00000008384
calidris_pygmaea ENSCPGG00000011761
calidris_pugnax ENSCPUG00000007212
apteryx_haastii ENSAHAG00000009388
apteryx_owenii ENSAOWG00000000690
apteryx_rowi ENSARWG00000002722
dromaius_novaehollandiae ENSDNVG00000008763
nothoprocta_perdicaria ENSNPEG00000014723
crocodylus_porosus ENSCPRG00005007473
gopherus_agassizii ENSGAGG00000007833
chelonoidis_abingdonii ENSCABG00000013009
chrysemys_picta ENSCPBG00000001584
pelodiscus_sinensis ENSPSIG00000011913
anolis_carolinensis ENSACAG00000010841
pogona_vitticeps ENSPVIG00000025274
salvator_merianae ENSSMRG00000021426
sphenodon_punctatus ENSSPUG00000011606
xenopus_tropicalis ENSXETG00000014883
latimeria_chalumnae ENSLACG00000015533
astyanax_mexicanus ENSAMXG00005024348
astyanax_mexicanus ENSAMXG00000021151
pygocentrus_nattereri ENSPNAG00000024523
ictalurus_punctatus ENSIPUG00000015011
electrophorus_electricus ENSEEEG00000015796
electrophorus_electricus ENSEEEG00000018564
electrophorus_electricus ENSEEEG00000002709
danio_rerio ENSDARG00000100917
clupea_harengus ENSCHAG00000000875
denticeps_clupeoides ENSDCDG00000034578
amphiprion_percula ENSAPEG00000019083
amphiprion_ocellaris ENSAOCG00000010942
acanthochromis_polyacanthus ENSAPOG00000013356
stegastes_partitus ENSSPAG00000013813
oryzias_latipes ENSORLG00015017043
oryzias_latipes ENSORLG00020009808
oryzias_latipes ENSORLG00000022852
oryzias_melastigma ENSOMEG00000008832
gouania_willdenowi ENSGWIG00000013555
gouania_willdenowi ENSGWIG00000013599
fundulus_heteroclitus ENSFHEG00000008483
cyprinodon_variegatus ENSCVAG00000003234
xiphophorus_maculatus ENSXMAG00000014032
xiphophorus_couchianus ENSXCOG00000019499
poecilia_mexicana ENSPMEG00000008084
poecilia_latipinna ENSPLAG00000002467
poecilia_formosa ENSPFOG00000000791
poecilia_formosa ENSPFOG00000003892
poecilia_reticulata ENSPREG00000002493
gambusia_affinis ENSGAFG00000001974
kryptolebias_marmoratus ENSKMAG00000002123
kryptolebias_marmoratus ENSKMAG00000002095
parambassis_ranga ENSPRNG00000018108
haplochromis_burtoni ENSHBUG00000023276
maylandia_zebra ENSMZEG00005026391
pundamilia_nyererei ENSPNYG00000017553
neolamprologus_brichardi ENSNBRG00000013013
oreochromis_niloticus ENSONIG00000013533
amphilophus_citrinellus ENSACIG00000013718
mastacembelus_armatus ENSMAMG00000003358
monopterus_albus ENSMALG00000010946
anabas_testudineus ENSATEG00000007400
betta_splendens ENSBSLG00000018479
labrus_bergylta ENSLBEG00000009380
labrus_bergylta ENSLBEG00000023919
larimichthys_crocea ENSLCRG00005010603
cottoperca_gobio ENSCGOG00000003407
gasterosteus_aculeatus ENSGACG00000002999
seriola_dumerili ENSSDUG00000020331
seriola_lalandi ENSSLDG00000000275
scophthalmus_maximus ENSSMAG00000020404
lates_calcarifer ENSLCAG00010018943
takifugu_rubripes ENSTRUG00000022216
tetraodon_nigroviridis ENSTNIG00000004684
mola_mola ENSMMOG00000014492
hippocampus_comes ENSHCOG00000006950
cynoglossus_semilaevis ENSCSEG00000011449
periophthalmus_magnuspinnatus ENSPMGG00000019782
gadus_morhua ENSGMOG00000016895
hucho_hucho ENSHHUG00000031505
hucho_hucho ENSHHUG00000027808
hucho_hucho ENSHHUG00000005941
esox_lucius ENSELUG00000005546
scleropages_formosus ENSSFOG00015009324
paramormyrops_kingsleyae ENSPKIG00000018892
lepisosteus_oculatus ENSLOCG00000003250
erpetoichthys_calabaricus ENSECRG00000020816
callorhinchus_milii ENSCMIG00000018388
