pygocentrus_nattereri ENSPNAG00000020347
astyanax_mexicanus ENSAMXG00000037628
ictalurus_punctatus ENSIPUG00000006618
electrophorus_electricus ENSEEEG00000009350
clupea_harengus ENSCHAG00000010498
esox_lucius ENSELUG00000002874
hucho_hucho ENSHHUG00000035593
larimichthys_crocea ENSLCRG00005005570
cottoperca_gobio ENSCGOG00000008545
mola_mola ENSMMOG00000008726
takifugu_rubripes ENSTRUG00000020066
labrus_bergylta ENSLBEG00000002798
mastacembelus_armatus ENSMAMG00000018308
monopterus_albus ENSMALG00000006957
lates_calcarifer ENSLCAG00010023972
poecilia_formosa ENSPFOG00000000282
poecilia_latipinna ENSPLAG00000017426
poecilia_mexicana ENSPMEG00000017822
xiphophorus_couchianus ENSXCOG00000008740
cyprinodon_variegatus ENSCVAG00000021403
fundulus_heteroclitus ENSFHEG00000001202
oryzias_latipes ENSORLG00020012605
oryzias_latipes ENSORLG00000028588
oryzias_melastigma ENSOMEG00000019002
gouania_willdenowi ENSGWIG00000003888
gouania_willdenowi ENSGWIG00000013786
neolamprologus_brichardi ENSNBRG00000013105
pundamilia_nyererei ENSPNYG00000020023
amphilophus_citrinellus ENSACIG00000000040
scleropages_formosus ENSSFOG00015017926
paramormyrops_kingsleyae ENSPKIG00000024876
