pan_troglodytes ENSPTRG00000021388
pan_paniscus ENSPPAG00000043839
homo_sapiens ENSG00000196152
gorilla_gorilla ENSGGOG00000000647
pongo_abelii ENSPPYG00000019621
nomascus_leucogenys ENSNLEG00000017444
papio_anubis ENSPANG00000024822
theropithecus_gelada ENSTGEG00000022684
macaca_mulatta ENSMMUG00000021760
macaca_fascicularis ENSMFAG00000033187
macaca_nemestrina ENSMNEG00000042847
mandrillus_leucophaeus ENSMLEG00000030190
cercocebus_atys ENSCATG00000021022
chlorocebus_sabaeus ENSCSAG00000013717
colobus_angolensis_palliatus ENSCANG00000042225
piliocolobus_tephrosceles ENSPTEG00000018375
rhinopithecus_roxellana ENSRROG00000044315
rhinopithecus_bieti ENSRBIG00000036555
cebus_capucinus ENSCCAG00000022612
saimiri_boliviensis_boliviensis ENSSBOG00000027753
callithrix_jacchus ENSCJAG00000018073
aotus_nancymaae ENSANAG00000037998
carlito_syrichta ENSTSYG00000005540
propithecus_coquereli ENSPCOG00000006104
prolemur_simus ENSPSMG00000009243
microcebus_murinus ENSMICG00000002323
otolemur_garnettii ENSOGAG00000000595
tupaia_belangeri ENSTBEG00000005767
equus_asinus_asinus ENSEASG00005020506
equus_caballus ENSECAG00000009109
pteropus_vampyrus ENSPVAG00000000923
ursus_americanus ENSUAMG00000004206
ursus_maritimus ENSUMAG00000001734
ailuropoda_melanoleuca ENSAMEG00000016711
mustela_putorius_furo ENSMPUG00000013847
neovison_vison ENSNVIG00000008671
canis_lupus_dingo ENSCAFG00020015748
canis_lupus_familiaris ENSCAFG00000031097
vulpes_vulpes ENSVVUG00000011508
panthera_pardus ENSPPRG00000020262
panthera_tigris_altaica ENSPTIG00000018136
felis_catus ENSFCAG00000036757
capra_hircus ENSCHIG00000016296
ovis_aries ENSOARG00000012092
bos_mutus ENSBMUG00000011651
bos_taurus ENSBTAG00000023885
bison_bison_bison ENSBBBG00000000511
tursiops_truncatus ENSTTRG00000015699
sus_scrofa ENSSSCG00000005611
vicugna_pacos ENSVPAG00000005120
erinaceus_europaeus ENSEEUG00000006068
choloepus_hoffmanni ENSCHOG00000006736
dasypus_novemcinctus ENSDNOG00000047558
procavia_capensis ENSPCAG00000007422
spermophilus_dauricus ENSSDAG00000014857
spermophilus_dauricus ENSSDAG00000000042
urocitellus_parryii ENSUPAG00010014122
castor_canadensis ENSCCNG00000000111
astyanax_mexicanus ENSAMXG00000031097
