poecilia_mexicana ENSPMEG00000013563
poecilia_formosa ENSPFOG00000020225
poecilia_latipinna ENSPLAG00000017683
cyprinodon_variegatus ENSCVAG00000006286
oryzias_melastigma ENSOMEG00000009603
amphiprion_ocellaris ENSAOCG00000006492
oryzias_melastigma ENSOMEG00000022669
oryzias_melastigma ENSOMEG00000008201
mastacembelus_armatus ENSMAMG00000020331
seriola_lalandi_dorsalis ENSSLDG00000003733
hippocampus_comes ENSHCOG00000018565
danio_rerio ENSDARG00000043128
esox_lucius ENSELUG00000005878
paramormyrops_kingsleyae ENSPKIG00000010217
paramormyrops_kingsleyae ENSPKIG00000006263
gallus_gallus ENSGALG00000022557
meleagris_gallopavo ENSMGAG00000017116
coturnix_japonica ENSCJPG00005004339
numida_meleagris ENSNMEG00000012588
anser_brachyrhynchus ENSABRG00000007188
anas_platyrhynchos_platyrhynchos ENSAPLG00000013831
lonchura_striata_domestica ENSLSDG00000010085
serinus_canaria ENSSCAG00000004330
parus_major ENSPMJG00000018857
cyanistes_caeruleus ENSCCEG00000001814
ficedula_albicollis ENSFALG00000014274
junco_hyemalis ENSJHYG00000000960
calidris_pygmaea ENSCPGG00000005705
parus_major ENSPMJG00000018858
meleagris_gallopavo ENSMGAG00000002043
apteryx_haastii ENSAHAG00000004987
apteryx_owenii ENSAOWG00000018108
apteryx_rowi ENSARWG00000006234
dromaius_novaehollandiae ENSDNVG00000005915
pelodiscus_sinensis ENSPSIG00000000300
chrysemys_picta_bellii ENSCPBG00000015895
chrysemys_picta_bellii ENSCPBG00000000310
chelonoidis_abingdonii ENSCABG00000008375
gopherus_agassizii ENSGAGG00000008202
pelodiscus_sinensis ENSPSIG00000000892
crocodylus_porosus ENSCPRG00005008106
pogona_vitticeps ENSPVIG00000009413
anolis_carolinensis ENSACAG00000011544
notechis_scutatus ENSNSUG00000005988
salvator_merianae ENSSMRG00000008783
sphenodon_punctatus ENSSPUG00000015040
pogona_vitticeps ENSPVIG00000009408
bos_taurus ENSBTAG00000040432
bos_mutus ENSBMUG00000008285
bison_bison_bison ENSBBBG00000002216
capra_hircus ENSCHIG00000004105
ovis_aries ENSOARG00000010845
tursiops_truncatus ENSTTRG00000008392
equus_asinus_asinus ENSEASG00005015899
equus_caballus ENSECAG00000007614
pteropus_vampyrus ENSPVAG00000016424
canis_lupus_dingo ENSCAFG00020012385
canis_lupus_familiaris ENSCAFG00000012532
vulpes_vulpes ENSVVUG00000024824
ailuropoda_melanoleuca ENSAMEG00000019096
ursus_americanus ENSUAMG00000017054
mustela_putorius_furo ENSMPUG00000019769
neovison_vison ENSNVIG00000004820
panthera_pardus ENSPPRG00000018103
felis_catus ENSFCAG00000035405
prolemur_simus ENSPSMG00000019957
otolemur_garnettii ENSOGAG00000033364
pan_troglodytes ENSPTRG00000050183
pan_troglodytes ENSPTRG00000028539
pan_paniscus ENSPPAG00000010463
homo_sapiens ENSG00000165215
gorilla_gorilla ENSGGOG00000024674
pongo_abelii ENSPPYG00000017494
nomascus_leucogenys ENSNLEG00000030943
macaca_nemestrina ENSMNEG00000037978
macaca_fascicularis ENSMFAG00000027523
macaca_mulatta ENSMMUG00000001143
cercocebus_atys ENSCATG00000020166
theropithecus_gelada ENSTGEG00000003980
papio_anubis ENSPANG00000010305
mandrillus_leucophaeus ENSMLEG00000015648
chlorocebus_sabaeus ENSCSAG00000019482
rhinopithecus_roxellana ENSRROG00000021693
rhinopithecus_bieti ENSRBIG00000041258
colobus_angolensis_palliatus ENSCANG00000016311
piliocolobus_tephrosceles ENSPTEG00000016513
callithrix_jacchus ENSCJAG00000016766
cebus_capucinus ENSCCAG00000020476
aotus_nancymaae ENSANAG00000008285
tupaia_belangeri ENSTBEG00000016157
procavia_capensis ENSPCAG00000007750
cricetulus_griseus_chok1gshd ENSCGRG00001004756
cricetulus_griseus_crigri ENSCGRG00000018638
cricetulus_griseus_crigri-picr ENSCGRG00015004215
mesocricetus_auratus ENSMAUG00000008536
microtus_ochrogaster ENSMOCG00000007854
peromyscus_maniculatus_bairdii ENSPEMG00000013396
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027822
mus_musculus ENSMUSG00000070473
mus_spicilegus ENSMSIG00000009656
