labrus_bergylta ENSLBEG00000023261
takifugu_rubripes ENSTRUG00000020883
scophthalmus_maximus ENSSMAG00000011528
scophthalmus_maximus ENSSMAG00000017379
cynoglossus_semilaevis ENSCSEG00000014191
seriola_dumerili ENSSDUG00000013874
seriola_lalandi_dorsalis ENSSLDG00000000625
anabas_testudineus ENSATEG00000007407
astatotilapia_calliptera ENSACLG00000020819
haplochromis_burtoni ENSHBUG00000023063
maylandia_zebra ENSMZEG00005006028
oreochromis_niloticus ENSONIG00000003380
amphilophus_citrinellus ENSACIG00000002955
amphiprion_ocellaris ENSAOCG00000014758
acanthochromis_polyacanthus ENSAPOG00000010994
xiphophorus_maculatus ENSXMAG00000000520
gambusia_affinis ENSGAFG00000004506
poecilia_formosa ENSPFOG00000013387
poecilia_formosa ENSPFOG00000003134
poecilia_mexicana ENSPMEG00000023721
poecilia_reticulata ENSPREG00000011935
poecilia_latipinna ENSPLAG00000021227
xiphophorus_couchianus ENSXCOG00000020865
fundulus_heteroclitus ENSFHEG00000015342
kryptolebias_marmoratus ENSKMAG00000001378
amphiprion_ocellaris ENSAOCG00000017902
amphiprion_percula ENSAPEG00000014373
acanthochromis_polyacanthus ENSAPOG00000000292
stegastes_partitus ENSSPAG00000007187
haplochromis_burtoni ENSHBUG00000005642
astatotilapia_calliptera ENSACLG00000003698
oreochromis_niloticus ENSONIG00000015615
hippocampus_comes ENSHCOG00000015954
esox_lucius ENSELUG00000012178
astyanax_mexicanus ENSAMXG00000003857
