pan_troglodytes ENSPTRG00000011536
pan_paniscus ENSPPAG00000041319
gorilla_gorilla ENSGGOG00000000337
homo_sapiens ENSG00000198046
pongo_abelii ENSPPYG00000010448
nomascus_leucogenys ENSNLEG00000010835
rhinopithecus_roxellana ENSRROG00000033330
rhinopithecus_bieti ENSRBIG00000040688
piliocolobus_tephrosceles ENSPTEG00000000876
colobus_angolensis_palliatus ENSCANG00000036347
macaca_fascicularis ENSMFAG00000037010
macaca_nemestrina ENSMNEG00000044228
macaca_mulatta ENSMMUG00000003256
mandrillus_leucophaeus ENSMLEG00000036255
cercocebus_atys ENSCATG00000030847
papio_anubis ENSPANG00000004117
theropithecus_gelada ENSTGEG00000014171
chlorocebus_sabaeus ENSCSAG00000001668
cebus_capucinus ENSCCAG00000025582
saimiri_boliviensis_boliviensis ENSSBOG00000025246
callithrix_jacchus ENSCJAG00000020292
aotus_nancymaae ENSANAG00000021299
carlito_syrichta ENSTSYG00000013477
propithecus_coquereli ENSPCOG00000021025
microcebus_murinus ENSMICG00000030534
prolemur_simus ENSPSMG00000017221
otolemur_garnettii ENSOGAG00000028413
tupaia_belangeri ENSTBEG00000008197
nannospalax_galili ENSNGAG00000003567
nannospalax_galili ENSNGAG00000004669
mus_spicilegus ENSMSIG00000000360
mus_musculus ENSMUSG00000054893
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030219
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029158
mus_pahari MGP_PahariEiJ_G0021027
rattus_norvegicus ENSRNOG00000033906
meriones_unguiculatus ENSMUGG00000004346
cricetulus_griseus_chok1gshd ENSCGRG00001022447
cricetulus_griseus_crigri ENSCGRG00000004201
cricetulus_griseus_chok1gshd ENSCGRG00001021236
cricetulus_griseus_crigri-picr ENSCGRG00015005186
mesocricetus_auratus ENSMAUG00000015601
microtus_ochrogaster ENSMOCG00000008373
peromyscus_maniculatus_bairdii ENSPEMG00000001435
jaculus_jaculus ENSJJAG00000007448
ictidomys_tridecemlineatus ENSSTOG00000031514
urocitellus_parryii ENSUPAG00010003012
heterocephalus_glaber_female ENSHGLG00000008584
heterocephalus_glaber_male ENSHGLG00100008287
fukomys_damarensis ENSFDAG00000001577
chinchilla_lanigera ENSCLAG00000000888
cavia_porcellus ENSCPOG00000031846
octodon_degus ENSODEG00000009289
castor_canadensis ENSCCNG00000005752
oryctolagus_cuniculus ENSOCUG00000028088
ailuropoda_melanoleuca ENSAMEG00000009553
ursus_maritimus ENSUMAG00000024769
neovison_vison ENSNVIG00000012798
mustela_putorius_furo ENSMPUG00000006674
canis_lupus_familiaris ENSCAFG00000002479
canis_lupus_dingo ENSCAFG00020015156
vulpes_vulpes ENSVVUG00000006585
panthera_pardus ENSPPRG00000010479
panthera_tigris_altaica ENSPTIG00000013784
felis_catus ENSFCAG00000033432
sorex_araneus ENSSARG00000010327
tursiops_truncatus ENSTTRG00000011303
sus_scrofa ENSSSCG00000024622
bos_mutus ENSBMUG00000018731
bos_taurus ENSBTAG00000000803
bison_bison_bison ENSBBBG00000006390
ovis_aries ENSOARG00000003308
capra_hircus ENSCHIG00000019773
vicugna_pacos ENSVPAG00000001339
equus_asinus_asinus ENSEASG00005020476
equus_caballus ENSECAG00000010995
myotis_lucifugus ENSMLUG00000017482
myotis_lucifugus ENSMLUG00000004199
bison_bison_bison ENSBBBG00000025038
equus_caballus ENSECAG00000034634
marmota_marmota_marmota ENSMMMG00000000857
choloepus_hoffmanni ENSCHOG00000007363
dasypus_novemcinctus ENSDNOG00000047289
loxodonta_africana ENSLAFG00000016735
procavia_capensis ENSPCAG00000009919
echinops_telfairi ENSETEG00000002079
