ursus_americanus ENSUAMG00000018900
ursus_maritimus ENSUMAG00000005948
ailuropoda_melanoleuca ENSAMEG00000018244
mustela_putorius_furo ENSMPUG00000010752
neovison_vison ENSNVIG00000020590
canis_lupus_familiaris ENSCAFG00000020342
canis_lupus_dingo ENSCAFG00020015199
vulpes_vulpes ENSVVUG00000030023
panthera_tigris_altaica ENSPTIG00000018123
panthera_pardus ENSPPRG00000011096
felis_catus ENSFCAG00000022349
myotis_lucifugus ENSMLUG00000025243
capra_hircus ENSCHIG00000012676
ovis_aries ENSOARG00000013440
bos_mutus ENSBMUG00000008922
bos_taurus ENSBTAG00000034349
bison_bison_bison ENSBBBG00000001932
sus_scrofa ENSSSCG00000003763
vicugna_pacos ENSVPAG00000009193
equus_asinus_asinus ENSEASG00005016964
equus_caballus ENSECAG00000009020
erinaceus_europaeus ENSEEUG00000004290
cricetulus_griseus_crigri ENSCGRG00000017256
cricetulus_griseus_chok1gshd ENSCGRG00001024261
cricetulus_griseus_crigri-picr ENSCGRG00015019343
mesocricetus_auratus ENSMAUG00000012413
peromyscus_maniculatus_bairdii ENSPEMG00000020837
mus_musculus ENSMUSG00000028037
mus_spicilegus ENSMSIG00000022568
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026688
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025735
mus_pahari MGP_PahariEiJ_G0027186
rattus_norvegicus ENSRNOG00000022218
meriones_unguiculatus ENSMUGG00000026561
dipodomys_ordii ENSDORG00000027792
urocitellus_parryii ENSUPAG00010015676
spermophilus_dauricus ENSSDAG00000019584
ictidomys_tridecemlineatus ENSSTOG00000013516
marmota_marmota_marmota ENSMMMG00000001876
tupaia_belangeri ENSTBEG00000002428
oryctolagus_cuniculus ENSOCUG00000006482
gorilla_gorilla ENSGGOG00000013663
homo_sapiens ENSG00000137965
pan_troglodytes ENSPTRG00000000893
pan_paniscus ENSPPAG00000043212
pongo_abelii ENSPPYG00000001214
rhinopithecus_roxellana ENSRROG00000044818
rhinopithecus_bieti ENSRBIG00000005429
piliocolobus_tephrosceles ENSPTEG00000033829
colobus_angolensis_palliatus ENSCANG00000036691
cercocebus_atys ENSCATG00000020674
mandrillus_leucophaeus ENSMLEG00000043176
papio_anubis ENSPANG00000006003
theropithecus_gelada ENSTGEG00000018693
macaca_fascicularis ENSMFAG00000037846
macaca_mulatta ENSMMUG00000002350
macaca_nemestrina ENSMNEG00000033036
chlorocebus_sabaeus ENSCSAG00000001408
cebus_capucinus ENSCCAG00000025901
saimiri_boliviensis_boliviensis ENSSBOG00000027429
aotus_nancymaae ENSANAG00000037840
prolemur_simus ENSPSMG00000002996
microcebus_murinus ENSMICG00000001235
loxodonta_africana ENSLAFG00000015093
procavia_capensis ENSPCAG00000001726
echinops_telfairi ENSETEG00000008052
choloepus_hoffmanni ENSCHOG00000009963
dasypus_novemcinctus ENSDNOG00000007317
