vombatus_ursinus ENSVURG00010001845
phascolarctos_cinereus ENSPCIG00000029214
notamacropus_eugenii ENSMEUG00000013221
phascolarctos_cinereus ENSPCIG00000017567
sarcophilus_harrisii ENSSHAG00000002855
monodelphis_domestica ENSMODG00000015811
pan_troglodytes ENSPTRG00000017953
pan_troglodytes ENSPTRG00000039491
pan_paniscus ENSPPAG00000038400
homo_sapiens ENSG00000204531
pan_troglodytes ENSPTRG00000001427
homo_sapiens ENSG00000212993
gorilla_gorilla ENSGGOG00000027662
pongo_abelii ENSPPYG00000017210
cebus_capucinus ENSCCAG00000031069
cebus_capucinus ENSCCAG00000000482
cebus_capucinus ENSCCAG00000028412
saimiri_boliviensis ENSSBOG00000025691
aotus_nancymaae ENSANAG00000022960
mandrillus_leucophaeus ENSMLEG00000041582
papio_anubis ENSPANG00000007627
macaca_fascicularis ENSMFAG00000004232
macaca_mulatta ENSMMUG00000015688
theropithecus_gelada ENSTGEG00000017106
macaca_nemestrina ENSMNEG00000036844
cercocebus_atys ENSCATG00000039479
rhinopithecus_roxellana ENSRROG00000010781
rhinopithecus_bieti ENSRBIG00000036435
piliocolobus_tephrosceles ENSPTEG00000031225
colobus_angolensis ENSCANG00000043498
aotus_nancymaae ENSANAG00000021381
aotus_nancymaae ENSANAG00000030190
carlito_syrichta ENSTSYG00000026100
carlito_syrichta ENSTSYG00000007340
carlito_syrichta ENSTSYG00000032863
microcebus_murinus ENSMICG00000001511
microcebus_murinus ENSMICG00000043327
microcebus_murinus ENSMICG00000028681
microcebus_murinus ENSMICG00000047360
propithecus_coquereli ENSPCOG00000001569
propithecus_coquereli ENSPCOG00000028655
propithecus_coquereli ENSPCOG00000026729
prolemur_simus ENSPSMG00000005176
otolemur_garnettii ENSOGAG00000000621
pan_paniscus ENSPPAG00000027229
nomascus_leucogenys ENSNLEG00000034531
tupaia_belangeri ENSTBEG00000013044
spermophilus_dauricus ENSSDAG00000004253
ictidomys_tridecemlineatus ENSSTOG00000026103
urocitellus_parryii ENSUPAG00010003071
marmota_marmota ENSMMMG00000020469
urocitellus_parryii ENSUPAG00010008928
ictidomys_tridecemlineatus ENSSTOG00000030241
nomascus_leucogenys ENSNLEG00000005802
chlorocebus_sabaeus ENSCSAG00000008409
castor_canadensis ENSCCNG00000003645
bison_bison ENSBBBG00000024430
castor_canadensis ENSCCNG00000003852
castor_canadensis ENSCCNG00000008923
dipodomys_ordii ENSDORG00000009549
meriones_unguiculatus ENSMUGG00000015421
meriones_unguiculatus ENSMUGG00000002462
mus_musculus ENSMUSG00000024406
mus_spicilegus ENSMSIG00000014513
mus_caroli MGP_CAROLIEiJ_G0021520
mus_spretus MGP_SPRETEiJ_G0022427
mus_pahari MGP_PahariEiJ_G0020514
rattus_norvegicus ENSRNOG00000046487
microtus_ochrogaster ENSMOCG00000021473
microtus_ochrogaster ENSMOCG00000002543
cricetulus_griseus ENSCGRG00015028203
cricetulus_griseus ENSCGRG00001008449
cricetulus_griseus ENSCGRG00000015026
cricetulus_griseus ENSCGRG00000011630
mesocricetus_auratus ENSMAUG00000012941
peromyscus_maniculatus ENSPEMG00000007202
peromyscus_maniculatus ENSPEMG00000013496
nannospalax_galili ENSNGAG00000017505
nannospalax_galili ENSNGAG00000013413
nannospalax_galili ENSNGAG00000017534
jaculus_jaculus ENSJJAG00000007532
octodon_degus ENSODEG00000017818
octodon_degus ENSODEG00000016851
chinchilla_lanigera ENSCLAG00000003495
cavia_porcellus ENSCPOG00000025010
cavia_aperea ENSCAPG00000011360
heterocephalus_glaber ENSHGLG00000011357
heterocephalus_glaber ENSHGLG00100015934
fukomys_damarensis ENSFDAG00000013426
oryctolagus_cuniculus ENSOCUG00000017160
ochotona_princeps ENSOPRG00000003926
loxodonta_africana ENSLAFG00000010419
procavia_capensis ENSPCAG00000003699
echinops_telfairi ENSETEG00000002991
choloepus_hoffmanni ENSCHOG00000001211
mus_spicilegus ENSMSIG00000014913
cricetulus_griseus ENSCGRG00015027937
marmota_marmota ENSMMMG00000002970
pan_paniscus ENSPPAG00000043086
papio_anubis ENSPANG00000015262
bos_indicus ENSBIXG00000013168
bos_indicus ENSBIXG00005012512
bison_bison ENSBBBG00000010517
bos_mutus ENSBMUG00000007302
neovison_vison ENSNVIG00000024573
ailuropoda_melanoleuca ENSAMEG00000002321
loxodonta_africana ENSLAFG00000031742
pan_paniscus ENSPPAG00000036109
pan_troglodytes ENSPTRG00000047569
phascolarctos_cinereus ENSPCIG00000033995
canis_lupus ENSCAFG00000000485
canis_lupus ENSCAFG00020019564
vulpes_vulpes ENSVVUG00000011102
ursus_americanus ENSUAMG00000026586
mustela_putorius ENSMPUG00000001202
neovison_vison ENSNVIG00000019267
panthera_pardus ENSPPRG00000023693
panthera_tigris ENSPTIG00000007904
felis_catus ENSFCAG00000001078
equus_asinus ENSEASG00005020667
equus_caballus ENSECAG00000008967
ovis_aries ENSOARG00000000802
ailuropoda_melanoleuca ENSAMEG00000010377
ursus_maritimus ENSUMAG00000020030
ursus_americanus ENSUAMG00000012469
ursus_maritimus ENSUMAG00000003023
erinaceus_europaeus ENSEEUG00000015357
bos_indicus ENSBIXG00005030571
bos_indicus ENSBIXG00000004288
bos_taurus ENSBTAG00000001873
bos_mutus ENSBMUG00000017344
