coturnix_japonica ENSCJPG00005017436
numida_meleagris ENSNMEG00000017061
lonchura_striata_domestica ENSLSDG00000006128
calidris_pugnax ENSCPUG00000007135
calidris_pygmaea ENSCPGG00000009164
dromaius_novaehollandiae ENSDNVG00000000909
nothoprocta_perdicaria ENSNPEG00000001785
crocodylus_porosus ENSCPRG00005003975
gopherus_agassizii ENSGAGG00000025689
chelonoidis_abingdonii ENSCABG00000003060
chrysemys_picta_bellii ENSCPBG00000013868
pogona_vitticeps ENSPVIG00000019714
notechis_scutatus ENSNSUG00000010187
latimeria_chalumnae ENSLACG00000003131
lepisosteus_oculatus ENSLOCG00000003078
scleropages_formosus ENSSFOG00015013677
