mastacembelus_armatus ENSMAMG00000005087
mola_mola ENSMMOG00000020928
oryzias_latipes ENSORLG00000028952
oryzias_latipes ENSORLG00015001249
oryzias_latipes ENSORLG00020001612
oryzias_melastigma ENSOMEG00000005314
anabas_testudineus ENSATEG00000006410
betta_splendens ENSBSLG00000022553
scophthalmus_maximus ENSSMAG00000007330
amphiprion_ocellaris ENSAOCG00000003514
amphiprion_percula ENSAPEG00000003064
stegastes_partitus ENSSPAG00000007330
amphilophus_citrinellus ENSACIG00000010108
poecilia_mexicana ENSPMEG00000016122
poecilia_latipinna ENSPLAG00000011557
poecilia_reticulata ENSPREG00000011126
xiphophorus_couchianus ENSXCOG00000003966
xiphophorus_maculatus ENSXMAG00000025565
gouania_willdenowi ENSGWIG00000017114
lates_calcarifer ENSLCAG00010002993
seriola_lalandi ENSSLDG00000006776
cottoperca_gobio ENSCGOG00000006470
astatotilapia_calliptera ENSACLG00000025990
maylandia_zebra ENSMZEG00005006287
haplochromis_burtoni ENSHBUG00000006655
pundamilia_nyererei ENSPNYG00000002845
neolamprologus_brichardi ENSNBRG00000005444
takifugu_rubripes ENSTRUG00000024440
cynoglossus_semilaevis ENSCSEG00000007751
cynoglossus_semilaevis ENSCSEG00000002083
parambassis_ranga ENSPRNG00000015657
hucho_hucho ENSHHUG00000007576
