prolemur_simus ENSPSMG00000007390
microcebus_murinus ENSMICG00000049080
aotus_nancymaae ENSANAG00000023000
saimiri_boliviensis_boliviensis ENSSBOG00000030239
macaca_nemestrina ENSMNEG00000029954
theropithecus_gelada ENSTGEG00000007050
piliocolobus_tephrosceles ENSPTEG00000006714
equus_caballus ENSECAG00000040185
equus_asinus_asinus ENSEASG00005021553
myotis_lucifugus ENSMLUG00000023415
bos_mutus ENSBMUG00000022411
bison_bison_bison ENSBBBG00000017945
ovis_aries ENSOARG00000004970
capra_hircus ENSCHIG00000026820
sus_scrofa ENSSSCG00000025468
mustela_putorius_furo ENSMPUG00000002453
neovison_vison ENSNVIG00000013745
canis_lupus_dingo ENSCAFG00020020267
canis_lupus_familiaris ENSCAFG00000025031
vulpes_vulpes ENSVVUG00000011311
panthera_tigris_altaica ENSPTIG00000013550
panthera_pardus ENSPPRG00000000858
felis_catus ENSFCAG00000036951
ursus_maritimus ENSUMAG00000012344
ursus_americanus ENSUAMG00000017179
ailuropoda_melanoleuca ENSAMEG00000011036
mustela_putorius_furo ENSMPUG00000002456
