loxodonta_africana ENSLAFG00000009156
procavia_capensis ENSPCAG00000009886
echinops_telfairi ENSETEG00000015867
dasypus_novemcinctus ENSDNOG00000008543
bos_mutus ENSBMUG00000018922
bos_mutus ENSBMUG00000011237
bos_taurus ENSBTAG00000000801
bison_bison_bison ENSBBBG00000024520
ovis_aries ENSOARG00000003315
capra_hircus ENSCHIG00000012412
tursiops_truncatus ENSTTRG00000011297
sus_scrofa ENSSSCG00000032086
equus_asinus_asinus ENSEASG00005020474
equus_caballus ENSECAG00000009277
ursus_maritimus ENSUMAG00000024768
ursus_americanus ENSUAMG00000010473
ailuropoda_melanoleuca ENSAMEG00000009556
neovison_vison ENSNVIG00000012812
mustela_putorius_furo ENSMPUG00000006667
canis_lupus_familiaris ENSCAFG00000031296
canis_lupus_dingo ENSCAFG00020015154
vulpes_vulpes ENSVVUG00000006582
panthera_pardus ENSPPRG00000010504
panthera_tigris_altaica ENSPTIG00000013245
felis_catus ENSFCAG00000040628
erinaceus_europaeus ENSEEUG00000006866
sorex_araneus ENSSARG00000010321
myotis_lucifugus ENSMLUG00000005106
peromyscus_maniculatus_bairdii ENSPEMG00000015324
microtus_ochrogaster ENSMOCG00000020996
urocitellus_parryii ENSUPAG00010003170
castor_canadensis ENSCCNG00000006876
mus_musculus ENSMUSG00000030443
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030220
mus_spicilegus ENSMSIG00000000478
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029159
mus_pahari MGP_PahariEiJ_G0021028
rattus_norvegicus ENSRNOG00000034184
meriones_unguiculatus ENSMUGG00000004332
cricetulus_griseus_crigri ENSCGRG00000004562
cricetulus_griseus_chok1gshd ENSCGRG00001021592
mesocricetus_auratus ENSMAUG00000008812
microtus_ochrogaster ENSMOCG00000016305
peromyscus_maniculatus_bairdii ENSPEMG00000008184
nannospalax_galili ENSNGAG00000002021
jaculus_jaculus ENSJJAG00000007844
marmota_marmota_marmota ENSMMMG00000012292
marmota_marmota_marmota ENSMMMG00000000875
urocitellus_parryii ENSUPAG00010003021
spermophilus_dauricus ENSSDAG00000018539
ictidomys_tridecemlineatus ENSSTOG00000028577
castor_canadensis ENSCCNG00000005753
dipodomys_ordii ENSDORG00000004636
chinchilla_lanigera ENSCLAG00000000841
octodon_degus ENSODEG00000008844
cavia_aperea ENSCAPG00000016294
cavia_porcellus ENSCPOG00000031072
heterocephalus_glaber_female ENSHGLG00000015225
heterocephalus_glaber_male ENSHGLG00100007891
fukomys_damarensis ENSFDAG00000007312
oryctolagus_cuniculus ENSOCUG00000008845
ochotona_princeps ENSOPRG00000007476
tupaia_belangeri ENSTBEG00000007414
pan_troglodytes ENSPTRG00000023310
gorilla_gorilla ENSGGOG00000014854
homo_sapiens ENSG00000198440
pongo_abelii ENSPPYG00000010447
nomascus_leucogenys ENSNLEG00000010817
theropithecus_gelada ENSTGEG00000014094
papio_anubis ENSPANG00000000399
cercocebus_atys ENSCATG00000033066
macaca_fascicularis ENSMFAG00000025865
macaca_nemestrina ENSMNEG00000030981
macaca_mulatta ENSMMUG00000003257
mandrillus_leucophaeus ENSMLEG00000007582
chlorocebus_sabaeus ENSCSAG00000001669
rhinopithecus_roxellana ENSRROG00000041048
rhinopithecus_bieti ENSRBIG00000024320
colobus_angolensis_palliatus ENSCANG00000034905
piliocolobus_tephrosceles ENSPTEG00000000787
saimiri_boliviensis_boliviensis ENSSBOG00000022191
callithrix_jacchus ENSCJAG00000043114
cebus_capucinus ENSCCAG00000022820
aotus_nancymaae ENSANAG00000027777
carlito_syrichta ENSTSYG00000028275
propithecus_coquereli ENSPCOG00000026273
prolemur_simus ENSPSMG00000017227
microcebus_murinus ENSMICG00000007642
otolemur_garnettii ENSOGAG00000030197
erinaceus_europaeus ENSEEUG00000002835
