seriola_lalandi_dorsalis ENSSLDG00000002778
seriola_dumerili ENSSDUG00000005656
scophthalmus_maximus ENSSMAG00000006682
amphiprion_ocellaris ENSAOCG00000020786
amphiprion_percula ENSAPEG00000006215
acanthochromis_polyacanthus ENSAPOG00000005390
gasterosteus_aculeatus ENSGACG00000019286
poecilia_reticulata ENSPREG00000011156
poecilia_formosa ENSPFOG00000012401
xiphophorus_maculatus ENSXMAG00000025997
xiphophorus_couchianus ENSXCOG00000000976
gambusia_affinis ENSGAFG00000004340
poecilia_mexicana ENSPMEG00000016829
poecilia_latipinna ENSPLAG00000002948
fundulus_heteroclitus ENSFHEG00000016911
cyprinodon_variegatus ENSCVAG00000000192
kryptolebias_marmoratus ENSKMAG00000019182
oryzias_latipes ENSORLG00000028776
oryzias_latipes_asm223469v1 ENSORLG00015005382
oryzias_latipes ENSORLG00020000185
oryzias_melastigma ENSOMEG00000013560
mastacembelus_armatus ENSMAMG00000000761
monopterus_albus ENSMALG00000001757
labrus_bergylta ENSLBEG00000028470
cynoglossus_semilaevis ENSCSEG00000004575
astatotilapia_calliptera ENSACLG00000009058
maylandia_zebra ENSMZEG00005021301
haplochromis_burtoni ENSHBUG00000020060
neolamprologus_brichardi ENSNBRG00000000801
pundamilia_nyererei ENSPNYG00000021298
amphilophus_citrinellus ENSACIG00000019597
stegastes_partitus ENSSPAG00000013900
anabas_testudineus ENSATEG00000000709
periophthalmus_magnuspinnatus ENSPMGG00000008201
takifugu_rubripes ENSTRUG00000019816
mola_mola ENSMMOG00000012693
hippocampus_comes ENSHCOG00000010073
gadus_morhua ENSGMOG00000013682
esox_lucius ENSELUG00000019603
pygocentrus_nattereri ENSPNAG00000020127
astyanax_mexicanus ENSAMXG00000041951
danio_rerio ENSDARG00000099752
paramormyrops_kingsleyae ENSPKIG00000006106
scleropages_formosus ENSSFOG00015023147
lepisosteus_oculatus ENSLOCG00000013959
eptatretus_burgeri ENSEBUG00000010679
