ursus_americanus ENSUAMG00000021386
ursus_maritimus ENSUMAG00000012483
neovison_vison ENSNVIG00000024403
canis_lupus ENSCAFG00020025243
vulpes_vulpes ENSVVUG00000013520
panthera_pardus ENSPPRG00000015149
panthera_tigris ENSPTIG00000014600
tursiops_truncatus ENSTTRG00000013177
sus_scrofa ENSSSCG00000031589
vicugna_pacos ENSVPAG00000008176
vicugna_pacos ENSVPAG00000002406
bos_indicus ENSBIXG00000011716
bos_indicus ENSBIXG00005022033
bos_taurus ENSBTAG00000051862
bison_bison ENSBBBG00000011304
bos_mutus ENSBMUG00000012293
felis_catus ENSFCAG00000039340
felis_catus ENSFCAG00000042316
equus_caballus ENSECAG00000035844
equus_asinus ENSEASG00005006874
pan_paniscus ENSPPAG00000035834
pan_troglodytes ENSPTRG00000046015
homo_sapiens ENSG00000075407
gorilla_gorilla ENSGGOG00000006145
pongo_abelii ENSPPYG00000002205
nomascus_leucogenys ENSNLEG00000008727
macaca_fascicularis ENSMFAG00000039253
papio_anubis ENSPANG00000032559
theropithecus_gelada ENSTGEG00000010870
macaca_mulatta ENSMMUG00000017077
macaca_nemestrina ENSMNEG00000030906
papio_anubis ENSPANG00000035416
theropithecus_gelada ENSTGEG00000010830
mandrillus_leucophaeus ENSMLEG00000034053
chlorocebus_sabaeus ENSCSAG00000011219
colobus_angolensis ENSCANG00000000578
piliocolobus_tephrosceles ENSPTEG00000017132
rhinopithecus_bieti ENSRBIG00000024596
rhinopithecus_roxellana ENSRROG00000034616
macaca_fascicularis ENSMFAG00000028579
macaca_nemestrina ENSMNEG00000000002
cercocebus_atys ENSCATG00000016920
colobus_angolensis ENSCANG00000023168
rhinopithecus_bieti ENSRBIG00000032374
saimiri_boliviensis ENSSBOG00000031854
cebus_capucinus ENSCCAG00000026128
callithrix_jacchus ENSCJAG00000000768
aotus_nancymaae ENSANAG00000021206
aotus_nancymaae ENSANAG00000020262
aotus_nancymaae ENSANAG00000024768
carlito_syrichta ENSTSYG00000012537
propithecus_coquereli ENSPCOG00000018292
prolemur_simus ENSPSMG00000022856
homo_sapiens ENSG00000283930
cavia_aperea ENSCAPG00000009145
ailuropoda_melanoleuca ENSAMEG00000001037
choloepus_hoffmanni ENSCHOG00000002076
tupaia_belangeri ENSTBEG00000005458
mustela_putorius ENSMPUG00000012709
macaca_mulatta ENSMMUG00000063852
theropithecus_gelada ENSTGEG00000011297
tupaia_belangeri ENSTBEG00000008895
sus_scrofa ENSSSCG00000043073
ovis_aries ENSOARG00000003874
ailuropoda_melanoleuca ENSAMEG00000016210
ailuropoda_melanoleuca ENSAMEG00000016832
canis_lupus ENSCAFG00020025284
neovison_vison ENSNVIG00000005682
ursus_maritimus ENSUMAG00000012450
bos_indicus ENSBIXG00000002048
bos_taurus ENSBTAG00000051838
bos_indicus ENSBIXG00005001123
bos_mutus ENSBMUG00000013964
bison_bison ENSBBBG00000019160
felis_catus ENSFCAG00000052669
ailuropoda_melanoleuca ENSAMEG00000011991
ailuropoda_melanoleuca ENSAMEG00000007518
canis_lupus ENSCAFG00000043983
felis_catus ENSFCAG00000049075
equus_caballus ENSECAG00000010279
castor_canadensis ENSCCNG00000013110
loxodonta_africana ENSLAFG00000002857
choloepus_hoffmanni ENSCHOG00000009134
