scleropages_formosus ENSSFOG00015020985
paramormyrops_kingsleyae ENSPKIG00000015589
hucho_hucho ENSHHUG00000035261
hucho_hucho ENSHHUG00000020988
esox_lucius ENSELUG00000015022
gadus_morhua ENSGMOG00000018955
gadus_morhua ENSGMOG00000011291
tetraodon_nigroviridis ENSTNIG00000010328
takifugu_rubripes ENSTRUG00000003528
betta_splendens ENSBSLG00000008042
cynoglossus_semilaevis ENSCSEG00000017201
cottoperca_gobio ENSCGOG00000001289
mola_mola ENSMMOG00000012197
anabas_testudineus ENSATEG00000005923
monopterus_albus ENSMALG00000000117
seriola_lalandi ENSSLDG00000015596
seriola_dumerili ENSSDUG00000001700
lates_calcarifer ENSLCAG00010005648
lates_calcarifer ENSLCAG00010019153
lates_calcarifer ENSLCAG00010012424
lates_calcarifer ENSLCAG00010008975
amphiprion_percula ENSAPEG00000020356
amphiprion_ocellaris ENSAOCG00000002197
acanthochromis_polyacanthus ENSAPOG00000020546
stegastes_partitus ENSSPAG00000009754
scophthalmus_maximus ENSSMAG00000013162
larimichthys_crocea ENSLCRG00005015238
gasterosteus_aculeatus ENSGACG00000017867
cyprinodon_variegatus ENSCVAG00000007571
fundulus_heteroclitus ENSFHEG00000012126
xiphophorus_couchianus ENSXCOG00000007037
xiphophorus_maculatus ENSXMAG00000021119
gambusia_affinis ENSGAFG00000007011
poecilia_mexicana ENSPMEG00000009128
poecilia_formosa ENSPFOG00000010261
poecilia_latipinna ENSPLAG00000005977
poecilia_reticulata ENSPREG00000020198
kryptolebias_marmoratus ENSKMAG00000002305
oryzias_latipes ENSORLG00000025521
oryzias_latipes ENSORLG00020002758
oryzias_latipes ENSORLG00015015770
oryzias_melastigma ENSOMEG00000003505
gouania_willdenowi ENSGWIG00000021615
haplochromis_burtoni ENSHBUG00000013082
maylandia_zebra ENSMZEG00005014107
pundamilia_nyererei ENSPNYG00000015975
astatotilapia_calliptera ENSACLG00000001237
neolamprologus_brichardi ENSNBRG00000002702
oreochromis_niloticus ENSONIG00000012725
amphilophus_citrinellus ENSACIG00000018189
parambassis_ranga ENSPRNG00000011199
mastacembelus_armatus ENSMAMG00000022852
labrus_bergylta ENSLBEG00000012368
hippocampus_comes ENSHCOG00000010424
periophthalmus_magnuspinnatus ENSPMGG00000005038
denticeps_clupeoides ENSDCDG00000000191
clupea_harengus ENSCHAG00000015976
astyanax_mexicanus ENSAMXG00000032740
astyanax_mexicanus ENSAMXG00005001026
pygocentrus_nattereri ENSPNAG00000018175
ictalurus_punctatus ENSIPUG00000007787
electrophorus_electricus ENSEEEG00000011146
danio_rerio ENSDARG00000087762
cynoglossus_semilaevis ENSCSEG00000018974
cynoglossus_semilaevis ENSCSEG00000013912
scophthalmus_maximus ENSSMAG00000008195
monopterus_albus ENSMALG00000003590
oryzias_latipes ENSORLG00000000417
oryzias_latipes ENSORLG00015004229
oryzias_latipes ENSORLG00020012550
oryzias_melastigma ENSOMEG00000011093
gouania_willdenowi ENSGWIG00000023553
seriola_lalandi ENSSLDG00000004941
seriola_lalandi ENSSLDG00000006548
seriola_lalandi ENSSLDG00000018857
seriola_dumerili ENSSDUG00000022347
labrus_bergylta ENSLBEG00000026434
xiphophorus_maculatus ENSXMAG00000003211
