pan_troglodytes ENSPTRG00000003217
pan_paniscus ENSPPAG00000028144
gorilla_gorilla ENSGGOG00000028314
homo_sapiens ENSG00000171987
macaca_nemestrina ENSMNEG00000044134
macaca_fascicularis ENSMFAG00000002121
macaca_mulatta ENSMMUG00000044493
papio_anubis ENSPANG00000004791
cercocebus_atys ENSCATG00000038847
mandrillus_leucophaeus ENSMLEG00000029938
rhinopithecus_bieti ENSRBIG00000039679
rhinopithecus_roxellana ENSRROG00000031821
chlorocebus_sabaeus ENSCSAG00000004253
vicugna_pacos ENSVPAG00000005404
