anser_brachyrhynchus ENSABRG00000001577
anas_platyrhynchos ENSAPLG00000014474
gallus_gallus ENSGALG00000005687
meleagris_gallopavo ENSMGAG00000006985
coturnix_japonica ENSCJPG00005018834
numida_meleagris ENSNMEG00000002802
calidris_pygmaea ENSCPGG00000015541
calidris_pugnax ENSCPUG00000013609
melopsittacus_undulatus ENSMUNG00000013718
parus_major ENSPMJG00000015524
cyanistes_caeruleus ENSCCEG00000015513
ficedula_albicollis ENSFALG00000007305
junco_hyemalis ENSJHYG00000017996
zonotrichia_albicollis ENSZALG00000012918
serinus_canaria ENSSCAG00000017240
lonchura_striata ENSLSDG00000003410
taeniopygia_guttata ENSTGUG00000007606
manacus_vitellinus ENSMVIG00005016802
lepidothrix_coronata ENSLCOG00000004965
apteryx_owenii ENSAOWG00000009079
apteryx_rowi ENSARWG00000004926
apteryx_haastii ENSAHAG00000003207
dromaius_novaehollandiae ENSDNVG00000003572
nothoprocta_perdicaria ENSNPEG00000012182
crocodylus_porosus ENSCPRG00005000790
gopherus_agassizii ENSGAGG00000020694
chelonoidis_abingdonii ENSCABG00000006669
chrysemys_picta ENSCPBG00000020455
pelodiscus_sinensis ENSPSIG00000008455
sphenodon_punctatus ENSSPUG00000014547
salvator_merianae ENSSMRG00000001529
phascolarctos_cinereus ENSPCIG00000028992
vombatus_ursinus ENSVURG00010001585
notamacropus_eugenii ENSMEUG00000013715
monodelphis_domestica ENSMODG00000011276
sarcophilus_harrisii ENSSHAG00000018836
chinchilla_lanigera ENSCLAG00000001551
octodon_degus ENSODEG00000007262
cavia_aperea ENSCAPG00000017039
cavia_porcellus ENSCPOG00000032492
heterocephalus_glaber ENSHGLG00000002956
heterocephalus_glaber ENSHGLG00100011403
fukomys_damarensis ENSFDAG00000018505
ochotona_princeps ENSOPRG00000006597
homo_sapiens ENSG00000107874
gorilla_gorilla ENSGGOG00000006994
pan_paniscus ENSPPAG00000013700
pan_troglodytes ENSPTRG00000002891
pongo_abelii ENSPPYG00000002602
nomascus_leucogenys ENSNLEG00000027134
papio_anubis ENSPANG00000020984
theropithecus_gelada ENSTGEG00000020646
cercocebus_atys ENSCATG00000043008
macaca_nemestrina ENSMNEG00000041547
macaca_fascicularis ENSMFAG00000035328
mandrillus_leucophaeus ENSMLEG00000033705
chlorocebus_sabaeus ENSCSAG00000005434
rhinopithecus_bieti ENSRBIG00000043930
rhinopithecus_roxellana ENSRROG00000044234
piliocolobus_tephrosceles ENSPTEG00000002950
colobus_angolensis ENSCANG00000029531
callithrix_jacchus ENSCJAG00000065966
saimiri_boliviensis ENSSBOG00000033427
aotus_nancymaae ENSANAG00000038457
cebus_capucinus ENSCCAG00000031794
macaca_mulatta ENSMMUG00000055748
macaca_mulatta ENSMMUG00000003000
carlito_syrichta ENSTSYG00000035705
prolemur_simus ENSPSMG00000011742
propithecus_coquereli ENSPCOG00000028615
microcebus_murinus ENSMICG00000043889
otolemur_garnettii ENSOGAG00000016405
mus_musculus ENSMUSG00000036748
mus_spretus MGP_SPRETEiJ_G0023955
mus_spicilegus ENSMSIG00000011362
mus_caroli MGP_CAROLIEiJ_G0023034
mus_pahari MGP_PahariEiJ_G0014524
rattus_norvegicus ENSRNOG00000019574
meriones_unguiculatus ENSMUGG00000015397
cricetulus_griseus ENSCGRG00001022970
cricetulus_griseus ENSCGRG00015021017
cricetulus_griseus ENSCGRG00000014227
mesocricetus_auratus ENSMAUG00000015254
microtus_ochrogaster ENSMOCG00000001067
peromyscus_maniculatus ENSPEMG00000012762
nannospalax_galili ENSNGAG00000021332
jaculus_jaculus ENSJJAG00000019898
castor_canadensis ENSCCNG00000015754
dipodomys_ordii ENSDORG00000013412
spermophilus_dauricus ENSSDAG00000022046
urocitellus_parryii ENSUPAG00010020611
ictidomys_tridecemlineatus ENSSTOG00000022008
marmota_marmota ENSMMMG00000023329
oryctolagus_cuniculus ENSOCUG00000023995
tupaia_belangeri ENSTBEG00000005918
myotis_lucifugus ENSMLUG00000006328
pteropus_vampyrus ENSPVAG00000011284
ursus_americanus ENSUAMG00000008322
ursus_maritimus ENSUMAG00000023434
ailuropoda_melanoleuca ENSAMEG00000017783
neovison_vison ENSNVIG00000017446
mustela_putorius ENSMPUG00000016874
canis_lupus ENSCAFG00000010189
canis_lupus ENSCAFG00020010222
vulpes_vulpes ENSVVUG00000003580
panthera_tigris ENSPTIG00000018568
panthera_pardus ENSPPRG00000012133
felis_catus ENSFCAG00000001245
mustela_putorius ENSMPUG00000001701
equus_caballus ENSECAG00000018237
equus_asinus ENSEASG00005015234
bos_indicus ENSBIXG00005012994
bos_indicus ENSBIXG00000012181
bos_taurus ENSBTAG00000002501
bos_mutus ENSBMUG00000001561
bison_bison ENSBBBG00000022416
ovis_aries ENSOARG00000000897
capra_hircus ENSCHIG00000010950
sus_scrofa ENSSSCG00000033359
procavia_capensis ENSPCAG00000011861
loxodonta_africana ENSLAFG00000006828
dasypus_novemcinctus ENSDNOG00000041757
ornithorhynchus_anatinus ENSOANG00000001988
xenopus_tropicalis ENSXETG00000020089
latimeria_chalumnae ENSLACG00000016994
denticeps_clupeoides ENSDCDG00000030448
clupea_harengus ENSCHAG00000002229
astyanax_mexicanus ENSAMXG00005022559
astyanax_mexicanus ENSAMXG00000029797
pygocentrus_nattereri ENSPNAG00000000648
electrophorus_electricus ENSEEEG00000000817
ictalurus_punctatus ENSIPUG00000024642
danio_rerio ENSDARG00000039365
takifugu_rubripes ENSTRUG00000008743
tetraodon_nigroviridis ENSTNIG00000008643
hippocampus_comes ENSHCOG00000003129
xiphophorus_couchianus ENSXCOG00000013262
periophthalmus_magnuspinnatus ENSPMGG00000015581
cynoglossus_semilaevis ENSCSEG00000004782
mastacembelus_armatus ENSMAMG00000021348
monopterus_albus ENSMALG00000005512
anabas_testudineus ENSATEG00000003316
seriola_lalandi ENSSLDG00000025567
seriola_dumerili ENSSDUG00000010628
lates_calcarifer ENSLCAG00010023141
lates_calcarifer ENSLCAG00010016131
fundulus_heteroclitus ENSFHEG00000022027
cyprinodon_variegatus ENSCVAG00000015025
xiphophorus_maculatus ENSXMAG00000003056
gambusia_affinis ENSGAFG00000009558
poecilia_formosa ENSPFOG00000013353
poecilia_mexicana ENSPMEG00000005997
poecilia_latipinna ENSPLAG00000009178
poecilia_reticulata ENSPREG00000017439
kryptolebias_marmoratus ENSKMAG00000017577
oryzias_latipes ENSORLG00020005182
oryzias_latipes ENSORLG00000006871
oryzias_latipes ENSORLG00015010416
oryzias_melastigma ENSOMEG00000004791
stegastes_partitus ENSSPAG00000009359
cottoperca_gobio ENSCGOG00000001587
labrus_bergylta ENSLBEG00000000740
mola_mola ENSMMOG00000010377
gasterosteus_aculeatus ENSGACG00000008425
parambassis_ranga ENSPRNG00000019858
amphilophus_citrinellus ENSACIG00000020148
amphiprion_ocellaris ENSAOCG00000021836
amphiprion_percula ENSAPEG00000011760
acanthochromis_polyacanthus ENSAPOG00000017538
haplochromis_burtoni ENSHBUG00000021442
pundamilia_nyererei ENSPNYG00000011804
astatotilapia_calliptera ENSACLG00000012762
maylandia_zebra ENSMZEG00005027619
oreochromis_niloticus ENSONIG00000018497
neolamprologus_brichardi ENSNBRG00000019041
larimichthys_crocea ENSLCRG00005017546
scophthalmus_maximus ENSSMAG00000000916
betta_splendens ENSBSLG00000025000
gouania_willdenowi ENSGWIG00000022206
gadus_morhua ENSGMOG00000012564
hucho_hucho ENSHHUG00000052461
hucho_hucho ENSHHUG00000045051
esox_lucius ENSELUG00000004885
paramormyrops_kingsleyae ENSPKIG00000018810
scleropages_formosus ENSSFOG00015006424
lepisosteus_oculatus ENSLOCG00000005475
erpetoichthys_calabaricus ENSECRG00000015971
callorhinchus_milii ENSCMIG00000009870
drosophila_melanogaster FBgn0037556
