ursus_maritimus ENSUMAG00000020281
ursus_americanus ENSUAMG00000006686
ailuropoda_melanoleuca ENSAMEG00000017174
mustela_putorius_furo ENSMPUG00000005332
neovison_vison ENSNVIG00000010773
canis_lupus_familiaris ENSCAFG00000020391
canis_lupus_dingo ENSCAFG00020018024
vulpes_vulpes ENSVVUG00000011116
panthera_tigris_altaica ENSPTIG00000004063
panthera_pardus ENSPPRG00000009977
felis_catus ENSFCAG00000003806
capra_hircus ENSCHIG00000019303
ovis_aries ENSOARG00000002620
bos_mutus ENSBMUG00000004631
bos_taurus ENSBTAG00000005093
bison_bison_bison ENSBBBG00000014778
sus_scrofa ENSSSCG00000035810
erinaceus_europaeus ENSEEUG00000009266
sorex_araneus ENSSARG00000011780
nomascus_leucogenys ENSNLEG00000004181
pan_troglodytes ENSPTRG00000008209
gorilla_gorilla ENSGGOG00000008251
homo_sapiens ENSG00000172831
pan_troglodytes ENSPTRG00000051277
pan_paniscus ENSPPAG00000039720
pongo_abelii ENSPPYG00000007434
nomascus_leucogenys ENSNLEG00000030391
colobus_angolensis_palliatus ENSCANG00000034345
rhinopithecus_roxellana ENSRROG00000035237
macaca_mulatta ENSMMUG00000022825
macaca_nemestrina ENSMNEG00000032898
macaca_fascicularis ENSMFAG00000032416
papio_anubis ENSPANG00000009781
chlorocebus_sabaeus ENSCSAG00000004603
cercocebus_atys ENSCATG00000029478
mandrillus_leucophaeus ENSMLEG00000028475
rhinopithecus_roxellana ENSRROG00000043998
colobus_angolensis_palliatus ENSCANG00000033077
piliocolobus_tephrosceles ENSPTEG00000009211
piliocolobus_tephrosceles ENSPTEG00000008914
piliocolobus_tephrosceles ENSPTEG00000010345
piliocolobus_tephrosceles ENSPTEG00000010636
mandrillus_leucophaeus ENSMLEG00000029987
macaca_fascicularis ENSMFAG00000031745
theropithecus_gelada ENSTGEG00000029320
theropithecus_gelada ENSTGEG00000029321
papio_anubis ENSPANG00000033032
mandrillus_leucophaeus ENSMLEG00000039327
macaca_fascicularis ENSMFAG00000000811
chlorocebus_sabaeus ENSCSAG00000004599
rhinopithecus_bieti ENSRBIG00000028932
saimiri_boliviensis_boliviensis ENSSBOG00000023519
cebus_capucinus ENSCCAG00000037058
aotus_nancymaae ENSANAG00000038137
callithrix_jacchus ENSCJAG00000038169
carlito_syrichta ENSTSYG00000005004
microcebus_murinus ENSMICG00000028404
prolemur_simus ENSPSMG00000002396
propithecus_coquereli ENSPCOG00000025945
otolemur_garnettii ENSOGAG00000006597
jaculus_jaculus ENSJJAG00000012198
jaculus_jaculus ENSJJAG00000007124
peromyscus_maniculatus_bairdii ENSPEMG00000028589
peromyscus_maniculatus_bairdii ENSPEMG00000024381
peromyscus_maniculatus_bairdii ENSPEMG00000029116
cricetulus_griseus_crigri ENSCGRG00000000509
cricetulus_griseus_crigri-picr ENSCGRG00015004541
cricetulus_griseus_chok1gshd ENSCGRG00001019835
meriones_unguiculatus ENSMUGG00000014981
castor_canadensis ENSCCNG00000013443
cricetulus_griseus_crigri ENSCGRG00000000735
cricetulus_griseus_chok1gshd ENSCGRG00001023717
cricetulus_griseus_crigri-picr ENSCGRG00015004783
cricetulus_griseus_chok1gshd ENSCGRG00001009635
cricetulus_griseus_crigri ENSCGRG00000002265
cricetulus_griseus_crigri-picr ENSCGRG00015005133
cricetulus_griseus_chok1gshd ENSCGRG00001012927
cricetulus_griseus_crigri-picr ENSCGRG00015005017
cricetulus_griseus_crigri ENSCGRG00000000331
mesocricetus_auratus ENSMAUG00000003374
cricetulus_griseus_chok1gshd ENSCGRG00001025021
cricetulus_griseus_crigri ENSCGRG00000003811
cricetulus_griseus_crigri-picr ENSCGRG00015004708
cricetulus_griseus_crigri ENSCGRG00000000866
cricetulus_griseus_chok1gshd ENSCGRG00001022881
cricetulus_griseus_crigri-picr ENSCGRG00015004568
mesocricetus_auratus ENSMAUG00000018660
microtus_ochrogaster ENSMOCG00000003082
peromyscus_maniculatus_bairdii ENSPEMG00000029309
peromyscus_maniculatus_bairdii ENSPEMG00000027422
peromyscus_maniculatus_bairdii ENSPEMG00000016151
rattus_norvegicus ENSRNOG00000011330
rattus_norvegicus ENSRNOG00000012034
rattus_norvegicus ENSRNOG00000029744
mus_spicilegus ENSMSIG00000008230
mus_spicilegus ENSMSIG00000023192
mus_musculus ENSMUSG00000055730
rattus_norvegicus ENSRNOG00000011635
meriones_unguiculatus ENSMUGG00000014962
cricetulus_griseus_chok1gshd ENSCGRG00001025032
cricetulus_griseus_crigri ENSCGRG00000000828
cricetulus_griseus_crigri-picr ENSCGRG00015005326
mesocricetus_auratus ENSMAUG00000014921
microtus_ochrogaster ENSMOCG00000000201
peromyscus_maniculatus_bairdii ENSPEMG00000005595
peromyscus_maniculatus_bairdii ENSPEMG00000006982
meriones_unguiculatus ENSMUGG00000007437
meriones_unguiculatus ENSMUGG00000007541
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032575
mus_musculus ENSMUSG00000031886
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031457
mus_pahari MGP_PahariEiJ_G0023057
rattus_norvegicus ENSRNOG00000048823
mus_spicilegus ENSMSIG00000000701
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032576
mus_musculus ENSMUSG00000062826
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031458
mus_pahari MGP_PahariEiJ_G0023058
meriones_unguiculatus ENSMUGG00000015963
peromyscus_maniculatus_bairdii ENSPEMG00000010068
microtus_ochrogaster ENSMOCG00000002668
cricetulus_griseus_chok1gshd ENSCGRG00001020935
cricetulus_griseus_crigri-picr ENSCGRG00015005393
cricetulus_griseus_crigri ENSCGRG00000001838
mus_pahari MGP_PahariEiJ_G0023054
mus_pahari MGP_PahariEiJ_G0023055
mus_musculus ENSMUSG00000050097
rattus_norvegicus ENSRNOG00000048039
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031456
mus_spicilegus ENSMSIG00000008296
mus_musculus ENSMUSG00000061825
mus_spicilegus ENSMSIG00000008332
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032574
mus_pahari MGP_PahariEiJ_G0023056
rattus_norvegicus ENSRNOG00000036571
mus_spicilegus ENSMSIG00000008094
rattus_norvegicus ENSRNOG00000052151
meriones_unguiculatus ENSMUGG00000014938
meriones_unguiculatus ENSMUGG00000014918
meriones_unguiculatus ENSMUGG00000001924
peromyscus_maniculatus_bairdii ENSPEMG00000026049
peromyscus_maniculatus_bairdii ENSPEMG00000024290
peromyscus_maniculatus_bairdii ENSPEMG00000027421
peromyscus_maniculatus_bairdii ENSPEMG00000025734
peromyscus_maniculatus_bairdii ENSPEMG00000023580
peromyscus_maniculatus_bairdii ENSPEMG00000024673
cricetulus_griseus_chok1gshd ENSCGRG00001009450
cricetulus_griseus_crigri ENSCGRG00000002037
cricetulus_griseus_crigri ENSCGRG00000001911
cricetulus_griseus_chok1gshd ENSCGRG00001024666
mesocricetus_auratus ENSMAUG00000019173
mesocricetus_auratus ENSMAUG00000013763
mesocricetus_auratus ENSMAUG00000014101
cricetulus_griseus_chok1gshd ENSCGRG00001011776
cricetulus_griseus_crigri ENSCGRG00000002344
cricetulus_griseus_crigri-picr ENSCGRG00015005230
mesocricetus_auratus ENSMAUG00000018177
microtus_ochrogaster ENSMOCG00000020056
peromyscus_maniculatus_bairdii ENSPEMG00000024621
mus_spicilegus ENSMSIG00000000488
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032577
mus_musculus ENSMUSG00000031877
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031459
mus_pahari MGP_PahariEiJ_G0023059
rattus_norvegicus ENSRNOG00000013808
meriones_unguiculatus ENSMUGG00000016105
peromyscus_maniculatus_bairdii ENSPEMG00000028995
peromyscus_maniculatus_bairdii ENSPEMG00000027583
cricetulus_griseus_crigri-picr ENSCGRG00015005487
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031460
mus_spicilegus ENSMSIG00000000159
nannospalax_galili ENSNGAG00000013659
nannospalax_galili ENSNGAG00000013675
nannospalax_galili ENSNGAG00000015448
cricetulus_griseus_chok1gshd ENSCGRG00001019809
cricetulus_griseus_crigri ENSCGRG00000016773
cricetulus_griseus_crigri-picr ENSCGRG00015006044
jaculus_jaculus ENSJJAG00000020315
castor_canadensis ENSCCNG00000018293
castor_canadensis ENSCCNG00000003730
castor_canadensis ENSCCNG00000002266
castor_canadensis ENSCCNG00000012718
castor_canadensis ENSCCNG00000001128
castor_canadensis ENSCCNG00000018280
octodon_degus ENSODEG00000016240
octodon_degus ENSODEG00000016915
cavia_porcellus ENSCPOG00000034731
fukomys_damarensis ENSFDAG00000002441
fukomys_damarensis ENSFDAG00000010031
fukomys_damarensis ENSFDAG00000013389
fukomys_damarensis ENSFDAG00000005549
heterocephalus_glaber_female ENSHGLG00000018583
heterocephalus_glaber_male ENSHGLG00100000628
heterocephalus_glaber_male ENSHGLG00100008731
heterocephalus_glaber_male ENSHGLG00100001373
heterocephalus_glaber_female ENSHGLG00000014852
heterocephalus_glaber_female ENSHGLG00000014325
heterocephalus_glaber_male ENSHGLG00100000825
cavia_porcellus ENSCPOG00000034407
cavia_porcellus ENSCPOG00000005610
cavia_aperea ENSCAPG00000013824
octodon_degus ENSODEG00000017576
octodon_degus ENSODEG00000015554
octodon_degus ENSODEG00000015656
chinchilla_lanigera ENSCLAG00000004482
cavia_porcellus ENSCPOG00000039038
heterocephalus_glaber_male ENSHGLG00100001575
