chrysemys_picta_bellii ENSCPBG00000021150
chelonoidis_abingdonii ENSCABG00000004806
anas_platyrhynchos_platyrhynchos ENSAPLG00000006553
nothoprocta_perdicaria ENSNPEG00000013552
salvator_merianae ENSSMRG00000007824
spermophilus_dauricus ENSSDAG00000010222
spermophilus_dauricus ENSSDAG00000010213
urocitellus_parryii ENSUPAG00010008892
ictidomys_tridecemlineatus ENSSTOG00000029752
prolemur_simus ENSPSMG00000018931
bos_taurus ENSBTAG00000051781
bos_mutus ENSBMUG00000000248
bison_bison_bison ENSBBBG00000014672
equus_asinus_asinus ENSEASG00005009918
ursus_maritimus ENSUMAG00000023182
neovison_vison ENSNVIG00000020308
acanthochromis_polyacanthus ENSAPOG00000010580
acanthochromis_polyacanthus ENSAPOG00000004579
kryptolebias_marmoratus ENSKMAG00000001349
hippocampus_comes ENSHCOG00000014710
takifugu_rubripes ENSTRUG00000023790
