anser_brachyrhynchus ENSABRG00000014591
anas_platyrhynchos_platyrhynchos ENSAPLG00000002491
calidris_pygmaea ENSCPGG00000011381
calidris_pugnax ENSCPUG00000013046
meleagris_gallopavo ENSMGAG00000000708
coturnix_japonica ENSCJPG00005007333
gallus_gallus ENSGALG00000037479
numida_meleagris ENSNMEG00000001360
melopsittacus_undulatus ENSMUNG00000012310
lepidothrix_coronata ENSLCOG00000005375
manacus_vitellinus ENSMVIG00005006336
taeniopygia_guttata ENSTGUG00000016591
serinus_canaria ENSSCAG00000005764
cyanistes_caeruleus ENSCCEG00000013964
lonchura_striata_domestica ENSLSDG00000002250
ficedula_albicollis ENSFALG00000003027
junco_hyemalis ENSJHYG00000013483
apteryx_haastii ENSAHAG00000005417
apteryx_owenii ENSAOWG00000012672
apteryx_rowi ENSARWG00000014719
nothoprocta_perdicaria ENSNPEG00000010193
dromaius_novaehollandiae ENSDNVG00000015567
parus_major ENSPMJG00000009876
loxodonta_africana ENSLAFG00000022006
procavia_capensis ENSPCAG00000004214
echinops_telfairi ENSETEG00000001822
dasypus_novemcinctus ENSDNOG00000036365
ursus_maritimus ENSUMAG00000020622
ursus_americanus ENSUAMG00000011670
ailuropoda_melanoleuca ENSAMEG00000017076
mustela_putorius_furo ENSMPUG00000016203
neovison_vison ENSNVIG00000014393
canis_lupus_familiaris ENSCAFG00000015595
canis_lupus_dingo ENSCAFG00020005594
vulpes_vulpes ENSVVUG00000029117
panthera_pardus ENSPPRG00000006049
panthera_tigris_altaica ENSPTIG00000011223
felis_catus ENSFCAG00000009427
pteropus_vampyrus ENSPVAG00000002512
tursiops_truncatus ENSTTRG00000011643
sus_scrofa ENSSSCG00000020992
vicugna_pacos ENSVPAG00000011293
equus_asinus_asinus ENSEASG00005015717
capra_hircus ENSCHIG00000021661
ovis_aries ENSOARG00000010708
bos_mutus ENSBMUG00000020430
bos_taurus ENSBTAG00000019172
bison_bison_bison ENSBBBG00000016696
sorex_araneus ENSSARG00000002716
myotis_lucifugus ENSMLUG00000012461
equus_caballus ENSECAG00000023613
mus_spicilegus ENSMSIG00000012681
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027700
mus_musculus ENSMUSG00000040972
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026720
mus_pahari MGP_PahariEiJ_G0029051
rattus_norvegicus ENSRNOG00000049959
meriones_unguiculatus ENSMUGG00000013640
peromyscus_maniculatus_bairdii ENSPEMG00000010204
