notechis_scutatus ENSNSUG00000000386
anolis_carolinensis ENSACAG00000012728
salvator_merianae ENSSMRG00000014023
pogona_vitticeps ENSPVIG00000000346
pogona_vitticeps ENSPVIG00000007452
sphenodon_punctatus ENSSPUG00000009251
apteryx_owenii ENSAOWG00000013765
apteryx_rowi ENSARWG00000014775
apteryx_haastii ENSAHAG00000005972
dromaius_novaehollandiae ENSDNVG00000006570
nothoprocta_perdicaria ENSNPEG00000016189
anser_brachyrhynchus ENSABRG00000002154
anas_platyrhynchos_platyrhynchos ENSAPLG00000022464
calidris_pugnax ENSCPUG00000009544
calidris_pygmaea ENSCPGG00000017679
lonchura_striata_domestica ENSLSDG00000001301
taeniopygia_guttata ENSTGUG00000003406
junco_hyemalis ENSJHYG00000017931
lepidothrix_coronata ENSLCOG00000007461
ficedula_albicollis ENSFALG00000004697
serinus_canaria ENSSCAG00000013197
manacus_vitellinus ENSMVIG00005006167
parus_major ENSPMJG00000008341
melopsittacus_undulatus ENSMUNG00000004905
crocodylus_porosus ENSCPRG00005002175
chelonoidis_abingdonii ENSCABG00000009443
gopherus_agassizii ENSGAGG00000021538
loxodonta_africana ENSLAFG00000030993
procavia_capensis ENSPCAG00000015858
echinops_telfairi ENSETEG00000005686
erinaceus_europaeus ENSEEUG00000003459
erinaceus_europaeus ENSEEUG00000012185
canis_lupus_dingo ENSCAFG00020023028
carlito_syrichta ENSTSYG00000026251
mandrillus_leucophaeus ENSMLEG00000015818
castor_canadensis ENSCCNG00000016019
bison_bison_bison ENSBBBG00000025176
bos_mutus ENSBMUG00000024093
bos_taurus ENSBTAG00000002735
ovis_aries ENSOARG00000012615
capra_hircus ENSCHIG00000018275
tursiops_truncatus ENSTTRG00000009231
sus_scrofa ENSSSCG00000032188
canis_lupus_dingo ENSCAFG00020009059
vulpes_vulpes ENSVVUG00000013304
neovison_vison ENSNVIG00000015288
mustela_putorius_furo ENSMPUG00000015990
ailuropoda_melanoleuca ENSAMEG00000007220
ursus_americanus ENSUAMG00000019741
ursus_maritimus ENSUMAG00000021096
canis_lupus_familiaris ENSCAFG00000019655
panthera_pardus ENSPPRG00000004871
panthera_tigris_altaica ENSPTIG00000019030
felis_catus ENSFCAG00000042264
pteropus_vampyrus ENSPVAG00000000565
equus_asinus_asinus ENSEASG00005018218
sorex_araneus ENSSARG00000010789
prolemur_simus ENSPSMG00000022306
microcebus_murinus ENSMICG00000017041
propithecus_coquereli ENSPCOG00000013915
otolemur_garnettii ENSOGAG00000005404
macaca_fascicularis ENSMFAG00000031552
macaca_nemestrina ENSMNEG00000036866
macaca_mulatta ENSMMUG00000021968
cercocebus_atys ENSCATG00000031519
papio_anubis ENSPANG00000006973
theropithecus_gelada ENSTGEG00000007593
chlorocebus_sabaeus ENSCSAG00000012653
colobus_angolensis_palliatus ENSCANG00000041485
piliocolobus_tephrosceles ENSPTEG00000004631
rhinopithecus_bieti ENSRBIG00000028993
rhinopithecus_roxellana ENSRROG00000031672
pan_paniscus ENSPPAG00000036892
cebus_capucinus ENSCCAG00000027256
saimiri_boliviensis_boliviensis ENSSBOG00000023027
callithrix_jacchus ENSCJAG00000011974
aotus_nancymaae ENSANAG00000033480
octodon_degus ENSODEG00000015638
cavia_porcellus ENSCPOG00000002381
chinchilla_lanigera ENSCLAG00000015007
heterocephalus_glaber_male ENSHGLG00100008846
heterocephalus_glaber_female ENSHGLG00000006283
fukomys_damarensis ENSFDAG00000011059
dipodomys_ordii ENSDORG00000002027
marmota_marmota_marmota ENSMMMG00000018368
urocitellus_parryii ENSUPAG00010013339
ictidomys_tridecemlineatus ENSSTOG00000003850
spermophilus_dauricus ENSSDAG00000018914
cricetulus_griseus_crigri-picr ENSCGRG00015018465
cricetulus_griseus_chok1gshd ENSCGRG00001017659
cricetulus_griseus_crigri ENSCGRG00000013575
mesocricetus_auratus ENSMAUG00000012843
peromyscus_maniculatus_bairdii ENSPEMG00000015652
peromyscus_maniculatus_bairdii ENSPEMG00000015406
microtus_ochrogaster ENSMOCG00000021553
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022172
mus_spicilegus ENSMSIG00000013356
mus_musculus ENSMUSG00000025731
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021261
mus_pahari MGP_PahariEiJ_G0023579
rattus_norvegicus ENSRNOG00000021615
meriones_unguiculatus ENSMUGG00000014702
nannospalax_galili ENSNGAG00000001516
jaculus_jaculus ENSJJAG00000017299
myotis_lucifugus ENSMLUG00000007016
gorilla_gorilla ENSGGOG00000007901
homo_sapiens ENSG00000130731
pongo_abelii ENSPPYG00000006916
nomascus_leucogenys ENSNLEG00000008112
pan_troglodytes ENSPTRG00000007547
ochotona_princeps ENSOPRG00000012901
equus_caballus ENSECAG00000039989
dasypus_novemcinctus ENSDNOG00000035264
chrysemys_picta_bellii ENSCPBG00000024940
phascolarctos_cinereus ENSPCIG00000007004
notamacropus_eugenii ENSMEUG00000009454
monodelphis_domestica ENSMODG00000016707
xenopus_tropicalis ENSXETG00000020260
latimeria_chalumnae ENSLACG00000014217
scleropages_formosus ENSSFOG00015010336
paramormyrops_kingsleyae ENSPKIG00000010115
cynoglossus_semilaevis ENSCSEG00000010677
scophthalmus_maximus ENSSMAG00000006711
oryzias_latipes ENSORLG00020022236
oryzias_latipes ENSORLG00000013070
oryzias_latipes_asm223469v1 ENSORLG00015022895
oryzias_melastigma ENSOMEG00000010721
mastacembelus_armatus ENSMAMG00000009450
monopterus_albus ENSMALG00000003598
anabas_testudineus ENSATEG00000021134
seriola_dumerili ENSSDUG00000021237
seriola_lalandi_dorsalis ENSSLDG00000010086
labrus_bergylta ENSLBEG00000010279
gasterosteus_aculeatus ENSGACG00000019235
takifugu_rubripes ENSTRUG00000014087
tetraodon_nigroviridis ENSTNIG00000012080
mola_mola ENSMMOG00000007547
amphiprion_percula ENSAPEG00000020105
amphiprion_ocellaris ENSAOCG00000015462
acanthochromis_polyacanthus ENSAPOG00000018037
acanthochromis_polyacanthus ENSAPOG00000018433
acanthochromis_polyacanthus ENSAPOG00000015790
stegastes_partitus ENSSPAG00000017695
haplochromis_burtoni ENSHBUG00000020388
pundamilia_nyererei ENSPNYG00000004134
astatotilapia_calliptera ENSACLG00000018017
maylandia_zebra ENSMZEG00005009103
neolamprologus_brichardi ENSNBRG00000021467
oreochromis_niloticus ENSONIG00000018848
amphilophus_citrinellus ENSACIG00000006328
xiphophorus_maculatus ENSXMAG00000028408
xiphophorus_couchianus ENSXCOG00000012402
gambusia_affinis ENSGAFG00000012898
poecilia_formosa ENSPFOG00000006434
poecilia_latipinna ENSPLAG00000014038
poecilia_mexicana ENSPMEG00000017845
poecilia_reticulata ENSPREG00000000481
cyprinodon_variegatus ENSCVAG00000018983
fundulus_heteroclitus ENSFHEG00000022695
kryptolebias_marmoratus ENSKMAG00000021245
hippocampus_comes ENSHCOG00000016110
periophthalmus_magnuspinnatus ENSPMGG00000007299
gadus_morhua ENSGMOG00000004570
esox_lucius ENSELUG00000003271
danio_rerio ENSDARG00000027461
lepisosteus_oculatus ENSLOCG00000006910
chelonoidis_abingdonii ENSCABG00000003874
gopherus_agassizii ENSGAGG00000013177
chrysemys_picta_bellii ENSCPBG00000011475
anolis_carolinensis ENSACAG00000016832
salvator_merianae ENSSMRG00000023362
pogona_vitticeps ENSPVIG00000013930
sphenodon_punctatus ENSSPUG00000011067
latimeria_chalumnae ENSLACG00000015617
pygocentrus_nattereri ENSPNAG00000014928
astyanax_mexicanus ENSAMXG00000032843
danio_rerio ENSDARG00000038770
seriola_lalandi_dorsalis ENSSLDG00000003938
seriola_dumerili ENSSDUG00000014522
scophthalmus_maximus ENSSMAG00000001685
mastacembelus_armatus ENSMAMG00000020680
anabas_testudineus ENSATEG00000023949
amphiprion_percula ENSAPEG00000005863
amphiprion_ocellaris ENSAOCG00000003856
acanthochromis_polyacanthus ENSAPOG00000004986
stegastes_partitus ENSSPAG00000010700
kryptolebias_marmoratus ENSKMAG00000012944
maylandia_zebra ENSMZEG00005021475
maylandia_zebra ENSMZEG00005011808
astatotilapia_calliptera ENSACLG00000022973
