pteropus_vampyrus ENSPVAG00000015637
sorex_araneus ENSSARG00000010593
ursus_maritimus ENSUMAG00000022184
tursiops_truncatus ENSTTRG00000008900
sus_scrofa ENSSSCG00000017692
capra_hircus ENSCHIG00000022067
ovis_aries ENSOARG00000000046
bos_mutus ENSBMUG00000005071
bos_taurus ENSBTAG00000033562
bison_bison_bison ENSBBBG00000003130
myotis_lucifugus ENSMLUG00000014749
neovison_vison ENSNVIG00000000638
mustela_putorius_furo ENSMPUG00000015060
canis_lupus_familiaris ENSCAFG00000017853
canis_lupus_dingo ENSCAFG00020002382
vulpes_vulpes ENSVVUG00000018427
ursus_americanus ENSUAMG00000027485
ailuropoda_melanoleuca ENSAMEG00000008305
felis_catus ENSFCAG00000033399
panthera_pardus ENSPPRG00000023595
equus_asinus_asinus ENSEASG00005002117
equus_caballus ENSECAG00000001597
cavia_aperea ENSCAPG00000016824
panthera_tigris_altaica ENSPTIG00000010052
macaca_mulatta ENSMMUG00000021668
echinops_telfairi ENSETEG00000003513
pan_paniscus ENSPPAG00000040860
pan_troglodytes ENSPTRG00000009050
homo_sapiens ENSG00000273706
gorilla_gorilla ENSGGOG00000002703
pongo_abelii ENSPPYG00000008214
nomascus_leucogenys ENSNLEG00000002343
rhinopithecus_bieti ENSRBIG00000008229
rhinopithecus_roxellana ENSRROG00000028716
colobus_angolensis_palliatus ENSCANG00000021887
piliocolobus_tephrosceles ENSPTEG00000037161
macaca_fascicularis ENSMFAG00000001746
macaca_nemestrina ENSMNEG00000036471
theropithecus_gelada ENSTGEG00000018749
papio_anubis ENSPANG00000022127
cercocebus_atys ENSCATG00000035824
mandrillus_leucophaeus ENSMLEG00000030942
chlorocebus_sabaeus ENSCSAG00000006059
saimiri_boliviensis_boliviensis ENSSBOG00000025624
cebus_capucinus ENSCCAG00000035551
callithrix_jacchus ENSCJAG00000015458
aotus_nancymaae ENSANAG00000033720
carlito_syrichta ENSTSYG00000025930
propithecus_coquereli ENSPCOG00000020883
prolemur_simus ENSPSMG00000011466
microcebus_murinus ENSMICG00000046353
otolemur_garnettii ENSOGAG00000013789
dipodomys_ordii ENSDORG00000006956
castor_canadensis ENSCCNG00000014516
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017740
mus_musculus ENSMUSG00000018698
mus_spicilegus ENSMSIG00000011492
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016895
mus_pahari MGP_PahariEiJ_G0018025
rattus_norvegicus ENSRNOG00000002812
meriones_unguiculatus ENSMUGG00000006686
peromyscus_maniculatus_bairdii ENSPEMG00000024834
microtus_ochrogaster ENSMOCG00000012864
cricetulus_griseus_crigri-picr ENSCGRG00015009484
cricetulus_griseus_chok1gshd ENSCGRG00001018330
cricetulus_griseus_crigri ENSCGRG00000018166
mesocricetus_auratus ENSMAUG00000003621
nannospalax_galili ENSNGAG00000020027
jaculus_jaculus ENSJJAG00000024155
ictidomys_tridecemlineatus ENSSTOG00000022593
urocitellus_parryii ENSUPAG00010011394
spermophilus_dauricus ENSSDAG00000021228
marmota_marmota_marmota ENSMMMG00000019565
cavia_porcellus ENSCPOG00000027154
octodon_degus ENSODEG00000012895
chinchilla_lanigera ENSCLAG00000014662
heterocephalus_glaber_female ENSHGLG00000008797
heterocephalus_glaber_male ENSHGLG00100013147
fukomys_damarensis ENSFDAG00000012211
oryctolagus_cuniculus ENSOCUG00000024664
ochotona_princeps ENSOPRG00000009362
dasypus_novemcinctus ENSDNOG00000036189
choloepus_hoffmanni ENSCHOG00000007567
loxodonta_africana ENSLAFG00000006400
procavia_capensis ENSPCAG00000006272
tupaia_belangeri ENSTBEG00000007734
erinaceus_europaeus ENSEEUG00000002834
phascolarctos_cinereus ENSPCIG00000017762
sarcophilus_harrisii ENSSHAG00000010404
notamacropus_eugenii ENSMEUG00000014999
gopherus_agassizii ENSGAGG00000021470
chelonoidis_abingdonii ENSCABG00000006426
chrysemys_picta_bellii ENSCPBG00000009599
pelodiscus_sinensis ENSPSIG00000016729
apteryx_haastii ENSAHAG00000009841
apteryx_rowi ENSARWG00000015512
dromaius_novaehollandiae ENSDNVG00000000414
nothoprocta_perdicaria ENSNPEG00000010563
manacus_vitellinus ENSMVIG00005003352
cyanistes_caeruleus ENSCCEG00000001320
lonchura_striata_domestica ENSLSDG00000008786
junco_hyemalis ENSJHYG00000014834
parus_major ENSPMJG00000019848
ficedula_albicollis ENSFALG00000005291
lepidothrix_coronata ENSLCOG00000009873
serinus_canaria ENSSCAG00000011295
manacus_vitellinus ENSMVIG00005019387
melopsittacus_undulatus ENSMUNG00000004703
calidris_pygmaea ENSCPGG00000006285
calidris_pugnax ENSCPUG00000011723
anser_brachyrhynchus ENSABRG00000019545
anas_platyrhynchos_platyrhynchos ENSAPLG00000006228
numida_meleagris ENSNMEG00000009547
gallus_gallus ENSGALG00000005409
taeniopygia_guttata ENSTGUG00000008052
cyanistes_caeruleus ENSCCEG00000004315
zonotrichia_albicollis ENSZALG00000014465
meleagris_gallopavo ENSMGAG00000007924
coturnix_japonica ENSCJPG00005017780
apteryx_owenii ENSAOWG00000010650
crocodylus_porosus ENSCPRG00005010460
sphenodon_punctatus ENSSPUG00000000273
monodelphis_domestica ENSMODG00000003300
pogona_vitticeps ENSPVIG00000021071
notechis_scutatus ENSNSUG00000018561
salvator_merianae ENSSMRG00000014262
xenopus_tropicalis ENSXETG00000008963
latimeria_chalumnae ENSLACG00000018094
anolis_carolinensis ENSACAG00000002508
lepisosteus_oculatus ENSLOCG00000000357
