bos_taurus ENSBTAG00000006445
bos_mutus ENSBMUG00000016461
bison_bison_bison ENSBBBG00000007025
capra_hircus ENSCHIG00000001835
capra_hircus ENSCHIG00000000332
capra_hircus ENSCHIG00000020947
capra_hircus ENSCHIG00000016000
tursiops_truncatus ENSTTRG00000004035
vicugna_pacos ENSVPAG00000006178
homo_sapiens ENSG00000182333
gorilla_gorilla ENSGGOG00000022842
pan_paniscus ENSPPAG00000028504
pan_troglodytes ENSPTRG00000002722
pongo_abelii ENSPPYG00000002445
nomascus_leucogenys ENSNLEG00000012172
theropithecus_gelada ENSTGEG00000006852
papio_anubis ENSPANG00000021820
cercocebus_atys ENSCATG00000032982
mandrillus_leucophaeus ENSMLEG00000040919
chlorocebus_sabaeus ENSCSAG00000006905
macaca_fascicularis ENSMFAG00000035985
macaca_mulatta ENSMMUG00000023148
macaca_nemestrina ENSMNEG00000027700
colobus_angolensis_palliatus ENSCANG00000037335
piliocolobus_tephrosceles ENSPTEG00000037551
rhinopithecus_bieti ENSRBIG00000040118
rhinopithecus_roxellana ENSRROG00000045391
callithrix_jacchus ENSCJAG00000005360
saimiri_boliviensis_boliviensis ENSSBOG00000025134
cebus_capucinus ENSCCAG00000021141
aotus_nancymaae ENSANAG00000022937
carlito_syrichta ENSTSYG00000002974
microcebus_murinus ENSMICG00000014742
prolemur_simus ENSPSMG00000002855
propithecus_coquereli ENSPCOG00000027465
otolemur_garnettii ENSOGAG00000006416
oryctolagus_cuniculus ENSOCUG00000012478
ochotona_princeps ENSOPRG00000014925
ursus_maritimus ENSUMAG00000012359
ursus_americanus ENSUAMG00000005801
ailuropoda_melanoleuca ENSAMEG00000000736
neovison_vison ENSNVIG00000023963
mustela_putorius_furo ENSMPUG00000004458
canis_lupus_dingo ENSCAFG00020026084
canis_lupus_familiaris ENSCAFG00000015682
vulpes_vulpes ENSVVUG00000001325
panthera_tigris_altaica ENSPTIG00000018712
panthera_pardus ENSPPRG00000013455
felis_catus ENSFCAG00000007180
sorex_araneus ENSSARG00000014392
myotis_lucifugus ENSMLUG00000003675
erinaceus_europaeus ENSEEUG00000008063
equus_caballus ENSECAG00000028648
equus_caballus ENSECAG00000038690
equus_caballus ENSECAG00000009983
equus_asinus_asinus ENSEASG00005012364
equus_asinus_asinus ENSEASG00005012327
equus_caballus ENSECAG00000008026
tupaia_belangeri ENSTBEG00000010873
loxodonta_africana ENSLAFG00000018433
procavia_capensis ENSPCAG00000009795
echinops_telfairi ENSETEG00000001721
castor_canadensis ENSCCNG00000028607
dipodomys_ordii ENSDORG00000001617
cavia_porcellus ENSCPOG00000007339
cavia_aperea ENSCAPG00000008029
octodon_degus ENSODEG00000005106
chinchilla_lanigera ENSCLAG00000010117
heterocephalus_glaber_male ENSHGLG00100007055
heterocephalus_glaber_female ENSHGLG00000003846
fukomys_damarensis ENSFDAG00000006086
urocitellus_parryii ENSUPAG00010021379
ictidomys_tridecemlineatus ENSSTOG00000007782
spermophilus_dauricus ENSSDAG00000010901
marmota_marmota_marmota ENSMMMG00000018417
cricetulus_griseus_crigri-picr ENSCGRG00015021163
cricetulus_griseus_crigri ENSCGRG00000007860
cricetulus_griseus_crigri-picr ENSCGRG00015021189
cricetulus_griseus_crigri-picr ENSCGRG00015021292
cricetulus_griseus_chok1gshd ENSCGRG00001013062
mesocricetus_auratus ENSMAUG00000006602
microtus_ochrogaster ENSMOCG00000013237
peromyscus_maniculatus_bairdii ENSPEMG00000010733
mus_spicilegus ENSMSIG00000005278
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023802
mus_musculus ENSMUSG00000024768
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022882
mus_pahari MGP_PahariEiJ_G0014377
rattus_norvegicus ENSRNOG00000019448
nannospalax_galili ENSNGAG00000009032
jaculus_jaculus ENSJJAG00000020561
peromyscus_maniculatus_bairdii ENSPEMG00000028512
peromyscus_maniculatus_bairdii ENSPEMG00000028099
cricetulus_griseus_chok1gshd ENSCGRG00001015403
cricetulus_griseus_crigri-picr ENSCGRG00015021381
cricetulus_griseus_crigri-picr ENSCGRG00015021364
cricetulus_griseus_chok1gshd ENSCGRG00001017101
cricetulus_griseus_crigri ENSCGRG00000008375
cricetulus_griseus_chok1gshd ENSCGRG00001012347
cricetulus_griseus_crigri-picr ENSCGRG00015021275
cricetulus_griseus_crigri ENSCGRG00000011261
peromyscus_maniculatus_bairdii ENSPEMG00000008709
mus_musculus ENSMUSG00000079342
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023800
mus_pahari MGP_PahariEiJ_G0014374
nannospalax_galili ENSNGAG00000012069
jaculus_jaculus ENSJJAG00000017046
equus_caballus ENSECAG00000013917
meriones_unguiculatus ENSMUGG00000000984
phascolarctos_cinereus ENSPCIG00000029932
