bos_taurus ENSBTAG00000011445
bison_bison_bison ENSBBBG00000016972
bos_mutus ENSBMUG00000024245
capra_hircus ENSCHIG00000013918
ovis_aries ENSOARG00000011701
tursiops_truncatus ENSTTRG00000011934
sus_scrofa ENSSSCG00000005325
equus_asinus_asinus ENSEASG00005014048
equus_caballus ENSECAG00000000440
myotis_lucifugus ENSMLUG00000011695
erinaceus_europaeus ENSEEUG00000014078
piliocolobus_tephrosceles ENSPTEG00000021190
colobus_angolensis_palliatus ENSCANG00000032911
rhinopithecus_bieti ENSRBIG00000032909
rhinopithecus_roxellana ENSRROG00000033595
macaca_mulatta ENSMMUG00000031865
macaca_nemestrina ENSMNEG00000029741
macaca_fascicularis ENSMFAG00000002135
papio_anubis ENSPANG00000025485
theropithecus_gelada ENSTGEG00000006335
cercocebus_atys ENSCATG00000040477
mandrillus_leucophaeus ENSMLEG00000017750
chlorocebus_sabaeus ENSCSAG00000010650
pan_troglodytes ENSPTRG00000020924
pan_paniscus ENSPPAG00000025794
homo_sapiens ENSG00000137103
gorilla_gorilla ENSGGOG00000007705
pongo_abelii ENSPPYG00000019079
nomascus_leucogenys ENSNLEG00000003987
cebus_capucinus ENSCCAG00000026388
callithrix_jacchus ENSCJAG00000010090
saimiri_boliviensis_boliviensis ENSSBOG00000031660
aotus_nancymaae ENSANAG00000024608
carlito_syrichta ENSTSYG00000006139
propithecus_coquereli ENSPCOG00000015311
prolemur_simus ENSPSMG00000003952
microcebus_murinus ENSMICG00000002579
otolemur_garnettii ENSOGAG00000011837
mus_spicilegus ENSMSIG00000019402
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026911
mus_musculus ENSMUSG00000078716
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025950
mus_pahari MGP_PahariEiJ_G0024095
rattus_norvegicus ENSRNOG00000015664
meriones_unguiculatus ENSMUGG00000006442
cricetulus_griseus_chok1gshd ENSCGRG00001015077
cricetulus_griseus_crigri-picr ENSCGRG00015000392
cricetulus_griseus_crigri ENSCGRG00000007848
mesocricetus_auratus ENSMAUG00000018119
peromyscus_maniculatus_bairdii ENSPEMG00000017226
microtus_ochrogaster ENSMOCG00000015023
nannospalax_galili ENSNGAG00000001233
castor_canadensis ENSCCNG00000028404
dipodomys_ordii ENSDORG00000006271
jaculus_jaculus ENSJJAG00000013795
ictidomys_tridecemlineatus ENSSTOG00000007004
spermophilus_dauricus ENSSDAG00000021672
urocitellus_parryii ENSUPAG00010017633
marmota_marmota_marmota ENSMMMG00000006563
cavia_aperea ENSCAPG00000014811
cavia_porcellus ENSCPOG00000024197
chinchilla_lanigera ENSCLAG00000002381
octodon_degus ENSODEG00000014805
heterocephalus_glaber_male ENSHGLG00100008943
heterocephalus_glaber_female ENSHGLG00000019082
fukomys_damarensis ENSFDAG00000018069
oryctolagus_cuniculus ENSOCUG00000016636
ochotona_princeps ENSOPRG00000012946
ursus_maritimus ENSUMAG00000007454
pteropus_vampyrus ENSPVAG00000003030
callithrix_jacchus ENSCJAG00000045002
tupaia_belangeri ENSTBEG00000013204
vicugna_pacos ENSVPAG00000005593
sorex_araneus ENSSARG00000013400
echinops_telfairi ENSETEG00000006827
procavia_capensis ENSPCAG00000011005
ailuropoda_melanoleuca ENSAMEG00000009936
ursus_americanus ENSUAMG00000009920
neovison_vison ENSNVIG00000016974
mustela_putorius_furo ENSMPUG00000005654
canis_lupus_familiaris ENSCAFG00000002250
canis_lupus_dingo ENSCAFG00020017499
vulpes_vulpes ENSVVUG00000020172
