pygocentrus_nattereri ENSPNAG00000008385
astyanax_mexicanus ENSAMXG00000012210
ictalurus_punctatus ENSIPUG00000020168
scophthalmus_maximus ENSSMAG00000017196
cynoglossus_semilaevis ENSCSEG00000012213
labrus_bergylta ENSLBEG00000016769
monopterus_albus ENSMALG00000020753
mastacembelus_armatus ENSMAMG00000017619
seriola_dumerili ENSSDUG00000015535
mola_mola ENSMMOG00000011546
takifugu_rubripes ENSTRUG00000022073
gasterosteus_aculeatus ENSGACG00000017207
anabas_testudineus ENSATEG00000002495
xiphophorus_maculatus ENSXMAG00000022745
xiphophorus_couchianus ENSXCOG00000017199
gambusia_affinis ENSGAFG00000000277
poecilia_latipinna ENSPLAG00000008251
poecilia_mexicana ENSPMEG00000009036
poecilia_formosa ENSPFOG00000023009
fundulus_heteroclitus ENSFHEG00000000814
kryptolebias_marmoratus ENSKMAG00000002682
maylandia_zebra ENSMZEG00005023561
astatotilapia_calliptera ENSACLG00000014657
pundamilia_nyererei ENSPNYG00000017086
neolamprologus_brichardi ENSNBRG00000008513
oreochromis_niloticus ENSONIG00000009305
amphiprion_ocellaris ENSAOCG00000017004
amphiprion_percula ENSAPEG00000024680
hippocampus_comes ENSHCOG00000014229
gadus_morhua ENSGMOG00000018266
lepisosteus_oculatus ENSLOCG00000000852
xenopus_tropicalis ENSXETG00000032737
