ciona_intestinalis ENSCING00000000028
ciona_savignyi ENSCSAVG00000001770
pogona_vitticeps ENSPVIG00000009267
anolis_carolinensis ENSACAG00000015221
notechis_scutatus ENSNSUG00000019535
salvator_merianae ENSSMRG00000002431
chelonoidis_abingdonii ENSCABG00000007030
phascolarctos_cinereus ENSPCIG00000025197
notamacropus_eugenii ENSMEUG00000013840
monodelphis_domestica ENSMODG00000015656
castor_canadensis ENSCCNG00000000259
dipodomys_ordii ENSDORG00000024044
mus_spicilegus ENSMSIG00000015658
mus_musculus ENSMUSG00000059772
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031572
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030458
mus_pahari MGP_PahariEiJ_G0013668
rattus_norvegicus ENSRNOG00000019369
meriones_unguiculatus ENSMUGG00000011981
cricetulus_griseus_crigri ENSCGRG00000010969
cricetulus_griseus_crigri-picr ENSCGRG00015025654
cricetulus_griseus_chok1gshd ENSCGRG00001000182
mesocricetus_auratus ENSMAUG00000010688
microtus_ochrogaster ENSMOCG00000019374
peromyscus_maniculatus_bairdii ENSPEMG00000010496
nannospalax_galili ENSNGAG00000021200
urocitellus_parryii ENSUPAG00010009774
ictidomys_tridecemlineatus ENSSTOG00000027413
marmota_marmota_marmota ENSMMMG00000023720
spermophilus_dauricus ENSSDAG00000007726
heterocephalus_glaber_female ENSHGLG00000017703
heterocephalus_glaber_male ENSHGLG00100002055
fukomys_damarensis ENSFDAG00000010198
cavia_porcellus ENSCPOG00000025948
octodon_degus ENSODEG00000013171
oryctolagus_cuniculus ENSOCUG00000023157
pan_paniscus ENSPPAG00000010107
pan_troglodytes ENSPTRG00000033898
homo_sapiens ENSG00000181625
homo_sapiens ENSG00000132207
gorilla_gorilla ENSGGOG00000012731
nomascus_leucogenys ENSNLEG00000000962
piliocolobus_tephrosceles ENSPTEG00000023638
colobus_angolensis_palliatus ENSCANG00000012167
rhinopithecus_bieti ENSRBIG00000035307
rhinopithecus_roxellana ENSRROG00000036012
macaca_mulatta ENSMMUG00000047484
macaca_nemestrina ENSMNEG00000002226
macaca_fascicularis ENSMFAG00000002087
chlorocebus_sabaeus ENSCSAG00000006205
theropithecus_gelada ENSTGEG00000014752
cercocebus_atys ENSCATG00000040883
papio_anubis ENSPANG00000011067
mandrillus_leucophaeus ENSMLEG00000028553
saimiri_boliviensis_boliviensis ENSSBOG00000019944
saimiri_boliviensis_boliviensis ENSSBOG00000029464
cebus_capucinus ENSCCAG00000012371
callithrix_jacchus ENSCJAG00000035906
aotus_nancymaae ENSANAG00000030119
carlito_syrichta ENSTSYG00000026262
microcebus_murinus ENSMICG00000028583
propithecus_coquereli ENSPCOG00000015225
prolemur_simus ENSPSMG00000020919
otolemur_garnettii ENSOGAG00000033666
canis_lupus_dingo ENSCAFG00020017600
canis_lupus_familiaris ENSCAFG00000017118
vulpes_vulpes ENSVVUG00000025994
neovison_vison ENSNVIG00000001272
ursus_maritimus ENSUMAG00000010981
ursus_americanus ENSUAMG00000010181
ailuropoda_melanoleuca ENSAMEG00000015347
panthera_tigris_altaica ENSPTIG00000011699
panthera_pardus ENSPPRG00000005498
felis_catus ENSFCAG00000016231
equus_asinus_asinus ENSEASG00005014745
equus_caballus ENSECAG00000018153
pteropus_vampyrus ENSPVAG00000017659
bos_mutus ENSBMUG00000026324
bos_taurus ENSBTAG00000008633
bison_bison_bison ENSBBBG00000017755
capra_hircus ENSCHIG00000021042
ovis_aries ENSOARG00000003466
sus_scrofa ENSSSCG00000035561
tursiops_truncatus ENSTTRG00000005544
myotis_lucifugus ENSMLUG00000024827
loxodonta_africana ENSLAFG00000020821
procavia_capensis ENSPCAG00000003368
ornithorhynchus_anatinus ENSOANG00000011907
coturnix_japonica ENSCJPG00005013144
meleagris_gallopavo ENSMGAG00000012203
numida_meleagris ENSNMEG00000005191
anas_platyrhynchos_platyrhynchos ENSAPLG00000030249
serinus_canaria ENSSCAG00000015736
junco_hyemalis ENSJHYG00000015908
parus_major ENSPMJG00000004208
sphenodon_punctatus ENSSPUG00000010232
sphenodon_punctatus ENSSPUG00000010140
xenopus_tropicalis ENSXETG00000029925
latimeria_chalumnae ENSLACG00000005620
oryzias_latipes_asm223469v1 ENSORLG00015011907
oryzias_latipes ENSORLG00020011122
oryzias_latipes_asm223469v1 ENSORLG00015011926
oryzias_latipes ENSORLG00020011140
oryzias_latipes ENSORLG00000012306
oryzias_melastigma ENSOMEG00000005075
astatotilapia_calliptera ENSACLG00000006256
amphiprion_ocellaris ENSAOCG00000016121
amphiprion_percula ENSAPEG00000010675
acanthochromis_polyacanthus ENSAPOG00000008846
stegastes_partitus ENSSPAG00000004112
kryptolebias_marmoratus ENSKMAG00000005714
maylandia_zebra ENSMZEG00005009077
pundamilia_nyererei ENSPNYG00000004854
haplochromis_burtoni ENSHBUG00000011461
neolamprologus_brichardi ENSNBRG00000017432
oreochromis_niloticus ENSONIG00000015715
amphilophus_citrinellus ENSACIG00000016626
seriola_dumerili ENSSDUG00000003681
seriola_lalandi_dorsalis ENSSLDG00000012957
scophthalmus_maximus ENSSMAG00000003781
mastacembelus_armatus ENSMAMG00000001900
anabas_testudineus ENSATEG00000001605
gasterosteus_aculeatus ENSGACG00000000846
labrus_bergylta ENSLBEG00000024258
takifugu_rubripes ENSTRUG00000025864
tetraodon_nigroviridis ENSTNIG00000005402
mola_mola ENSMMOG00000020363
monopterus_albus ENSMALG00000020438
xiphophorus_couchianus ENSXCOG00000003695
xiphophorus_maculatus ENSXMAG00000007720
gambusia_affinis ENSGAFG00000019277
poecilia_formosa ENSPFOG00000014147
poecilia_latipinna ENSPLAG00000017960
poecilia_mexicana ENSPMEG00000005497
poecilia_reticulata ENSPREG00000004348
fundulus_heteroclitus ENSFHEG00000022532
cyprinodon_variegatus ENSCVAG00000008625
cynoglossus_semilaevis ENSCSEG00000014411
hippocampus_comes ENSHCOG00000011332
hippocampus_comes ENSHCOG00000011351
periophthalmus_magnuspinnatus ENSPMGG00000004391
gadus_morhua ENSGMOG00000007500
esox_lucius ENSELUG00000010134
pygocentrus_nattereri ENSPNAG00000016624
astyanax_mexicanus ENSAMXG00000007321
ictalurus_punctatus ENSIPUG00000019176
