monopterus_albus ENSMALG00000017286
periophthalmus_magnuspinnatus ENSPMGG00000011435
cyprinodon_variegatus ENSCVAG00000000633
cyprinodon_variegatus ENSCVAG00000003063
fundulus_heteroclitus ENSFHEG00000014667
oryzias_melastigma ENSOMEG00000014740
oryzias_melastigma ENSOMEG00000016456
oryzias_latipes ENSORLG00000024084
oryzias_latipes ENSORLG00020000962
oryzias_melastigma ENSOMEG00000014656
maylandia_zebra ENSMZEG00005022407
pundamilia_nyererei ENSPNYG00000023019
neolamprologus_brichardi ENSNBRG00000018004
hippocampus_comes ENSHCOG00000018035
hippocampus_comes ENSHCOG00000017986
esox_lucius ENSELUG00000006735
paramormyrops_kingsleyae ENSPKIG00000021927
paramormyrops_kingsleyae ENSPKIG00000019235
eptatretus_burgeri ENSEBUG00000012839
