gallus_gallus ENSGALG00000038325
meleagris_gallopavo ENSMGAG00000009355
numida_meleagris ENSNMEG00000021373
anas_platyrhynchos ENSAPLG00000017897
anser_brachyrhynchus ENSABRG00000022856
lonchura_striata ENSLSDG00000011170
taeniopygia_guttata ENSTGUG00000015455
serinus_canaria ENSSCAG00000012563
ficedula_albicollis ENSFALG00000004351
ficedula_albicollis ENSFALG00000004338
parus_major ENSPMJG00000008503
junco_hyemalis ENSJHYG00000017627
manacus_vitellinus ENSMVIG00005007826
melopsittacus_undulatus ENSMUNG00000010198
calidris_pugnax ENSCPUG00000017388
calidris_pygmaea ENSCPGG00000009341
taeniopygia_guttata ENSTGUG00000003922
cyanistes_caeruleus ENSCCEG00000000436
anas_platyrhynchos ENSAPLG00000025258
apteryx_owenii ENSAOWG00000013177
apteryx_owenii ENSAOWG00000013161
apteryx_haastii ENSAHAG00000011032
apteryx_rowi ENSARWG00000004723
dromaius_novaehollandiae ENSDNVG00000006762
nothoprocta_perdicaria ENSNPEG00000009959
crocodylus_porosus ENSCPRG00005002411
gopherus_agassizii ENSGAGG00000016917
chelonoidis_abingdonii ENSCABG00000016983
chrysemys_picta ENSCPBG00000026377
pelodiscus_sinensis ENSPSIG00000007823
anolis_carolinensis ENSACAG00000016277
pogona_vitticeps ENSPVIG00000024933
salvator_merianae ENSSMRG00000004537
notechis_scutatus ENSNSUG00000003801
sphenodon_punctatus ENSSPUG00000016910
chinchilla_lanigera ENSCLAG00000013797
octodon_degus ENSODEG00000013332
cavia_porcellus ENSCPOG00000013578
cavia_aperea ENSCAPG00000002174
heterocephalus_glaber ENSHGLG00000013215
heterocephalus_glaber ENSHGLG00100014333
fukomys_damarensis ENSFDAG00000014709
urocitellus_parryii ENSUPAG00010019279
ictidomys_tridecemlineatus ENSSTOG00000000452
marmota_marmota ENSMMMG00000007005
spermophilus_dauricus ENSSDAG00000007166
mus_musculus ENSMUSG00000039637
mus_spretus MGP_SPRETEiJ_G0021298
mus_spicilegus ENSMSIG00000026842
mus_caroli MGP_CAROLIEiJ_G0020404
mus_pahari MGP_PahariEiJ_G0016112
rattus_norvegicus ENSRNOG00000004146
meriones_unguiculatus ENSMUGG00000016947
cricetulus_griseus ENSCGRG00000005667
