apteryx_haastii ENSAHAG00000014872
apteryx_rowi ENSARWG00000017985
apteryx_owenii ENSAOWG00000009000
dromaius_novaehollandiae ENSDNVG00000009044
nothoprocta_perdicaria ENSNPEG00000015009
anas_platyrhynchos_platyrhynchos ENSAPLG00000009308
anser_brachyrhynchus ENSABRG00000016766
gallus_gallus ENSGALG00000010444
meleagris_gallopavo ENSMGAG00000010732
coturnix_japonica ENSCJPG00005010072
calidris_pygmaea ENSCPGG00000010656
calidris_pugnax ENSCPUG00000011873
melopsittacus_undulatus ENSMUNG00000010975
taeniopygia_guttata ENSTGUG00000008394
lonchura_striata_domestica ENSLSDG00000012733
serinus_canaria ENSSCAG00000003265
zonotrichia_albicollis ENSZALG00000000972
junco_hyemalis ENSJHYG00000008597
cyanistes_caeruleus ENSCCEG00000013407
ficedula_albicollis ENSFALG00000009367
parus_major ENSPMJG00000000092
lepidothrix_coronata ENSLCOG00000000264
crocodylus_porosus ENSCPRG00005017958
chelonoidis_abingdonii ENSCABG00000011133
gopherus_agassizii ENSGAGG00000010171
chrysemys_picta_bellii ENSCPBG00000008995
pelodiscus_sinensis ENSPSIG00000003080
pogona_vitticeps ENSPVIG00000006352
notechis_scutatus ENSNSUG00000016169
anolis_carolinensis ENSACAG00000007091
salvator_merianae ENSSMRG00000018333
sphenodon_punctatus ENSSPUG00000009006
phascolarctos_cinereus ENSPCIG00000011520
monodelphis_domestica ENSMODG00000001918
loxodonta_africana ENSLAFG00000022494
procavia_capensis ENSPCAG00000016332
echinops_telfairi ENSETEG00000009669
myotis_lucifugus ENSMLUG00000007861
sus_scrofa ENSSSCG00000037713
capra_hircus ENSCHIG00000024752
ovis_aries ENSOARG00000002611
capra_hircus ENSCHIG00000026019
ovis_aries ENSOARG00000007523
bos_mutus ENSBMUG00000019157
bos_taurus ENSBTAG00000000094
bison_bison_bison ENSBBBG00000008375
tursiops_truncatus ENSTTRG00000011913
vicugna_pacos ENSVPAG00000012366
sus_scrofa ENSSSCG00000038657
equus_caballus ENSECAG00000018487
equus_asinus_asinus ENSEASG00005004914
erinaceus_europaeus ENSEEUG00000000912
sorex_araneus ENSSARG00000009488
pteropus_vampyrus ENSPVAG00000016884
neovison_vison ENSNVIG00000019919
mustela_putorius_furo ENSMPUG00000012737
ursus_americanus ENSUAMG00000003823
ursus_maritimus ENSUMAG00000023558
ailuropoda_melanoleuca ENSAMEG00000014047
canis_lupus_familiaris ENSCAFG00000004217
canis_lupus_dingo ENSCAFG00020014753
vulpes_vulpes ENSVVUG00000007030
panthera_pardus ENSPPRG00000024212
panthera_tigris_altaica ENSPTIG00000022016
felis_catus ENSFCAG00000024832
propithecus_coquereli ENSPCOG00000017548
prolemur_simus ENSPSMG00000013241
microcebus_murinus ENSMICG00000000075
otolemur_garnettii ENSOGAG00000014436
saimiri_boliviensis_boliviensis ENSSBOG00000036018
cebus_capucinus ENSCCAG00000036733
callithrix_jacchus ENSCJAG00000046008
aotus_nancymaae ENSANAG00000033472
pan_troglodytes ENSPTRG00000043035
pan_paniscus ENSPPAG00000031376
homo_sapiens ENSG00000123472
gorilla_gorilla ENSGGOG00000024754
pongo_abelii ENSPPYG00000001391
nomascus_leucogenys ENSNLEG00000030967
macaca_nemestrina ENSMNEG00000039287
macaca_fascicularis ENSMFAG00000040553
papio_anubis ENSPANG00000011714
theropithecus_gelada ENSTGEG00000001731
cercocebus_atys ENSCATG00000028437
chlorocebus_sabaeus ENSCSAG00000001239
mandrillus_leucophaeus ENSMLEG00000033576
rhinopithecus_bieti ENSRBIG00000043521
rhinopithecus_roxellana ENSRROG00000042673
colobus_angolensis_palliatus ENSCANG00000032709
carlito_syrichta ENSTSYG00000000586
tupaia_belangeri ENSTBEG00000007201
cavia_porcellus ENSCPOG00000035044
octodon_degus ENSODEG00000010525
