pygocentrus_nattereri ENSPNAG00000005414
astyanax_mexicanus ENSAMXG00000012285
ictalurus_punctatus ENSIPUG00000019392
danio_rerio ENSDARG00000117069
labrus_bergylta ENSLBEG00000026176
labrus_bergylta ENSLBEG00000026198
gasterosteus_aculeatus ENSGACG00000006194
takifugu_rubripes ENSTRUG00000013822
takifugu_rubripes ENSTRUG00000013839
tetraodon_nigroviridis ENSTNIG00000017456
mola_mola ENSMMOG00000002055
fundulus_heteroclitus ENSFHEG00000008771
fundulus_heteroclitus ENSFHEG00000008792
cyprinodon_variegatus ENSCVAG00000012744
cyprinodon_variegatus ENSCVAG00000012765
gambusia_affinis ENSGAFG00000017519
gambusia_affinis ENSGAFG00000017517
xiphophorus_maculatus ENSXMAG00000024030
xiphophorus_maculatus ENSXMAG00000006760
poecilia_reticulata ENSPREG00000020788
xiphophorus_couchianus ENSXCOG00000011195
poecilia_latipinna ENSPLAG00000008450
poecilia_latipinna ENSPLAG00000008473
poecilia_mexicana ENSPMEG00000008170
poecilia_mexicana ENSPMEG00000008145
poecilia_formosa ENSPFOG00000010345
kryptolebias_marmoratus ENSKMAG00000015590
cynoglossus_semilaevis ENSCSEG00000000156
seriola_dumerili ENSSDUG00000009970
seriola_lalandi_dorsalis ENSSLDG00000004264
periophthalmus_magnuspinnatus ENSPMGG00000011396
hippocampus_comes ENSHCOG00000018493
scophthalmus_maximus ENSSMAG00000006596
anabas_testudineus ENSATEG00000004421
anabas_testudineus ENSATEG00000004398
mastacembelus_armatus ENSMAMG00000007607
monopterus_albus ENSMALG00000006689
stegastes_partitus ENSSPAG00000020062
stegastes_partitus ENSSPAG00000020084
amphiprion_ocellaris ENSAOCG00000011945
amphiprion_ocellaris ENSAOCG00000000736
amphiprion_percula ENSAPEG00000000670
acanthochromis_polyacanthus ENSAPOG00000012570
oryzias_latipes_asm223469v1 ENSORLG00015000789
oryzias_latipes_asm223469v1 ENSORLG00015018516
oryzias_latipes ENSORLG00000016975
oryzias_latipes ENSORLG00020003808
oryzias_melastigma ENSOMEG00000018580
pundamilia_nyererei ENSPNYG00000000763
pundamilia_nyererei ENSPNYG00000000781
haplochromis_burtoni ENSHBUG00000016238
haplochromis_burtoni ENSHBUG00000016223
astatotilapia_calliptera ENSACLG00000003060
maylandia_zebra ENSMZEG00005027013
neolamprologus_brichardi ENSNBRG00000001416
oreochromis_niloticus ENSONIG00000012143
amphilophus_citrinellus ENSACIG00000014183
gadus_morhua ENSGMOG00000011390
esox_lucius ENSELUG00000004902
paramormyrops_kingsleyae ENSPKIG00000003448
paramormyrops_kingsleyae ENSPKIG00000003431
