scleropages_formosus ENSSFOG00015003618
paramormyrops_kingsleyae ENSPKIG00000022120
denticeps_clupeoides ENSDCDG00000020385
pygocentrus_nattereri ENSPNAG00000007454
hucho_hucho ENSHHUG00000039774
astyanax_mexicanus ENSAMXG00005012544
astyanax_mexicanus ENSAMXG00000030676
pygocentrus_nattereri ENSPNAG00000002001
ictalurus_punctatus ENSIPUG00000022605
danio_rerio ENSDARG00000091734
clupea_harengus ENSCHAG00000023823
gouania_willdenowi ENSGWIG00000006245
cynoglossus_semilaevis ENSCSEG00000007015
betta_splendens ENSBSLG00000003443
tetraodon_nigroviridis ENSTNIG00000001137
larimichthys_crocea ENSLCRG00005001226
takifugu_rubripes ENSTRUG00000021526
labrus_bergylta ENSLBEG00000023800
amphiprion_percula ENSAPEG00000017430
acanthochromis_polyacanthus ENSAPOG00000001547
stegastes_partitus ENSSPAG00000017740
parambassis_ranga ENSPRNG00000021428
fundulus_heteroclitus ENSFHEG00000012443
cyprinodon_variegatus ENSCVAG00000002549
gambusia_affinis ENSGAFG00000018206
xiphophorus_maculatus ENSXMAG00000015895
poecilia_formosa ENSPFOG00000021720
poecilia_mexicana ENSPMEG00000008697
kryptolebias_marmoratus ENSKMAG00000014333
oryzias_latipes ENSORLG00000003685
oryzias_latipes ENSORLG00020005046
oryzias_melastigma ENSOMEG00000005990
maylandia_zebra ENSMZEG00005020822
astatotilapia_calliptera ENSACLG00000019260
haplochromis_burtoni ENSHBUG00000007385
amphilophus_citrinellus ENSACIG00000001118
lates_calcarifer ENSLCAG00010014602
scophthalmus_maximus ENSSMAG00000019362
anabas_testudineus ENSATEG00000013172
monopterus_albus ENSMALG00000014652
esox_lucius ENSELUG00000016893
lepisosteus_oculatus ENSLOCG00000010562
erpetoichthys_calabaricus ENSECRG00000003151
latimeria_chalumnae ENSLACG00000003771
callorhinchus_milii ENSCMIG00000019344
eptatretus_burgeri ENSEBUG00000014566
chrysemys_picta ENSCPBG00000006548
gopherus_agassizii ENSGAGG00000012485
pelodiscus_sinensis ENSPSIG00000003815
crocodylus_porosus ENSCPRG00005001997
pogona_vitticeps ENSPVIG00000002146
anolis_carolinensis ENSACAG00000011569
salvator_merianae ENSSMRG00000012733
notechis_scutatus ENSNSUG00000018542
sphenodon_punctatus ENSSPUG00000005221
apteryx_owenii ENSAOWG00000007789
apteryx_rowi ENSARWG00000009673
dromaius_novaehollandiae ENSDNVG00000013229
anser_brachyrhynchus ENSABRG00000000776
anas_platyrhynchos ENSAPLG00000015277
gallus_gallus ENSGALG00000015026
coturnix_japonica ENSCJPG00005009238
meleagris_gallopavo ENSMGAG00000013418
numida_meleagris ENSNMEG00000007982
melopsittacus_undulatus ENSMUNG00000011451
manacus_vitellinus ENSMVIG00005018018
lepidothrix_coronata ENSLCOG00000016168
cyanistes_caeruleus ENSCCEG00000012288
parus_major ENSPMJG00000015285
ficedula_albicollis ENSFALG00000010853
taeniopygia_guttata ENSTGUG00000012013
lonchura_striata ENSLSDG00000001285
serinus_canaria ENSSCAG00000000009
zonotrichia_albicollis ENSZALG00000007224
junco_hyemalis ENSJHYG00000017316
calidris_pygmaea ENSCPGG00000014592
calidris_pugnax ENSCPUG00000009239
xenopus_tropicalis ENSXETG00000001197
xenopus_tropicalis ENSXETG00000008697
latimeria_chalumnae ENSLACG00000011895
erpetoichthys_calabaricus ENSECRG00000006164
callorhinchus_milii ENSCMIG00000015633
ciona_intestinalis ENSCING00000004975
