junco_hyemalis ENSJHYG00000017352
zonotrichia_albicollis ENSZALG00000017601
serinus_canaria ENSSCAG00000016004
taeniopygia_guttata ENSTGUG00000010925
lonchura_striata_domestica ENSLSDG00000017553
cyanistes_caeruleus ENSCCEG00000018301
parus_major ENSPMJG00000002545
ficedula_albicollis ENSFALG00000004348
manacus_vitellinus ENSMVIG00005013850
lepidothrix_coronata ENSLCOG00000014945
melopsittacus_undulatus ENSMUNG00000000319
calidris_pygmaea ENSCPGG00000011785
calidris_pugnax ENSCPUG00000010367
anser_brachyrhynchus ENSABRG00000018634
anas_platyrhynchos_platyrhynchos ENSAPLG00000005617
coturnix_japonica ENSCJPG00005016136
gallus_gallus ENSGALG00000016875
meleagris_gallopavo ENSMGAG00000014893
numida_meleagris ENSNMEG00000018717
apteryx_haastii ENSAHAG00000002513
apteryx_owenii ENSAOWG00000018878
apteryx_rowi ENSARWG00000008585
nothoprocta_perdicaria ENSNPEG00000010430
dromaius_novaehollandiae ENSDNVG00000000204
crocodylus_porosus ENSCPRG00005017790
chelonoidis_abingdonii ENSCABG00000015655
gopherus_agassizii ENSGAGG00000017943
chrysemys_picta_bellii ENSCPBG00000018053
pelodiscus_sinensis ENSPSIG00000008894
pogona_vitticeps ENSPVIG00000007498
anolis_carolinensis ENSACAG00000009072
notechis_scutatus ENSNSUG00000008658
salvator_merianae ENSSMRG00000015234
sphenodon_punctatus ENSSPUG00000006116
phascolarctos_cinereus ENSPCIG00000027258
notamacropus_eugenii ENSMEUG00000000337
sarcophilus_harrisii ENSSHAG00000005969
monodelphis_domestica ENSMODG00000007746
choloepus_hoffmanni ENSCHOG00000007390
dasypus_novemcinctus ENSDNOG00000000809
colobus_angolensis_palliatus ENSCANG00000029331
piliocolobus_tephrosceles ENSPTEG00000000099
rhinopithecus_roxellana ENSRROG00000030575
rhinopithecus_bieti ENSRBIG00000042858
papio_anubis ENSPANG00000018118
theropithecus_gelada ENSTGEG00000011930
cercocebus_atys ENSCATG00000034018
mandrillus_leucophaeus ENSMLEG00000029113
macaca_fascicularis ENSMFAG00000036639
macaca_nemestrina ENSMNEG00000039697
macaca_mulatta ENSMMUG00000003558
chlorocebus_sabaeus ENSCSAG00000017497
pan_troglodytes ENSPTRG00000005998
pan_paniscus ENSPPAG00000031545
gorilla_gorilla ENSGGOG00000006508
homo_sapiens ENSG00000125246
pongo_abelii ENSPPYG00000005469
nomascus_leucogenys ENSNLEG00000036095
saimiri_boliviensis_boliviensis ENSSBOG00000024693
cebus_capucinus ENSCCAG00000035812
callithrix_jacchus ENSCJAG00000020979
aotus_nancymaae ENSANAG00000034396
carlito_syrichta ENSTSYG00000004808
propithecus_coquereli ENSPCOG00000028298
microcebus_murinus ENSMICG00000015287
prolemur_simus ENSPSMG00000013616
otolemur_garnettii ENSOGAG00000010671
castor_canadensis ENSCCNG00000029899
dipodomys_ordii ENSDORG00000002578
peromyscus_maniculatus_bairdii ENSPEMG00000009971
microtus_ochrogaster ENSMOCG00000019786
cricetulus_griseus_crigri ENSCGRG00000015876
cricetulus_griseus_crigri-picr ENSCGRG00015028539
cricetulus_griseus_chok1gshd ENSCGRG00001018819
mesocricetus_auratus ENSMAUG00000005172
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020510
mus_musculus ENSMUSG00000025545
mus_spicilegus ENSMSIG00000017225
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019613
mus_pahari MGP_PahariEiJ_G0030630
rattus_norvegicus ENSRNOG00000014075
meriones_unguiculatus ENSMUGG00000020955
nannospalax_galili ENSNGAG00000000697
jaculus_jaculus ENSJJAG00000013178
chinchilla_lanigera ENSCLAG00000003482
octodon_degus ENSODEG00000009846
cavia_aperea ENSCAPG00000017584
cavia_porcellus ENSCPOG00000002735
heterocephalus_glaber_female ENSHGLG00000019592
heterocephalus_glaber_male ENSHGLG00100001327
fukomys_damarensis ENSFDAG00000013141
urocitellus_parryii ENSUPAG00010010348
spermophilus_dauricus ENSSDAG00000022566
ictidomys_tridecemlineatus ENSSTOG00000002452
marmota_marmota_marmota ENSMMMG00000020612
erinaceus_europaeus ENSEEUG00000011454
sorex_araneus ENSSARG00000007374
oryctolagus_cuniculus ENSOCUG00000013720
ochotona_princeps ENSOPRG00000007516
tupaia_belangeri ENSTBEG00000002888
pteropus_vampyrus ENSPVAG00000012177
myotis_lucifugus ENSMLUG00000003404
capra_hircus ENSCHIG00000021897
ovis_aries ENSOARG00000004348
bos_mutus ENSBMUG00000018475
bos_taurus ENSBTAG00000004165
bison_bison_bison ENSBBBG00000018567
tursiops_truncatus ENSTTRG00000002566
sus_scrofa ENSSSCG00000009519
vicugna_pacos ENSVPAG00000005456
ursus_maritimus ENSUMAG00000024543
ursus_americanus ENSUAMG00000022201
ailuropoda_melanoleuca ENSAMEG00000004473
neovison_vison ENSNVIG00000017768
mustela_putorius_furo ENSMPUG00000011399
canis_lupus_dingo ENSCAFG00020022695
canis_lupus_familiaris ENSCAFG00000031580
vulpes_vulpes ENSVVUG00000013523
panthera_pardus ENSPPRG00000004777
panthera_tigris_altaica ENSPTIG00000006208
felis_catus ENSFCAG00000031043
equus_asinus_asinus ENSEASG00005022182
equus_caballus ENSECAG00000016069
procavia_capensis ENSPCAG00000009676
