mola_mola ENSMMOG00000017025
gasterosteus_aculeatus ENSGACG00000011838
cynoglossus_semilaevis ENSCSEG00000005982
periophthalmus_magnuspinnatus ENSPMGG00000013624
mastacembelus_armatus ENSMAMG00000006419
monopterus_albus ENSMALG00000004117
anabas_testudineus ENSATEG00000021802
seriola_dumerili ENSSDUG00000018913
seriola_lalandi_dorsalis ENSSLDG00000012758
scophthalmus_maximus ENSSMAG00000006595
fundulus_heteroclitus ENSFHEG00000007934
cyprinodon_variegatus ENSCVAG00000006654
gambusia_affinis ENSGAFG00000007027
xiphophorus_maculatus ENSXMAG00000001675
poecilia_formosa ENSPFOG00000016528
poecilia_mexicana ENSPMEG00000018376
poecilia_latipinna ENSPLAG00000014879
poecilia_reticulata ENSPREG00000017385
xiphophorus_couchianus ENSXCOG00000020467
kryptolebias_marmoratus ENSKMAG00000005281
oryzias_latipes ENSORLG00000030051
oryzias_latipes ENSORLG00020021403
oryzias_latipes_asm223469v1 ENSORLG00015011873
oryzias_melastigma ENSOMEG00000010742
amphiprion_ocellaris ENSAOCG00000022130
amphiprion_percula ENSAPEG00000006691
acanthochromis_polyacanthus ENSAPOG00000018113
stegastes_partitus ENSSPAG00000009086
maylandia_zebra ENSMZEG00005019032
pundamilia_nyererei ENSPNYG00000001620
astatotilapia_calliptera ENSACLG00000027185
haplochromis_burtoni ENSHBUG00000008976
neolamprologus_brichardi ENSNBRG00000003265
oreochromis_niloticus ENSONIG00000014759
amphilophus_citrinellus ENSACIG00000005723
labrus_bergylta ENSLBEG00000025903
takifugu_rubripes ENSTRUG00000009380
tetraodon_nigroviridis ENSTNIG00000012135
hippocampus_comes ENSHCOG00000006908
gadus_morhua ENSGMOG00000004353
esox_lucius ENSELUG00000024104
astyanax_mexicanus ENSAMXG00000020124
pygocentrus_nattereri ENSPNAG00000019232
ictalurus_punctatus ENSIPUG00000016625
danio_rerio ENSDARG00000062893
paramormyrops_kingsleyae ENSPKIG00000024674
scleropages_formosus ENSSFOG00015001714
lepisosteus_oculatus ENSLOCG00000015265
latimeria_chalumnae ENSLACG00000017633
xenopus_tropicalis ENSXETG00000014800
