gallus_gallus ENSGALG00000008735
coturnix_japonica ENSCJPG00005011467
meleagris_gallopavo ENSMGAG00000004415
numida_meleagris ENSNMEG00000000169
anser_brachyrhynchus ENSABRG00000003401
anas_platyrhynchos_platyrhynchos ENSAPLG00000015558
calidris_pygmaea ENSCPGG00000016784
calidris_pugnax ENSCPUG00000018353
melopsittacus_undulatus ENSMUNG00000006824
junco_hyemalis ENSJHYG00000003658
zonotrichia_albicollis ENSZALG00000009484
serinus_canaria ENSSCAG00000007667
lonchura_striata_domestica ENSLSDG00000000598
taeniopygia_guttata ENSTGUG00000002401
ficedula_albicollis ENSFALG00000013661
cyanistes_caeruleus ENSCCEG00000011761
parus_major ENSPMJG00000001637
lepidothrix_coronata ENSLCOG00000013453
manacus_vitellinus ENSMVIG00005006152
apteryx_owenii ENSAOWG00000016588
apteryx_haastii ENSAHAG00000015747
apteryx_rowi ENSARWG00000005477
dromaius_novaehollandiae ENSDNVG00000001618
nothoprocta_perdicaria ENSNPEG00000005537
crocodylus_porosus ENSCPRG00005012685
chelonoidis_abingdonii ENSCABG00000020275
gopherus_agassizii ENSGAGG00000021598
chrysemys_picta_bellii ENSCPBG00000015187
pelodiscus_sinensis ENSPSIG00000009092
anolis_carolinensis ENSACAG00000027235
anolis_carolinensis ENSACAG00000000762
pogona_vitticeps ENSPVIG00000009793
notechis_scutatus ENSNSUG00000019185
salvator_merianae ENSSMRG00000005154
sphenodon_punctatus ENSSPUG00000006654
phascolarctos_cinereus ENSPCIG00000000414
notamacropus_eugenii ENSMEUG00000003000
sarcophilus_harrisii ENSSHAG00000009946
monodelphis_domestica ENSMODG00000005413
canis_lupus_familiaris ENSCAFG00000005485
canis_lupus_dingo ENSCAFG00020027516
vulpes_vulpes ENSVVUG00000014097
ursus_americanus ENSUAMG00000021227
ursus_maritimus ENSUMAG00000024882
ailuropoda_melanoleuca ENSAMEG00000005392
neovison_vison ENSNVIG00000014456
mustela_putorius_furo ENSMPUG00000001361
panthera_pardus ENSPPRG00000024258
panthera_tigris_altaica ENSPTIG00000019816
felis_catus ENSFCAG00000028450
bos_taurus ENSBTAG00000021867
bos_mutus ENSBMUG00000004902
bison_bison_bison ENSBBBG00000010022
capra_hircus ENSCHIG00000025675
ovis_aries ENSOARG00000017522
vicugna_pacos ENSVPAG00000008486
tursiops_truncatus ENSTTRG00000007289
sus_scrofa ENSSSCG00000007084
equus_caballus ENSECAG00000021094
equus_asinus_asinus ENSEASG00005001908
pteropus_vampyrus ENSPVAG00000000418
myotis_lucifugus ENSMLUG00000023134
pan_troglodytes ENSPTRG00000013274
pan_paniscus ENSPPAG00000028151
homo_sapiens ENSG00000125864
gorilla_gorilla ENSGGOG00000015082
pongo_abelii ENSPPYG00000010726
nomascus_leucogenys ENSNLEG00000009670
colobus_angolensis_palliatus ENSCANG00000016266
piliocolobus_tephrosceles ENSPTEG00000036501
rhinopithecus_bieti ENSRBIG00000042400
rhinopithecus_roxellana ENSRROG00000044347
macaca_fascicularis ENSMFAG00000035524
macaca_mulatta ENSMMUG00000014632
macaca_nemestrina ENSMNEG00000045512
papio_anubis ENSPANG00000029429
cercocebus_atys ENSCATG00000037013
mandrillus_leucophaeus ENSMLEG00000044394
theropithecus_gelada ENSTGEG00000017411
chlorocebus_sabaeus ENSCSAG00000011654
cebus_capucinus ENSCCAG00000027075
saimiri_boliviensis_boliviensis ENSSBOG00000030964
callithrix_jacchus ENSCJAG00000004885
aotus_nancymaae ENSANAG00000029685
carlito_syrichta ENSTSYG00000001712
prolemur_simus ENSPSMG00000000329
microcebus_murinus ENSMICG00000028889
propithecus_coquereli ENSPCOG00000013457
otolemur_garnettii ENSOGAG00000000601
tupaia_belangeri ENSTBEG00000017445
castor_canadensis ENSCCNG00000012555
dipodomys_ordii ENSDORG00000000800
mus_musculus ENSMUSG00000027420
mus_spicilegus ENSMSIG00000025035
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025294
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024375
mus_pahari MGP_PahariEiJ_G0025820
rattus_norvegicus ENSRNOG00000005707
meriones_unguiculatus ENSMUGG00000009846
microtus_ochrogaster ENSMOCG00000002930
peromyscus_maniculatus_bairdii ENSPEMG00000018655
cricetulus_griseus_chok1gshd ENSCGRG00001024426
cricetulus_griseus_crigri ENSCGRG00000008908
cricetulus_griseus_crigri-picr ENSCGRG00015007699
mesocricetus_auratus ENSMAUG00000012205
jaculus_jaculus ENSJJAG00000009919
fukomys_damarensis ENSFDAG00000016071
heterocephalus_glaber_female ENSHGLG00000009469
chinchilla_lanigera ENSCLAG00000013897
octodon_degus ENSODEG00000012461
cavia_porcellus ENSCPOG00000025787
cavia_aperea ENSCAPG00000005822
ictidomys_tridecemlineatus ENSSTOG00000022845
urocitellus_parryii ENSUPAG00010003747
marmota_marmota_marmota ENSMMMG00000002526
oryctolagus_cuniculus ENSOCUG00000015787
ochotona_princeps ENSOPRG00000000965
erinaceus_europaeus ENSEEUG00000011303
sorex_araneus ENSSARG00000009966
choloepus_hoffmanni ENSCHOG00000011746
dasypus_novemcinctus ENSDNOG00000036119
loxodonta_africana ENSLAFG00000022404
procavia_capensis ENSPCAG00000009812
echinops_telfairi ENSETEG00000005954
ornithorhynchus_anatinus ENSOANG00000001244
xenopus_tropicalis ENSXETG00000003544
latimeria_chalumnae ENSLACG00000013224
scophthalmus_maximus ENSSMAG00000020649
cynoglossus_semilaevis ENSCSEG00000016385
seriola_lalandi_dorsalis ENSSLDG00000025533
seriola_dumerili ENSSDUG00000011650
gasterosteus_aculeatus ENSGACG00000009101
monopterus_albus ENSMALG00000015470
anabas_testudineus ENSATEG00000004650
amphiprion_percula ENSAPEG00000010434
amphiprion_ocellaris ENSAOCG00000003480
acanthochromis_polyacanthus ENSAPOG00000006522
stegastes_partitus ENSSPAG00000008143
fundulus_heteroclitus ENSFHEG00000001951
cyprinodon_variegatus ENSCVAG00000016403
xiphophorus_maculatus ENSXMAG00000028704
gambusia_affinis ENSGAFG00000010306
poecilia_mexicana ENSPMEG00000019558
poecilia_formosa ENSPFOG00000015020
poecilia_latipinna ENSPLAG00000021691
poecilia_reticulata ENSPREG00000015172
kryptolebias_marmoratus ENSKMAG00000019099
maylandia_zebra ENSMZEG00005027579
astatotilapia_calliptera ENSACLG00000014928
haplochromis_burtoni ENSHBUG00000019976
pundamilia_nyererei ENSPNYG00000006848
neolamprologus_brichardi ENSNBRG00000018076
oreochromis_niloticus ENSONIG00000000352
amphilophus_citrinellus ENSACIG00000002425
mastacembelus_armatus ENSMAMG00000021151
tetraodon_nigroviridis ENSTNIG00000008621
takifugu_rubripes ENSTRUG00000011611
mola_mola ENSMMOG00000010313
labrus_bergylta ENSLBEG00000002865
oryzias_latipes ENSORLG00000006395
oryzias_latipes ENSORLG00020007085
oryzias_latipes_asm223469v1 ENSORLG00015011810
oryzias_melastigma ENSOMEG00000005772
hippocampus_comes ENSHCOG00000018001
periophthalmus_magnuspinnatus ENSPMGG00000005889
gadus_morhua ENSGMOG00000012665
esox_lucius ENSELUG00000008462
pygocentrus_nattereri ENSPNAG00000025052
astyanax_mexicanus ENSAMXG00000040313
ictalurus_punctatus ENSIPUG00000016800
danio_rerio ENSDARG00000074919
scleropages_formosus ENSSFOG00015010667
paramormyrops_kingsleyae ENSPKIG00000005067
scleropages_formosus ENSSFOG00015000902
paramormyrops_kingsleyae ENSPKIG00000004624
lepisosteus_oculatus ENSLOCG00000016001
