hippocampus_comes ENSHCOG00000006334
periophthalmus_magnuspinnatus ENSPMGG00000019480
gasterosteus_aculeatus ENSGACG00000005529
labrus_bergylta ENSLBEG00000019667
seriola_lalandi_dorsalis ENSSLDG00000018853
seriola_dumerili ENSSDUG00000014661
amphiprion_ocellaris ENSAOCG00000008549
amphiprion_percula ENSAPEG00000010804
acanthochromis_polyacanthus ENSAPOG00000019416
stegastes_partitus ENSSPAG00000005178
tetraodon_nigroviridis ENSTNIG00000010921
takifugu_rubripes ENSTRUG00000017687
mola_mola ENSMMOG00000017011
scophthalmus_maximus ENSSMAG00000009403
mastacembelus_armatus ENSMAMG00000014952
poecilia_mexicana ENSPMEG00000007338
poecilia_mexicana ENSPMEG00000019400
poecilia_latipinna ENSPLAG00000008108
poecilia_latipinna ENSPLAG00000021464
poecilia_formosa ENSPFOG00000020658
poecilia_formosa ENSPFOG00000020657
poecilia_reticulata ENSPREG00000010802
xiphophorus_maculatus ENSXMAG00000020025
xiphophorus_couchianus ENSXCOG00000002731
gambusia_affinis ENSGAFG00000015782
fundulus_heteroclitus ENSFHEG00000017148
cyprinodon_variegatus ENSCVAG00000012060
kryptolebias_marmoratus ENSKMAG00000003491
oryzias_latipes ENSORLG00020007241
oryzias_latipes ENSORLG00000025752
oryzias_latipes_asm223469v1 ENSORLG00015021454
oryzias_melastigma ENSOMEG00000016906
maylandia_zebra ENSMZEG00005021364
pundamilia_nyererei ENSPNYG00000011887
astatotilapia_calliptera ENSACLG00000017697
haplochromis_burtoni ENSHBUG00000018671
neolamprologus_brichardi ENSNBRG00000022492
oreochromis_niloticus ENSONIG00000006618
amphilophus_citrinellus ENSACIG00000015649
anabas_testudineus ENSATEG00000006105
monopterus_albus ENSMALG00000008949
cynoglossus_semilaevis ENSCSEG00000006257
gadus_morhua ENSGMOG00000015608
esox_lucius ENSELUG00000017468
pygocentrus_nattereri ENSPNAG00000017967
astyanax_mexicanus ENSAMXG00000042917
ictalurus_punctatus ENSIPUG00000007301
danio_rerio ENSDARG00000053133
paramormyrops_kingsleyae ENSPKIG00000012193
lepisosteus_oculatus ENSLOCG00000018085
latimeria_chalumnae ENSLACG00000019085
xenopus_tropicalis ENSXETG00000006031
