scleropages_formosus ENSSFOG00015000761
paramormyrops_kingsleyae ENSPKIG00000004519
poecilia_formosa ENSPFOG00000011464
poecilia_mexicana ENSPMEG00000005611
poecilia_latipinna ENSPLAG00000006216
poecilia_reticulata ENSPREG00000019888
xiphophorus_maculatus ENSXMAG00000024584
gambusia_affinis ENSGAFG00000001617
xiphophorus_couchianus ENSXCOG00000012146
cyprinodon_variegatus ENSCVAG00000006651
monopterus_albus ENSMALG00000001501
mastacembelus_armatus ENSMAMG00000007902
anabas_testudineus ENSATEG00000024802
cynoglossus_semilaevis ENSCSEG00000008901
kryptolebias_marmoratus ENSKMAG00000013796
tetraodon_nigroviridis ENSTNIG00000006822
takifugu_rubripes ENSTRUG00000012643
hippocampus_comes ENSHCOG00000004498
seriola_lalandi_dorsalis ENSSLDG00000000697
seriola_dumerili ENSSDUG00000007255
scophthalmus_maximus ENSSMAG00000016905
haplochromis_burtoni ENSHBUG00000013151
pundamilia_nyererei ENSPNYG00000023858
maylandia_zebra ENSMZEG00005022679
astatotilapia_calliptera ENSACLG00000008956
neolamprologus_brichardi ENSNBRG00000009055
oreochromis_niloticus ENSONIG00000014853
amphilophus_citrinellus ENSACIG00000009066
maylandia_zebra ENSMZEG00005026836
fundulus_heteroclitus ENSFHEG00000016349
gasterosteus_aculeatus ENSGACG00000010283
amphiprion_percula ENSAPEG00000021501
amphiprion_ocellaris ENSAOCG00000021509
acanthochromis_polyacanthus ENSAPOG00000007598
stegastes_partitus ENSSPAG00000014644
oryzias_latipes ENSORLG00020003748
oryzias_latipes_asm223469v1 ENSORLG00015018240
oryzias_latipes ENSORLG00000024421
oryzias_melastigma ENSOMEG00000008142
mola_mola ENSMMOG00000010614
periophthalmus_magnuspinnatus ENSPMGG00000009730
gadus_morhua ENSGMOG00000010171
esox_lucius ENSELUG00000002942
pygocentrus_nattereri ENSPNAG00000015761
astyanax_mexicanus ENSAMXG00000019485
ictalurus_punctatus ENSIPUG00000011293
danio_rerio ENSDARG00000036784
lepisosteus_oculatus ENSLOCG00000005720
anser_brachyrhynchus ENSABRG00000020901
anas_platyrhynchos_platyrhynchos ENSAPLG00000003939
gallus_gallus ENSGALG00000006630
coturnix_japonica ENSCJPG00005005290
numida_meleagris ENSNMEG00000016348
calidris_pygmaea ENSCPGG00000018388
calidris_pugnax ENSCPUG00000005584
lepidothrix_coronata ENSLCOG00000010083
manacus_vitellinus ENSMVIG00005005862
parus_major ENSPMJG00000006087
cyanistes_caeruleus ENSCCEG00000004170
junco_hyemalis ENSJHYG00000014518
zonotrichia_albicollis ENSZALG00000003750
serinus_canaria ENSSCAG00000014210
taeniopygia_guttata ENSTGUG00000006445
lonchura_striata_domestica ENSLSDG00000007517
ficedula_albicollis ENSFALG00000005254
apteryx_haastii ENSAHAG00000016408
apteryx_owenii ENSAOWG00000003793
apteryx_rowi ENSARWG00000011130
dromaius_novaehollandiae ENSDNVG00000004650
melopsittacus_undulatus ENSMUNG00000011034
crocodylus_porosus ENSCPRG00005007844
chelonoidis_abingdonii ENSCABG00000003852
gopherus_agassizii ENSGAGG00000020815
chrysemys_picta_bellii ENSCPBG00000027466
pelodiscus_sinensis ENSPSIG00000002075
sphenodon_punctatus ENSSPUG00000018924
salvator_merianae ENSSMRG00000019549
heterocephalus_glaber_male ENSHGLG00100012684
heterocephalus_glaber_female ENSHGLG00000017388
heterocephalus_glaber_male ENSHGLG00100000930
heterocephalus_glaber_female ENSHGLG00000002744
fukomys_damarensis ENSFDAG00000016619
octodon_degus ENSODEG00000014983
chinchilla_lanigera ENSCLAG00000017227
cavia_porcellus ENSCPOG00000004005
cavia_aperea ENSCAPG00000013324
spermophilus_dauricus ENSSDAG00000000437
spermophilus_dauricus ENSSDAG00000006910
urocitellus_parryii ENSUPAG00010019370
ictidomys_tridecemlineatus ENSSTOG00000006640
marmota_marmota_marmota ENSMMMG00000023701
castor_canadensis ENSCCNG00000028781
dipodomys_ordii ENSDORG00000002116
mus_spicilegus ENSMSIG00000018572
mus_musculus ENSMUSG00000056941
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025411
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024490
mus_pahari MGP_PahariEiJ_G0025933
rattus_norvegicus ENSRNOG00000010538
meriones_unguiculatus ENSMUGG00000013145
peromyscus_maniculatus_bairdii ENSPEMG00000021610
microtus_ochrogaster ENSMOCG00000012520
cricetulus_griseus_chok1gshd ENSCGRG00001002851
cricetulus_griseus_crigri ENSCGRG00000013722
cricetulus_griseus_crigri-picr ENSCGRG00015002941
cricetulus_griseus_chok1gshd ENSCGRG00001011087
cricetulus_griseus_crigri-picr ENSCGRG00015022226
mesocricetus_auratus ENSMAUG00000015924
nannospalax_galili ENSNGAG00000015848
gorilla_gorilla ENSGGOG00000026150
carlito_syrichta ENSTSYG00000030719
oryctolagus_cuniculus ENSOCUG00000014339
tupaia_belangeri ENSTBEG00000010811
ochotona_princeps ENSOPRG00000006669
equus_caballus ENSECAG00000007694
equus_asinus_asinus ENSEASG00005003886
sorex_araneus ENSSARG00000002804
bison_bison_bison ENSBBBG00000010065
bos_taurus ENSBTAG00000016427
ovis_aries ENSOARG00000009365
ovis_aries ENSOARG00000004020
capra_hircus ENSCHIG00000019380
tursiops_truncatus ENSTTRG00000014805
sus_scrofa ENSSSCG00000040248
vicugna_pacos ENSVPAG00000009908
ursus_americanus ENSUAMG00000023497
ursus_maritimus ENSUMAG00000024175
ailuropoda_melanoleuca ENSAMEG00000013318
neovison_vison ENSNVIG00000018598
mustela_putorius_furo ENSMPUG00000017869
canis_lupus_familiaris ENSCAFG00000030371
canis_lupus_dingo ENSCAFG00020004437
panthera_tigris_altaica ENSPTIG00000013437
panthera_pardus ENSPPRG00000011687
felis_catus ENSFCAG00000044277
pteropus_vampyrus ENSPVAG00000015882
myotis_lucifugus ENSMLUG00000013887
jaculus_jaculus ENSJJAG00000010654
dasypus_novemcinctus ENSDNOG00000041042
dasypus_novemcinctus ENSDNOG00000002635
choloepus_hoffmanni ENSCHOG00000008561
loxodonta_africana ENSLAFG00000008789
procavia_capensis ENSPCAG00000000772
propithecus_coquereli ENSPCOG00000021565
propithecus_coquereli ENSPCOG00000017303
microcebus_murinus ENSMICG00000006672
otolemur_garnettii ENSOGAG00000004718
homo_sapiens ENSG00000149600
homo_sapiens ENSG00000285382
pan_troglodytes ENSPTRG00000013383
pan_paniscus ENSPPAG00000038127
pongo_abelii ENSPPYG00000010910
nomascus_leucogenys ENSNLEG00000033204
cebus_capucinus ENSCCAG00000031234
callithrix_jacchus ENSCJAG00000038577
aotus_nancymaae ENSANAG00000007345
rhinopithecus_roxellana ENSRROG00000044231
rhinopithecus_bieti ENSRBIG00000029627
colobus_angolensis_palliatus ENSCANG00000029995
macaca_fascicularis ENSMFAG00000041599
macaca_mulatta ENSMMUG00000022721
macaca_nemestrina ENSMNEG00000041156
papio_anubis ENSPANG00000001132
mandrillus_leucophaeus ENSMLEG00000030786
cercocebus_atys ENSCATG00000033743
chlorocebus_sabaeus ENSCSAG00000012589
piliocolobus_tephrosceles ENSPTEG00000004909
theropithecus_gelada ENSTGEG00000007546
bos_mutus ENSBMUG00000014524
prolemur_simus ENSPSMG00000004760
vulpes_vulpes ENSVVUG00000005192
echinops_telfairi ENSETEG00000011306
notamacropus_eugenii ENSMEUG00000010627
monodelphis_domestica ENSMODG00000019450
sarcophilus_harrisii ENSSHAG00000006762
phascolarctos_cinereus ENSPCIG00000025344
pogona_vitticeps ENSPVIG00000001351
anolis_carolinensis ENSACAG00000009735
notechis_scutatus ENSNSUG00000004431
nothoprocta_perdicaria ENSNPEG00000007557
ciona_intestinalis ENSCING00000001709
ciona_savignyi ENSCSAVG00000005188
