junco_hyemalis ENSJHYG00000007540
anser_brachyrhynchus ENSABRG00000021455
bos_taurus ENSBTAG00000031658
scleropages_formosus ENSSFOG00015012310
takifugu_rubripes ENSTRUG00000005145
apteryx_haastii ENSAHAG00000007032
apteryx_owenii ENSAOWG00000014131
apteryx_rowi ENSARWG00000017045
dromaius_novaehollandiae ENSDNVG00000014021
nothoprocta_perdicaria ENSNPEG00000009165
anser_brachyrhynchus ENSABRG00000013684
anas_platyrhynchos_platyrhynchos ENSAPLG00000014502
gallus_gallus ENSGALG00000002294
meleagris_gallopavo ENSMGAG00000008867
coturnix_japonica ENSCJPG00005005875
numida_meleagris ENSNMEG00000013400
calidris_pygmaea ENSCPGG00000011308
calidris_pugnax ENSCPUG00000004857
melopsittacus_undulatus ENSMUNG00000002698
taeniopygia_guttata ENSTGUG00000017547
lonchura_striata_domestica ENSLSDG00000011913
serinus_canaria ENSSCAG00000005315
zonotrichia_albicollis ENSZALG00000006316
ficedula_albicollis ENSFALG00000001857
cyanistes_caeruleus ENSCCEG00000011955
parus_major ENSPMJG00000005483
manacus_vitellinus ENSMVIG00005019639
lepidothrix_coronata ENSLCOG00000005241
crocodylus_porosus ENSCPRG00005015501
gopherus_agassizii ENSGAGG00000011703
chelonoidis_abingdonii ENSCABG00000015471
chrysemys_picta_bellii ENSCPBG00000001939
pelodiscus_sinensis ENSPSIG00000017844
anolis_carolinensis ENSACAG00000008169
pogona_vitticeps ENSPVIG00000010997
notechis_scutatus ENSNSUG00000013310
salvator_merianae ENSSMRG00000003007
sphenodon_punctatus ENSSPUG00000014546
phascolarctos_cinereus ENSPCIG00000028576
notamacropus_eugenii ENSMEUG00000014723
sarcophilus_harrisii ENSSHAG00000011213
monodelphis_domestica ENSMODG00000013614
homo_sapiens ENSG00000092421
gorilla_gorilla ENSGGOG00000023232
pan_troglodytes ENSPTRG00000017162
pan_paniscus ENSPPAG00000031930
pongo_abelii ENSPPYG00000015705
nomascus_leucogenys ENSNLEG00000011779
macaca_mulatta ENSMMUG00000012265
macaca_nemestrina ENSMNEG00000032788
macaca_fascicularis ENSMFAG00000041392
papio_anubis ENSPANG00000003800
mandrillus_leucophaeus ENSMLEG00000042943
theropithecus_gelada ENSTGEG00000011905
cercocebus_atys ENSCATG00000037797
chlorocebus_sabaeus ENSCSAG00000014749
rhinopithecus_roxellana ENSRROG00000045250
rhinopithecus_bieti ENSRBIG00000043931
colobus_angolensis_palliatus ENSCANG00000031945
piliocolobus_tephrosceles ENSPTEG00000036896
callithrix_jacchus ENSCJAG00000016830
callithrix_jacchus ENSCJAG00000043898
cebus_capucinus ENSCCAG00000021111
saimiri_boliviensis_boliviensis ENSSBOG00000031739
aotus_nancymaae ENSANAG00000025286
carlito_syrichta ENSTSYG00000013550
propithecus_coquereli ENSPCOG00000027566
prolemur_simus ENSPSMG00000007461
microcebus_murinus ENSMICG00000001450
otolemur_garnettii ENSOGAG00000004297
chinchilla_lanigera ENSCLAG00000014716
octodon_degus ENSODEG00000002653
cavia_porcellus ENSCPOG00000007703
cavia_aperea ENSCAPG00000004583
heterocephalus_glaber_female ENSHGLG00000014606
heterocephalus_glaber_male ENSHGLG00100000915
fukomys_damarensis ENSFDAG00000014660
urocitellus_parryii ENSUPAG00010020109
ictidomys_tridecemlineatus ENSSTOG00000001707
spermophilus_dauricus ENSSDAG00000007238
marmota_marmota_marmota ENSMMMG00000006922
jaculus_jaculus ENSJJAG00000004175
jaculus_jaculus ENSJJAG00000004712
mus_spicilegus ENSMSIG00000015364
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023174
mus_musculus ENSMUSG00000019647
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022262
mus_pahari MGP_PahariEiJ_G0018995
rattus_norvegicus ENSRNOG00000004033
meriones_unguiculatus ENSMUGG00000017436
cricetulus_griseus_chok1gshd ENSCGRG00001021091
cricetulus_griseus_crigri-picr ENSCGRG00015005507
cricetulus_griseus_crigri ENSCGRG00000009988
mesocricetus_auratus ENSMAUG00000018043
microtus_ochrogaster ENSMOCG00000018471
peromyscus_maniculatus_bairdii ENSPEMG00000005804
nannospalax_galili ENSNGAG00000005129
castor_canadensis ENSCCNG00000005431
ursus_maritimus ENSUMAG00000018891
ursus_americanus ENSUAMG00000016690
ursus_americanus ENSUAMG00000009061
ailuropoda_melanoleuca ENSAMEG00000015546
mustela_putorius_furo ENSMPUG00000000806
neovison_vison ENSNVIG00000014678
canis_lupus_dingo ENSCAFG00020004122
canis_lupus_dingo ENSCAFG00020004131
canis_lupus_familiaris ENSCAFG00000000192
vulpes_vulpes ENSVVUG00000019437
panthera_tigris_altaica ENSPTIG00000007923
panthera_pardus ENSPPRG00000011633
felis_catus ENSFCAG00000012585
myotis_lucifugus ENSMLUG00000009289
equus_caballus ENSECAG00000006827
equus_asinus_asinus ENSEASG00005014985
pteropus_vampyrus ENSPVAG00000007750
bos_mutus ENSBMUG00000019659
bos_taurus ENSBTAG00000020489
bison_bison_bison ENSBBBG00000010310
capra_hircus ENSCHIG00000018089
ovis_aries ENSOARG00000001863
tursiops_truncatus ENSTTRG00000004859
sus_scrofa ENSSSCG00000014224
vicugna_pacos ENSVPAG00000001055
dasypus_novemcinctus ENSDNOG00000002978
choloepus_hoffmanni ENSCHOG00000007459
loxodonta_africana ENSLAFG00000004387
procavia_capensis ENSPCAG00000009959
echinops_telfairi ENSETEG00000016326
sorex_araneus ENSSARG00000008750
erinaceus_europaeus ENSEEUG00000009796
oryctolagus_cuniculus ENSOCUG00000013815
ochotona_princeps ENSOPRG00000014796
dipodomys_ordii ENSDORG00000004414
tupaia_belangeri ENSTBEG00000010608
ornithorhynchus_anatinus ENSOANG00000008223
xenopus_tropicalis ENSXETG00000018720
latimeria_chalumnae ENSLACG00000016635
pygocentrus_nattereri ENSPNAG00000008800
astyanax_mexicanus ENSAMXG00000040240
astyanax_mexicanus ENSAMXG00000012798
ictalurus_punctatus ENSIPUG00000025112
danio_rerio ENSDARG00000102165
esox_lucius ENSELUG00000019137
scleropages_formosus ENSSFOG00015021257
paramormyrops_kingsleyae ENSPKIG00000017662
oryzias_latipes ENSORLG00000003447
oryzias_latipes ENSORLG00020003742
oryzias_latipes_asm223469v1 ENSORLG00015013282
oryzias_melastigma ENSOMEG00000019695
monopterus_albus ENSMALG00000018813
takifugu_rubripes ENSTRUG00000016754
