mastacembelus_armatus ENSMAMG00000000579
monopterus_albus ENSMALG00000019903
anabas_testudineus ENSATEG00000001420
labrus_bergylta ENSLBEG00000003268
seriola_dumerili ENSSDUG00000019161
seriola_lalandi_dorsalis ENSSLDG00000001497
scophthalmus_maximus ENSSMAG00000016067
xiphophorus_maculatus ENSXMAG00000021233
gambusia_affinis ENSGAFG00000014162
poecilia_reticulata ENSPREG00000015844
poecilia_mexicana ENSPMEG00000016450
fundulus_heteroclitus ENSFHEG00000001091
kryptolebias_marmoratus ENSKMAG00000015755
oryzias_latipes ENSORLG00020016770
oryzias_latipes ENSORLG00000023084
oryzias_latipes_asm223469v1 ENSORLG00015023280
oryzias_melastigma ENSOMEG00000021463
amphiprion_ocellaris ENSAOCG00000023383
amphiprion_ocellaris ENSAOCG00000011362
amphiprion_percula ENSAPEG00000005039
acanthochromis_polyacanthus ENSAPOG00000011395
stegastes_partitus ENSSPAG00000019595
maylandia_zebra ENSMZEG00005019319
astatotilapia_calliptera ENSACLG00000019385
haplochromis_burtoni ENSHBUG00000020462
amphilophus_citrinellus ENSACIG00000006091
mola_mola ENSMMOG00000019099
takifugu_rubripes ENSTRUG00000020196
xiphophorus_couchianus ENSXCOG00000002085
esox_lucius ENSELUG00000023341
pygocentrus_nattereri ENSPNAG00000008593
astyanax_mexicanus ENSAMXG00000041644
danio_rerio ENSDARG00000097876
scleropages_formosus ENSSFOG00015001116
paramormyrops_kingsleyae ENSPKIG00000020052
