mus_spicilegus ENSMSIG00000010077
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017145
mus_musculus ENSMUSG00000044542
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016301
mus_pahari MGP_PahariEiJ_G0017436
rattus_norvegicus ENSRNOG00000003671
meriones_unguiculatus ENSMUGG00000002652
microtus_ochrogaster ENSMOCG00000021712
peromyscus_maniculatus_bairdii ENSPEMG00000002087
cricetulus_griseus_crigri-picr ENSCGRG00015025776
cricetulus_griseus_crigri ENSCGRG00000009693
cricetulus_griseus_chok1gshd ENSCGRG00001004549
mesocricetus_auratus ENSMAUG00000013991
nannospalax_galili ENSNGAG00000016946
jaculus_jaculus ENSJJAG00000018429
heterocephalus_glaber_male ENSHGLG00100001372
heterocephalus_glaber_female ENSHGLG00000009648
fukomys_damarensis ENSFDAG00000010292
cavia_porcellus ENSCPOG00000020734
octodon_degus ENSODEG00000007660
castor_canadensis ENSCCNG00000002911
dipodomys_ordii ENSDORG00000009397
spermophilus_dauricus ENSSDAG00000019100
ictidomys_tridecemlineatus ENSSTOG00000013571
urocitellus_parryii ENSUPAG00010003061
marmota_marmota_marmota ENSMMMG00000010955
theropithecus_gelada ENSTGEG00000016438
mandrillus_leucophaeus ENSMLEG00000035870
macaca_nemestrina ENSMNEG00000013479
macaca_mulatta ENSMMUG00000039065
macaca_fascicularis ENSMFAG00000041980
chlorocebus_sabaeus ENSCSAG00000008706
papio_anubis ENSPANG00000031959
cercocebus_atys ENSCATG00000033045
rhinopithecus_roxellana ENSRROG00000037013
rhinopithecus_bieti ENSRBIG00000030807
piliocolobus_tephrosceles ENSPTEG00000005756
colobus_angolensis_palliatus ENSCANG00000038885
pan_troglodytes ENSPTRG00000017595
homo_sapiens ENSG00000175325
gorilla_gorilla ENSGGOG00000022869
pongo_abelii ENSPPYG00000016101
nomascus_leucogenys ENSNLEG00000015712
saimiri_boliviensis_boliviensis ENSSBOG00000031857
callithrix_jacchus ENSCJAG00000012060
cebus_capucinus ENSCCAG00000034125
aotus_nancymaae ENSANAG00000033421
carlito_syrichta ENSTSYG00000027318
prolemur_simus ENSPSMG00000024453
propithecus_coquereli ENSPCOG00000027309
microcebus_murinus ENSMICG00000027568
otolemur_garnettii ENSOGAG00000010613
oryctolagus_cuniculus ENSOCUG00000027555
tupaia_belangeri ENSTBEG00000011769
bos_taurus ENSBTAG00000007359
bos_mutus ENSBMUG00000002478
bison_bison_bison ENSBBBG00000011128
ovis_aries ENSOARG00000006802
capra_hircus ENSCHIG00000024273
tursiops_truncatus ENSTTRG00000015377
sus_scrofa ENSSSCG00000029569
ursus_americanus ENSUAMG00000023384
ursus_maritimus ENSUMAG00000023925
ailuropoda_melanoleuca ENSAMEG00000009100
neovison_vison ENSNVIG00000009566
mustela_putorius_furo ENSMPUG00000000729
canis_lupus_familiaris ENSCAFG00000000268
canis_lupus_dingo ENSCAFG00020003569
vulpes_vulpes ENSVVUG00000001216
panthera_tigris_altaica ENSPTIG00000021642
panthera_pardus ENSPPRG00000011246
felis_catus ENSFCAG00000044834
erinaceus_europaeus ENSEEUG00000007090
myotis_lucifugus ENSMLUG00000004005
pteropus_vampyrus ENSPVAG00000003573
equus_asinus_asinus ENSEASG00005007169
equus_caballus ENSECAG00000012415
loxodonta_africana ENSLAFG00000004721
echinops_telfairi ENSETEG00000013287
dasypus_novemcinctus ENSDNOG00000001260
sorex_araneus ENSSARG00000005827
sarcophilus_harrisii ENSSHAG00000005284
gasterosteus_aculeatus ENSGACG00000002587
kryptolebias_marmoratus ENSKMAG00000003404
mola_mola ENSMMOG00000008129
labrus_bergylta ENSLBEG00000009650
mastacembelus_armatus ENSMAMG00000011055
anabas_testudineus ENSATEG00000009486
hippocampus_comes ENSHCOG00000006175
hippocampus_comes ENSHCOG00000004545
monopterus_albus ENSMALG00000006288
amphiprion_ocellaris ENSAOCG00000001430
amphiprion_percula ENSAPEG00000006362
acanthochromis_polyacanthus ENSAPOG00000009292
stegastes_partitus ENSSPAG00000016098
amphilophus_citrinellus ENSACIG00000015406
cynoglossus_semilaevis ENSCSEG00000000604
periophthalmus_magnuspinnatus ENSPMGG00000018654
