calidris_pugnax ENSCPUG00000001580
calidris_pygmaea ENSCPGG00000011657
gallus_gallus ENSGALG00000021688
meleagris_gallopavo ENSMGAG00000007613
coturnix_japonica ENSCJPG00005006139
numida_meleagris ENSNMEG00000007794
anas_platyrhynchos_platyrhynchos ENSAPLG00000000921
anser_brachyrhynchus ENSABRG00000005848
melopsittacus_undulatus ENSMUNG00000004167
lepidothrix_coronata ENSLCOG00000001348
manacus_vitellinus ENSMVIG00005007977
lonchura_striata_domestica ENSLSDG00000014577
taeniopygia_guttata ENSTGUG00000000098
junco_hyemalis ENSJHYG00000014306
parus_major ENSPMJG00000004478
crocodylus_porosus ENSCPRG00005013031
gopherus_agassizii ENSGAGG00000016183
chrysemys_picta_bellii ENSCPBG00000017070
