scophthalmus_maximus ENSSMAG00000015866
cynoglossus_semilaevis ENSCSEG00000019573
seriola_dumerili ENSSDUG00000001894
seriola_lalandi_dorsalis ENSSLDG00000012362
fundulus_heteroclitus ENSFHEG00000016190
cyprinodon_variegatus ENSCVAG00000002123
poecilia_formosa ENSPFOG00000010989
poecilia_mexicana ENSPMEG00000013338
poecilia_latipinna ENSPLAG00000020108
poecilia_reticulata ENSPREG00000016695
xiphophorus_maculatus ENSXMAG00000020961
xiphophorus_couchianus ENSXCOG00000019332
gambusia_affinis ENSGAFG00000000197
kryptolebias_marmoratus ENSKMAG00000022007
oryzias_latipes_asm223469v1 ENSORLG00015019071
oryzias_latipes ENSORLG00000001223
oryzias_latipes ENSORLG00020011760
oryzias_melastigma ENSOMEG00000010611
amphiprion_percula ENSAPEG00000011596
amphiprion_ocellaris ENSAOCG00000011076
amphiprion_percula ENSAPEG00000011569
acanthochromis_polyacanthus ENSAPOG00000022217
stegastes_partitus ENSSPAG00000014790
acanthochromis_polyacanthus ENSAPOG00000022203
amphiprion_percula ENSAPEG00000011562
stegastes_partitus ENSSPAG00000014777
amphiprion_percula ENSAPEG00000000591
amphiprion_ocellaris ENSAOCG00000004021
acanthochromis_polyacanthus ENSAPOG00000001423
stegastes_partitus ENSSPAG00000003539
astatotilapia_calliptera ENSACLG00000010083
maylandia_zebra ENSMZEG00005026948
haplochromis_burtoni ENSHBUG00000016651
pundamilia_nyererei ENSPNYG00000005860
oreochromis_niloticus ENSONIG00000003942
neolamprologus_brichardi ENSNBRG00000022155
amphilophus_citrinellus ENSACIG00000001180
hippocampus_comes ENSHCOG00000007246
hippocampus_comes ENSHCOG00000009373
anabas_testudineus ENSATEG00000012197
anabas_testudineus ENSATEG00000011228
mastacembelus_armatus ENSMAMG00000022105
labrus_bergylta ENSLBEG00000028103
labrus_bergylta ENSLBEG00000028090
labrus_bergylta ENSLBEG00000007894
labrus_bergylta ENSLBEG00000022233
labrus_bergylta ENSLBEG00000015777
labrus_bergylta ENSLBEG00000022149
gasterosteus_aculeatus ENSGACG00000009883
gasterosteus_aculeatus ENSGACG00000009880
takifugu_rubripes ENSTRUG00000004574
tetraodon_nigroviridis ENSTNIG00000001069
mola_mola ENSMMOG00000017003
