anser_brachyrhynchus ENSABRG00000012901
anas_platyrhynchos_platyrhynchos ENSAPLG00000007403
meleagris_gallopavo ENSMGAG00000005273
coturnix_japonica ENSCJPG00005015544
gallus_gallus ENSGALG00000032022
numida_meleagris ENSNMEG00000005261
lepidothrix_coronata ENSLCOG00000010469
manacus_vitellinus ENSMVIG00005014803
taeniopygia_guttata ENSTGUG00000001926
lonchura_striata_domestica ENSLSDG00000001809
serinus_canaria ENSSCAG00000004024
junco_hyemalis ENSJHYG00000009604
zonotrichia_albicollis ENSZALG00000013623
parus_major ENSPMJG00000002282
cyanistes_caeruleus ENSCCEG00000012377
ficedula_albicollis ENSFALG00000007598
calidris_pygmaea ENSCPGG00000011590
calidris_pugnax ENSCPUG00000015744
melopsittacus_undulatus ENSMUNG00000003812
apteryx_owenii ENSAOWG00000008206
apteryx_haastii ENSAHAG00000013481
apteryx_rowi ENSARWG00000016312
dromaius_novaehollandiae ENSDNVG00000001007
nothoprocta_perdicaria ENSNPEG00000008354
crocodylus_porosus ENSCPRG00005016543
gopherus_agassizii ENSGAGG00000002308
chelonoidis_abingdonii ENSCABG00000014632
chrysemys_picta_bellii ENSCPBG00000002731
pelodiscus_sinensis ENSPSIG00000007072
anolis_carolinensis ENSACAG00000016181
pogona_vitticeps ENSPVIG00000002080
notechis_scutatus ENSNSUG00000008960
salvator_merianae ENSSMRG00000009311
sphenodon_punctatus ENSSPUG00000016135
phascolarctos_cinereus ENSPCIG00000006383
notamacropus_eugenii ENSMEUG00000008234
sarcophilus_harrisii ENSSHAG00000007764
monodelphis_domestica ENSMODG00000004059
dasypus_novemcinctus ENSDNOG00000018009
echinops_telfairi ENSETEG00000014657
cricetulus_griseus_chok1gshd ENSCGRG00001001483
cricetulus_griseus_crigri-picr ENSCGRG00015003914
cricetulus_griseus_crigri ENSCGRG00000000304
mesocricetus_auratus ENSMAUG00000000457
microtus_ochrogaster ENSMOCG00000012651
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020583
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019690
mus_musculus ENSMUSG00000022321
mus_pahari MGP_PahariEiJ_G0016066
rattus_norvegicus ENSRNOG00000009771
nannospalax_galili ENSNGAG00000007292
dipodomys_ordii ENSDORG00000007213
heterocephalus_glaber_male ENSHGLG00100004066
heterocephalus_glaber_female ENSHGLG00000000095
fukomys_damarensis ENSFDAG00000018589
chinchilla_lanigera ENSCLAG00000011884
tupaia_belangeri ENSTBEG00000005414
microcebus_murinus ENSMICG00000009537
propithecus_coquereli ENSPCOG00000013786
otolemur_garnettii ENSOGAG00000008502
pan_troglodytes ENSPTRG00000016758
pan_paniscus ENSPPAG00000035607
homo_sapiens ENSG00000040731
gorilla_gorilla ENSGGOG00000012457
pongo_abelii ENSPPYG00000015367
nomascus_leucogenys ENSNLEG00000012000
theropithecus_gelada ENSTGEG00000003711
papio_anubis ENSPANG00000019074
mandrillus_leucophaeus ENSMLEG00000029713
macaca_nemestrina ENSMNEG00000041789
macaca_mulatta ENSMMUG00000012293
macaca_fascicularis ENSMFAG00000001810
cercocebus_atys ENSCATG00000044474
chlorocebus_sabaeus ENSCSAG00000017224
rhinopithecus_roxellana ENSRROG00000030487
rhinopithecus_bieti ENSRBIG00000038924
colobus_angolensis_palliatus ENSCANG00000023536
piliocolobus_tephrosceles ENSPTEG00000036996
saimiri_boliviensis_boliviensis ENSSBOG00000028851
cebus_capucinus ENSCCAG00000021129
callithrix_jacchus ENSCJAG00000011702
carlito_syrichta ENSTSYG00000013101
urocitellus_parryii ENSUPAG00010003734
ictidomys_tridecemlineatus ENSSTOG00000015019
spermophilus_dauricus ENSSDAG00000000137
marmota_marmota_marmota ENSMMMG00000003979
oryctolagus_cuniculus ENSOCUG00000008106
prolemur_simus ENSPSMG00000015354
ursus_maritimus ENSUMAG00000016410
ailuropoda_melanoleuca ENSAMEG00000010644
neovison_vison ENSNVIG00000009970
mustela_putorius_furo ENSMPUG00000015255
panthera_tigris_altaica ENSPTIG00000013623
panthera_pardus ENSPPRG00000020168
felis_catus ENSFCAG00000027287
pteropus_vampyrus ENSPVAG00000015071
bos_mutus ENSBMUG00000005536
bos_taurus ENSBTAG00000002845
bison_bison_bison ENSBBBG00000009066
ovis_aries ENSOARG00000012756
capra_hircus ENSCHIG00000024356
tursiops_truncatus ENSTTRG00000014964
sus_scrofa ENSSSCG00000016802
vicugna_pacos ENSVPAG00000007515
equus_asinus_asinus ENSEASG00005007161
equus_caballus ENSECAG00000004842
meriones_unguiculatus ENSMUGG00000011093
mus_spicilegus ENSMSIG00000015151
peromyscus_maniculatus_bairdii ENSPEMG00000015486
jaculus_jaculus ENSJJAG00000013847
castor_canadensis ENSCCNG00000000590
cavia_porcellus ENSCPOG00000000096
cavia_aperea ENSCAPG00000005904
canis_lupus_familiaris ENSCAFG00000018996
canis_lupus_dingo ENSCAFG00020019506
vulpes_vulpes ENSVVUG00000030310
octodon_degus ENSODEG00000009599
octodon_degus ENSODEG00000010494
meriones_unguiculatus ENSMUGG00000023834
mus_spicilegus ENSMSIG00000026759
peromyscus_maniculatus_bairdii ENSPEMG00000025057
ursus_americanus ENSUAMG00000014767
aotus_nancymaae ENSANAG00000028080
procavia_capensis ENSPCAG00000001318
choloepus_hoffmanni ENSCHOG00000006103
myotis_lucifugus ENSMLUG00000013350
loxodonta_africana ENSLAFG00000008284
erinaceus_europaeus ENSEEUG00000008107
sorex_araneus ENSSARG00000011392
ochotona_princeps ENSOPRG00000008495
ursus_americanus ENSUAMG00000012130
ornithorhynchus_anatinus ENSOANG00000002504
xenopus_tropicalis ENSXETG00000002106
latimeria_chalumnae ENSLACG00000008054
periophthalmus_magnuspinnatus ENSPMGG00000001580
periophthalmus_magnuspinnatus ENSPMGG00000001584
fundulus_heteroclitus ENSFHEG00000003922
cyprinodon_variegatus ENSCVAG00000016370
poecilia_formosa ENSPFOG00000001156
poecilia_latipinna ENSPLAG00000017933
poecilia_mexicana ENSPMEG00000001197
poecilia_reticulata ENSPREG00000022217
gambusia_affinis ENSGAFG00000016882
xiphophorus_maculatus ENSXMAG00000014178
kryptolebias_marmoratus ENSKMAG00000021741
oryzias_latipes_asm223469v1 ENSORLG00015003019
oryzias_latipes ENSORLG00020002764
oryzias_latipes ENSORLG00000013737
oryzias_melastigma ENSOMEG00000001056
hippocampus_comes ENSHCOG00000008525
takifugu_rubripes ENSTRUG00000017792
tetraodon_nigroviridis ENSTNIG00000012179
mola_mola ENSMMOG00000004010
seriola_dumerili ENSSDUG00000011139
seriola_lalandi_dorsalis ENSSLDG00000025290
scophthalmus_maximus ENSSMAG00000007724
labrus_bergylta ENSLBEG00000010289
labrus_bergylta ENSLBEG00000014375
amphiprion_percula ENSAPEG00000007661
amphiprion_ocellaris ENSAOCG00000021365
acanthochromis_polyacanthus ENSAPOG00000014582
stegastes_partitus ENSSPAG00000011169
astatotilapia_calliptera ENSACLG00000011924
maylandia_zebra ENSMZEG00005019383
pundamilia_nyererei ENSPNYG00000000495
haplochromis_burtoni ENSHBUG00000015505
neolamprologus_brichardi ENSNBRG00000002018
oreochromis_niloticus ENSONIG00000006559
amphilophus_citrinellus ENSACIG00000019390
cynoglossus_semilaevis ENSCSEG00000000247
monopterus_albus ENSMALG00000010712
mastacembelus_armatus ENSMAMG00000012555
anabas_testudineus ENSATEG00000022057
xiphophorus_couchianus ENSXCOG00000015313
gasterosteus_aculeatus ENSGACG00000000594
gadus_morhua ENSGMOG00000005335
esox_lucius ENSELUG00000004584
pygocentrus_nattereri ENSPNAG00000002747
astyanax_mexicanus ENSAMXG00000011737
ictalurus_punctatus ENSIPUG00000010357
danio_rerio ENSDARG00000103903
scleropages_formosus ENSSFOG00015009629
paramormyrops_kingsleyae ENSPKIG00000025199
astyanax_mexicanus ENSAMXG00000009104
pygocentrus_nattereri ENSPNAG00000022765
ictalurus_punctatus ENSIPUG00000002105
danio_rerio ENSDARG00000055843
paramormyrops_kingsleyae ENSPKIG00000015692
lepisosteus_oculatus ENSLOCG00000012835
taeniopygia_guttata ENSTGUG00000001914
lonchura_striata_domestica ENSLSDG00000001818
serinus_canaria ENSSCAG00000004098
zonotrichia_albicollis ENSZALG00000018112
parus_major ENSPMJG00000002485
cyanistes_caeruleus ENSCCEG00000012370
ficedula_albicollis ENSFALG00000007539
lepidothrix_coronata ENSLCOG00000010468
melopsittacus_undulatus ENSMUNG00000001232
coturnix_japonica ENSCJPG00005015536
crocodylus_porosus ENSCPRG00005016516
gopherus_agassizii ENSGAGG00000017732
chelonoidis_abingdonii ENSCABG00000014782
chrysemys_picta_bellii ENSCPBG00000021612
pelodiscus_sinensis ENSPSIG00000016670
pogona_vitticeps ENSPVIG00000019444
phascolarctos_cinereus ENSPCIG00000025224
sarcophilus_harrisii ENSSHAG00000009110
monodelphis_domestica ENSMODG00000003756
cricetulus_griseus_chok1gshd ENSCGRG00001015709
cricetulus_griseus_crigri-picr ENSCGRG00015003976
cricetulus_griseus_crigri ENSCGRG00000007842
mesocricetus_auratus ENSMAUG00000014852
microtus_ochrogaster ENSMOCG00000001651
peromyscus_maniculatus_bairdii ENSPEMG00000019791
mus_spicilegus ENSMSIG00000021956
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020585
mus_musculus ENSMUSG00000040452
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019691
mus_pahari MGP_PahariEiJ_G0016067
rattus_norvegicus ENSRNOG00000026392
nannospalax_galili ENSNGAG00000015703
jaculus_jaculus ENSJJAG00000018602
spermophilus_dauricus ENSSDAG00000011660
ictidomys_tridecemlineatus ENSSTOG00000021521
urocitellus_parryii ENSUPAG00010003697
marmota_marmota_marmota ENSMMMG00000004013
cavia_porcellus ENSCPOG00000000607
cavia_aperea ENSCAPG00000008594
chinchilla_lanigera ENSCLAG00000013527
heterocephalus_glaber_male ENSHGLG00100011201
fukomys_damarensis ENSFDAG00000001945
castor_canadensis ENSCCNG00000017359
oryctolagus_cuniculus ENSOCUG00000007832
ochotona_princeps ENSOPRG00000008380
pan_troglodytes ENSPTRG00000016755
homo_sapiens ENSG00000154162
gorilla_gorilla ENSGGOG00000016817
pan_paniscus ENSPPAG00000029060
nomascus_leucogenys ENSNLEG00000011990
colobus_angolensis_palliatus ENSCANG00000032104
piliocolobus_tephrosceles ENSPTEG00000037313
rhinopithecus_bieti ENSRBIG00000044895
theropithecus_gelada ENSTGEG00000003532
mandrillus_leucophaeus ENSMLEG00000029068
cercocebus_atys ENSCATG00000039820
macaca_fascicularis ENSMFAG00000030271
macaca_mulatta ENSMMUG00000015092
macaca_nemestrina ENSMNEG00000043264
chlorocebus_sabaeus ENSCSAG00000017239
cebus_capucinus ENSCCAG00000019124
saimiri_boliviensis_boliviensis ENSSBOG00000026447
aotus_nancymaae ENSANAG00000034476
carlito_syrichta ENSTSYG00000009397
microcebus_murinus ENSMICG00000013261
prolemur_simus ENSPSMG00000015451
otolemur_garnettii ENSOGAG00000012968
tupaia_belangeri ENSTBEG00000006069
canis_lupus_familiaris ENSCAFG00000019028
canis_lupus_dingo ENSCAFG00020019537
vulpes_vulpes ENSVVUG00000030295
mustela_putorius_furo ENSMPUG00000008360
panthera_pardus ENSPPRG00000018034
panthera_tigris_altaica ENSPTIG00000013662
felis_catus ENSFCAG00000007961
pteropus_vampyrus ENSPVAG00000016518
sus_scrofa ENSSSCG00000016799
vicugna_pacos ENSVPAG00000010967
ovis_aries ENSOARG00000012806
capra_hircus ENSCHIG00000014575
bos_taurus ENSBTAG00000025893
bos_mutus ENSBMUG00000025035
bison_bison_bison ENSBBBG00000004378
tursiops_truncatus ENSTTRG00000015141
equus_asinus_asinus ENSEASG00005007168
equus_caballus ENSECAG00000014223
loxodonta_africana ENSLAFG00000017027
procavia_capensis ENSPCAG00000004243
echinops_telfairi ENSETEG00000017865
choloepus_hoffmanni ENSCHOG00000000108
dasypus_novemcinctus ENSDNOG00000000239
ornithorhynchus_anatinus ENSOANG00000002500
xenopus_tropicalis ENSXETG00000020440
latimeria_chalumnae ENSLACG00000002930
labrus_bergylta ENSLBEG00000023582
mola_mola ENSMMOG00000021464
seriola_dumerili ENSSDUG00000003060
seriola_lalandi_dorsalis ENSSLDG00000010996
scophthalmus_maximus ENSSMAG00000019851
monopterus_albus ENSMALG00000003548
mastacembelus_armatus ENSMAMG00000011391
anabas_testudineus ENSATEG00000005375
acanthochromis_polyacanthus ENSAPOG00000013734
amphiprion_percula ENSAPEG00000008857
maylandia_zebra ENSMZEG00005016743
pundamilia_nyererei ENSPNYG00000000587
astatotilapia_calliptera ENSACLG00000024102
haplochromis_burtoni ENSHBUG00000020507
neolamprologus_brichardi ENSNBRG00000007342
oreochromis_niloticus ENSONIG00000006284
amphilophus_citrinellus ENSACIG00000019313
esox_lucius ENSELUG00000012975
periophthalmus_magnuspinnatus ENSPMGG00000002371
labrus_bergylta ENSLBEG00000019384
tetraodon_nigroviridis ENSTNIG00000012180
neolamprologus_brichardi ENSNBRG00000002048
hippocampus_comes ENSHCOG00000008655
esox_lucius ENSELUG00000004551
ictalurus_punctatus ENSIPUG00000010450
scleropages_formosus ENSSFOG00015009490
lepisosteus_oculatus ENSLOCG00000012826
hippocampus_comes ENSHCOG00000001725
petromyzon_marinus ENSPMAG00000003693
