chelonoidis_abingdonii ENSCABG00000018820
chrysemys_picta_bellii ENSCPBG00000026833
gopherus_agassizii ENSGAGG00000008041
pelodiscus_sinensis ENSPSIG00000002814
taeniopygia_guttata ENSTGUG00000009426
taeniopygia_guttata ENSTGUG00000009429
lonchura_striata_domestica ENSLSDG00000012544
serinus_canaria ENSSCAG00000007220
junco_hyemalis ENSJHYG00000012960
zonotrichia_albicollis ENSZALG00000002347
parus_major ENSPMJG00000005070
ficedula_albicollis ENSFALG00000013241
lepidothrix_coronata ENSLCOG00000012472
manacus_vitellinus ENSMVIG00005017778
melopsittacus_undulatus ENSMUNG00000015087
calidris_pugnax ENSCPUG00000019606
calidris_pygmaea ENSCPGG00000009822
anser_brachyrhynchus ENSABRG00000002685
anas_platyrhynchos_platyrhynchos ENSAPLG00000003311
gallus_gallus ENSGALG00000007288
meleagris_gallopavo ENSMGAG00000009047
numida_meleagris ENSNMEG00000020747
coturnix_japonica ENSCJPG00005018031
apteryx_owenii ENSAOWG00000013554
apteryx_haastii ENSAHAG00000017466
apteryx_rowi ENSARWG00000018823
dromaius_novaehollandiae ENSDNVG00000011823
nothoprocta_perdicaria ENSNPEG00000003444
crocodylus_porosus ENSCPRG00005016304
pogona_vitticeps ENSPVIG00000012007
anolis_carolinensis ENSACAG00000001187
notechis_scutatus ENSNSUG00000007655
salvator_merianae ENSSMRG00000017390
sphenodon_punctatus ENSSPUG00000011498
phascolarctos_cinereus ENSPCIG00000012744
notamacropus_eugenii ENSMEUG00000015065
sarcophilus_harrisii ENSSHAG00000009729
monodelphis_domestica ENSMODG00000002975
gorilla_gorilla ENSGGOG00000012870
homo_sapiens ENSG00000188817
pan_troglodytes ENSPTRG00000015074
pan_paniscus ENSPPAG00000014773
pongo_abelii ENSPPYG00000013747
nomascus_leucogenys ENSNLEG00000011755
papio_anubis ENSPANG00000005180
cebus_capucinus ENSCCAG00000027577
callithrix_jacchus ENSCJAG00000041591
saimiri_boliviensis_boliviensis ENSSBOG00000019708
macaca_fascicularis ENSMFAG00000041510
macaca_nemestrina ENSMNEG00000032350
cercocebus_atys ENSCATG00000038530
mandrillus_leucophaeus ENSMLEG00000038491
macaca_mulatta ENSMMUG00000045700
rhinopithecus_roxellana ENSRROG00000008111
rhinopithecus_bieti ENSRBIG00000040677
colobus_angolensis_palliatus ENSCANG00000037095
piliocolobus_tephrosceles ENSPTEG00000026264
aotus_nancymaae ENSANAG00000031869
ictidomys_tridecemlineatus ENSSTOG00000005384
urocitellus_parryii ENSUPAG00010001358
spermophilus_dauricus ENSSDAG00000010653
cavia_porcellus ENSCPOG00000012821
cricetulus_griseus_crigri-picr ENSCGRG00015015793
cricetulus_griseus_chok1gshd ENSCGRG00001000254
mus_spicilegus ENSMSIG00000014089
mus_musculus ENSMUSG00000044772
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019831
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018955
mus_pahari MGP_PahariEiJ_G0029969
rattus_norvegicus ENSRNOG00000027383
meriones_unguiculatus ENSMUGG00000017242
microtus_ochrogaster ENSMOCG00000022682
mesocricetus_auratus ENSMAUG00000004227
peromyscus_maniculatus_bairdii ENSPEMG00000009053
nannospalax_galili ENSNGAG00000021387
jaculus_jaculus ENSJJAG00000015141
dipodomys_ordii ENSDORG00000001877
heterocephalus_glaber_male ENSHGLG00100019147
heterocephalus_glaber_female ENSHGLG00000002653
fukomys_damarensis ENSFDAG00000013598
chinchilla_lanigera ENSCLAG00000000879
octodon_degus ENSODEG00000000473
oryctolagus_cuniculus ENSOCUG00000004993
ochotona_princeps ENSOPRG00000004370
prolemur_simus ENSPSMG00000004810
propithecus_coquereli ENSPCOG00000016354
otolemur_garnettii ENSOGAG00000016059
carlito_syrichta ENSTSYG00000014010
tupaia_belangeri ENSTBEG00000014206
sorex_araneus ENSSARG00000010732
erinaceus_europaeus ENSEEUG00000014357
equus_asinus_asinus ENSEASG00005001498
equus_caballus ENSECAG00000010341
pteropus_vampyrus ENSPVAG00000009753
myotis_lucifugus ENSMLUG00000005191
bos_taurus ENSBTAG00000013026
bos_mutus ENSBMUG00000013068
bison_bison_bison ENSBBBG00000020783
capra_hircus ENSCHIG00000013587
ovis_aries ENSOARG00000011623
vicugna_pacos ENSVPAG00000004827
tursiops_truncatus ENSTTRG00000012666
sus_scrofa ENSSSCG00000011492
ursus_americanus ENSUAMG00000001968
ursus_maritimus ENSUMAG00000023507
ailuropoda_melanoleuca ENSAMEG00000015296
mustela_putorius_furo ENSMPUG00000016924
neovison_vison ENSNVIG00000011525
canis_lupus_dingo ENSCAFG00020010778
canis_lupus_familiaris ENSCAFG00000031164
vulpes_vulpes ENSVVUG00000014798
panthera_pardus ENSPPRG00000003698
panthera_tigris_altaica ENSPTIG00000011995
felis_catus ENSFCAG00000003859
loxodonta_africana ENSLAFG00000010388
procavia_capensis ENSPCAG00000016769
echinops_telfairi ENSETEG00000019991
dasypus_novemcinctus ENSDNOG00000048429
lepisosteus_oculatus ENSLOCG00000010361
