anolis_carolinensis ENSACAG00000010030
pogona_vitticeps ENSPVIG00000017642
notechis_scutatus ENSNSUG00000001644
salvator_merianae ENSSMRG00000005635
sphenodon_punctatus ENSSPUG00000015549
gopherus_agassizii ENSGAGG00000024571
chrysemys_picta ENSCPBG00000020106
chelonoidis_abingdonii ENSCABG00000007166
pelodiscus_sinensis ENSPSIG00000002981
gallus_gallus ENSGALG00000035879
meleagris_gallopavo ENSMGAG00000009997
meleagris_gallopavo ENSMGAG00000003604
coturnix_japonica ENSCJPG00005003565
numida_meleagris ENSNMEG00000013625
anser_brachyrhynchus ENSABRG00000005065
lepidothrix_coronata ENSLCOG00000007822
taeniopygia_guttata ENSTGUG00000015404
melopsittacus_undulatus ENSMUNG00000003375
calidris_pygmaea ENSCPGG00000017219
calidris_pygmaea ENSCPGG00000009081
apteryx_rowi ENSARWG00000015192
apteryx_rowi ENSARWG00000015193
nothoprocta_perdicaria ENSNPEG00000002279
anas_platyrhynchos ENSAPLG00000021362
apteryx_owenii ENSAOWG00000019259
bos_indicus ENSBIXG00005002563
bos_indicus ENSBIXG00000005916
bos_taurus ENSBTAG00000012897
bos_mutus ENSBMUG00000018162
bison_bison ENSBBBG00000014475
capra_hircus ENSCHIG00000023587
ovis_aries ENSOARG00000011427
tursiops_truncatus ENSTTRG00000009650
sus_scrofa ENSSSCG00000036237
equus_caballus ENSECAG00000011735
equus_asinus ENSEASG00005001934
pteropus_vampyrus ENSPVAG00000017746
myotis_lucifugus ENSMLUG00000010362
ursus_americanus ENSUAMG00000014703
ursus_maritimus ENSUMAG00000015500
ailuropoda_melanoleuca ENSAMEG00000011855
neovison_vison ENSNVIG00000021645
mustela_putorius ENSMPUG00000000849
canis_lupus ENSCAFG00020026116
canis_lupus ENSCAFG00000000060
vulpes_vulpes ENSVVUG00000022806
panthera_tigris ENSPTIG00000013381
panthera_pardus ENSPPRG00000023455
felis_catus ENSFCAG00000013958
erinaceus_europaeus ENSEEUG00000002252
chinchilla_lanigera ENSCLAG00000013079
octodon_degus ENSODEG00000004568
cavia_porcellus ENSCPOG00000007059
cavia_aperea ENSCAPG00000009890
heterocephalus_glaber ENSHGLG00000005586
heterocephalus_glaber ENSHGLG00100016833
fukomys_damarensis ENSFDAG00000002388
marmota_marmota ENSMMMG00000014336
spermophilus_dauricus ENSSDAG00000006908
ictidomys_tridecemlineatus ENSSTOG00000010310
urocitellus_parryii ENSUPAG00010014819
mus_musculus ENSMUSG00000025348
mus_spicilegus ENSMSIG00000028365
mus_spretus MGP_SPRETEiJ_G0016788
mus_caroli MGP_CAROLIEiJ_G0015963
mus_pahari MGP_PahariEiJ_G0031121
rattus_norvegicus ENSRNOG00000007905
meriones_unguiculatus ENSMUGG00000025007
peromyscus_maniculatus ENSPEMG00000001371
microtus_ochrogaster ENSMOCG00000014654
cricetulus_griseus ENSCGRG00000015340
cricetulus_griseus ENSCGRG00001024012
cricetulus_griseus ENSCGRG00015028143
mesocricetus_auratus ENSMAUG00000020070
nannospalax_galili ENSNGAG00000017617
jaculus_jaculus ENSJJAG00000001009
castor_canadensis ENSCCNG00000026742
dipodomys_ordii ENSDORG00000014150
oryctolagus_cuniculus ENSOCUG00000021735
ochotona_princeps ENSOPRG00000007656
pan_paniscus ENSPPAG00000036189
pan_troglodytes ENSPTRG00000005059
gorilla_gorilla ENSGGOG00000003161
homo_sapiens ENSG00000135424
pongo_abelii ENSPPYG00000004626
nomascus_leucogenys ENSNLEG00000017610
theropithecus_gelada ENSTGEG00000011927
papio_anubis ENSPANG00000016859
cercocebus_atys ENSCATG00000042855
mandrillus_leucophaeus ENSMLEG00000002509
macaca_fascicularis ENSMFAG00000022956
macaca_mulatta ENSMMUG00000013226
macaca_nemestrina ENSMNEG00000039845
chlorocebus_sabaeus ENSCSAG00000005333
rhinopithecus_roxellana ENSRROG00000043891
rhinopithecus_bieti ENSRBIG00000044253
colobus_angolensis ENSCANG00000018554
piliocolobus_tephrosceles ENSPTEG00000034394
saimiri_boliviensis ENSSBOG00000031271
callithrix_jacchus ENSCJAG00000008045
cebus_capucinus ENSCCAG00000036480
aotus_nancymaae ENSANAG00000035353
carlito_syrichta ENSTSYG00000033338
prolemur_simus ENSPSMG00000024098
microcebus_murinus ENSMICG00000010827
propithecus_coquereli ENSPCOG00000025443
otolemur_garnettii ENSOGAG00000010514
tupaia_belangeri ENSTBEG00000015589
dasypus_novemcinctus ENSDNOG00000049752
loxodonta_africana ENSLAFG00000026196
procavia_capensis ENSPCAG00000009009
echinops_telfairi ENSETEG00000009101
vombatus_ursinus ENSVURG00010023757
phascolarctos_cinereus ENSPCIG00000024668
notamacropus_eugenii ENSMEUG00000000406
sarcophilus_harrisii ENSSHAG00000009631
ornithorhynchus_anatinus ENSOANG00000000604
ornithorhynchus_anatinus ENSOANG00000028297
ornithorhynchus_anatinus ENSOANG00000031954
ictalurus_punctatus ENSIPUG00000024668
danio_rerio ENSDARG00000109859
hippocampus_comes ENSHCOG00000017195
xenopus_tropicalis ENSXETG00000003068
latimeria_chalumnae ENSLACG00000016510
denticeps_clupeoides ENSDCDG00000029265
denticeps_clupeoides ENSDCDG00000019624
clupea_harengus ENSCHAG00000027871
astyanax_mexicanus ENSAMXG00000024694
astyanax_mexicanus ENSAMXG00005007914
pygocentrus_nattereri ENSPNAG00000000209
electrophorus_electricus ENSEEEG00000015524
tetraodon_nigroviridis ENSTNIG00000014821
takifugu_rubripes ENSTRUG00000008645
betta_splendens ENSBSLG00000021932
scophthalmus_maximus ENSSMAG00000013375
cynoglossus_semilaevis ENSCSEG00000010344
seriola_lalandi ENSSLDG00000003670
seriola_dumerili ENSSDUG00000016235
lates_calcarifer ENSLCAG00010013933
monopterus_albus ENSMALG00000009219
mastacembelus_armatus ENSMAMG00000014009
anabas_testudineus ENSATEG00000024998
gasterosteus_aculeatus ENSGACG00000006983
cottoperca_gobio ENSCGOG00000000555
labrus_bergylta ENSLBEG00000015898
larimichthys_crocea ENSLCRG00005012588
mola_mola ENSMMOG00000010418
amphiprion_ocellaris ENSAOCG00000001994
amphiprion_percula ENSAPEG00000005940
acanthochromis_polyacanthus ENSAPOG00000002786
stegastes_partitus ENSSPAG00000020446
parambassis_ranga ENSPRNG00000015397
fundulus_heteroclitus ENSFHEG00000015568
cyprinodon_variegatus ENSCVAG00000015509
xiphophorus_maculatus ENSXMAG00000017644
gambusia_affinis ENSGAFG00000012964
poecilia_formosa ENSPFOG00000011133
poecilia_mexicana ENSPMEG00000018475
poecilia_latipinna ENSPLAG00000012256
poecilia_reticulata ENSPREG00000007286
kryptolebias_marmoratus ENSKMAG00000011461
oryzias_latipes ENSORLG00020018494
oryzias_latipes ENSORLG00015000415
oryzias_latipes ENSORLG00000004894
oryzias_melastigma ENSOMEG00000019674
gouania_willdenowi ENSGWIG00000005992
astatotilapia_calliptera ENSACLG00000017430
pundamilia_nyererei ENSPNYG00000014723
maylandia_zebra ENSMZEG00005006353
oreochromis_niloticus ENSONIG00000005230
neolamprologus_brichardi ENSNBRG00000003457
haplochromis_burtoni ENSHBUG00000017929
amphilophus_citrinellus ENSACIG00000018157
periophthalmus_magnuspinnatus ENSPMGG00000005344
gadus_morhua ENSGMOG00000001615
hucho_hucho ENSHHUG00000001581
hucho_hucho ENSHHUG00000046126
esox_lucius ENSELUG00000019180
scleropages_formosus ENSSFOG00015013843
paramormyrops_kingsleyae ENSPKIG00000001224
lepisosteus_oculatus ENSLOCG00000004959
erpetoichthys_calabaricus ENSECRG00000012654
callorhinchus_milii ENSCMIG00000001894
