erinaceus_europaeus ENSEEUG00000010308
sorex_araneus ENSSARG00000014186
pan_paniscus ENSPPAG00000042854
pan_troglodytes ENSPTRG00000009210
homo_sapiens ENSG00000141699
gorilla_gorilla ENSGGOG00000010893
pongo_abelii ENSPPYG00000008385
nomascus_leucogenys ENSNLEG00000011676
macaca_mulatta ENSMMUG00000016796
macaca_nemestrina ENSMNEG00000032929
macaca_fascicularis ENSMFAG00000031382
cercocebus_atys ENSCATG00000033870
mandrillus_leucophaeus ENSMLEG00000008179
papio_anubis ENSPANG00000021419
theropithecus_gelada ENSTGEG00000010467
chlorocebus_sabaeus ENSCSAG00000003264
colobus_angolensis_palliatus ENSCANG00000042347
piliocolobus_tephrosceles ENSPTEG00000017654
rhinopithecus_roxellana ENSRROG00000029584
rhinopithecus_bieti ENSRBIG00000029555
cebus_capucinus ENSCCAG00000037046
saimiri_boliviensis_boliviensis ENSSBOG00000026263
callithrix_jacchus ENSCJAG00000004971
aotus_nancymaae ENSANAG00000011628
carlito_syrichta ENSTSYG00000007672
prolemur_simus ENSPSMG00000005973
propithecus_coquereli ENSPCOG00000024623
microcebus_murinus ENSMICG00000046440
otolemur_garnettii ENSOGAG00000009874
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018041
mus_spicilegus ENSMSIG00000005954
mus_musculus ENSMUSG00000017802
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017198
mus_pahari MGP_PahariEiJ_G0018328
rattus_norvegicus ENSRNOG00000020056
meriones_unguiculatus ENSMUGG00000023301
peromyscus_maniculatus_bairdii ENSPEMG00000013772
microtus_ochrogaster ENSMOCG00000000335
cricetulus_griseus_crigri ENSCGRG00000011659
cricetulus_griseus_crigri-picr ENSCGRG00015000968
cricetulus_griseus_chok1gshd ENSCGRG00001011912
nannospalax_galili ENSNGAG00000014675
jaculus_jaculus ENSJJAG00000021144
castor_canadensis ENSCCNG00000026971
dipodomys_ordii ENSDORG00000006535
ictidomys_tridecemlineatus ENSSTOG00000003702
urocitellus_parryii ENSUPAG00010009853
spermophilus_dauricus ENSSDAG00000009891
marmota_marmota_marmota ENSMMMG00000005418
tupaia_belangeri ENSTBEG00000003277
ovis_aries ENSOARG00000002610
capra_hircus ENSCHIG00000021347
bos_taurus ENSBTAG00000032493
bos_mutus ENSBMUG00000015711
bison_bison_bison ENSBBBG00000011145
tursiops_truncatus ENSTTRG00000016405
sus_scrofa ENSSSCG00000017395
vicugna_pacos ENSVPAG00000010329
ursus_maritimus ENSUMAG00000025048
ursus_americanus ENSUAMG00000007350
ailuropoda_melanoleuca ENSAMEG00000006592
neovison_vison ENSNVIG00000013070
mustela_putorius_furo ENSMPUG00000010199
canis_lupus_dingo ENSCAFG00020013430
canis_lupus_familiaris ENSCAFG00000014921
vulpes_vulpes ENSVVUG00000023799
panthera_pardus ENSPPRG00000021888
panthera_tigris_altaica ENSPTIG00000010488
felis_catus ENSFCAG00000011672
pteropus_vampyrus ENSPVAG00000016558
myotis_lucifugus ENSMLUG00000001002
equus_asinus_asinus ENSEASG00005010005
equus_caballus ENSECAG00000020676
loxodonta_africana ENSLAFG00000000334
procavia_capensis ENSPCAG00000014329
choloepus_hoffmanni ENSCHOG00000010626
oryctolagus_cuniculus ENSOCUG00000015226
ochotona_princeps ENSOPRG00000012339
chinchilla_lanigera ENSCLAG00000016186
octodon_degus ENSODEG00000018095
heterocephalus_glaber_female ENSHGLG00000011981
heterocephalus_glaber_male ENSHGLG00100015051
fukomys_damarensis ENSFDAG00000007599
cavia_porcellus ENSCPOG00000002844
cavia_aperea ENSCAPG00000015301
dasypus_novemcinctus ENSDNOG00000007011
echinops_telfairi ENSETEG00000017252
notamacropus_eugenii ENSMEUG00000000195
phascolarctos_cinereus ENSPCIG00000021516
sarcophilus_harrisii ENSSHAG00000014032
monodelphis_domestica ENSMODG00000014932
ornithorhynchus_anatinus ENSOANG00000013342
pogona_vitticeps ENSPVIG00000001786
anolis_carolinensis ENSACAG00000013745
notechis_scutatus ENSNSUG00000017203
salvator_merianae ENSSMRG00000016692
xenopus_tropicalis ENSXETG00000014893
latimeria_chalumnae ENSLACG00000008636
eptatretus_burgeri ENSEBUG00000011964
