labrus_bergylta ENSLBEG00000028053
gasterosteus_aculeatus ENSGACG00000002968
mola_mola ENSMMOG00000018364
seriola_lalandi_dorsalis ENSSLDG00000008989
seriola_dumerili ENSSDUG00000021232
scophthalmus_maximus ENSSMAG00000015600
mastacembelus_armatus ENSMAMG00000018120
monopterus_albus ENSMALG00000004712
anabas_testudineus ENSATEG00000019328
amphiprion_ocellaris ENSAOCG00000010955
amphiprion_percula ENSAPEG00000020530
acanthochromis_polyacanthus ENSAPOG00000021379
stegastes_partitus ENSSPAG00000016940
maylandia_zebra ENSMZEG00005016819
astatotilapia_calliptera ENSACLG00000014493
haplochromis_burtoni ENSHBUG00000008747
pundamilia_nyererei ENSPNYG00000015120
neolamprologus_brichardi ENSNBRG00000007875
oreochromis_niloticus ENSONIG00000002042
amphilophus_citrinellus ENSACIG00000022034
fundulus_heteroclitus ENSFHEG00000021245
fundulus_heteroclitus ENSFHEG00000021209
cyprinodon_variegatus ENSCVAG00000010370
xiphophorus_maculatus ENSXMAG00000000856
gambusia_affinis ENSGAFG00000007419
xiphophorus_couchianus ENSXCOG00000020723
gambusia_affinis ENSGAFG00000008970
gambusia_affinis ENSGAFG00000020544
xiphophorus_couchianus ENSXCOG00000020725
poecilia_formosa ENSPFOG00000004007
poecilia_latipinna ENSPLAG00000015700
poecilia_mexicana ENSPMEG00000009035
poecilia_reticulata ENSPREG00000014682
kryptolebias_marmoratus ENSKMAG00000019256
oryzias_latipes_asm223469v1 ENSORLG00015015024
oryzias_latipes ENSORLG00000024137
oryzias_latipes ENSORLG00020000213
oryzias_melastigma ENSOMEG00000004497
cynoglossus_semilaevis ENSCSEG00000001083
periophthalmus_magnuspinnatus ENSPMGG00000007907
hippocampus_comes ENSHCOG00000010842
tetraodon_nigroviridis ENSTNIG00000005396
tetraodon_nigroviridis ENSTNIG00000002032
takifugu_rubripes ENSTRUG00000011808
gadus_morhua ENSGMOG00000001128
esox_lucius ENSELUG00000003715
pygocentrus_nattereri ENSPNAG00000021572
astyanax_mexicanus ENSAMXG00000005241
ictalurus_punctatus ENSIPUG00000008499
danio_rerio ENSDARG00000060197
paramormyrops_kingsleyae ENSPKIG00000013753
scleropages_formosus ENSSFOG00015012537
lepisosteus_oculatus ENSLOCG00000001574
ursus_americanus ENSUAMG00000020444
ursus_maritimus ENSUMAG00000017649
ailuropoda_melanoleuca ENSAMEG00000014314
neovison_vison ENSNVIG00000004238
mustela_putorius_furo ENSMPUG00000010078
canis_lupus_familiaris ENSCAFG00000006055
canis_lupus_dingo ENSCAFG00020027442
vulpes_vulpes ENSVVUG00000002592
panthera_tigris_altaica ENSPTIG00000015983
panthera_pardus ENSPPRG00000003594
felis_catus ENSFCAG00000030435
equus_asinus_asinus ENSEASG00005005624
equus_caballus ENSECAG00000023680
pteropus_vampyrus ENSPVAG00000012962
myotis_lucifugus ENSMLUG00000013867
bos_mutus ENSBMUG00000025505
bos_taurus ENSBTAG00000011626
bison_bison_bison ENSBBBG00000013474
capra_hircus ENSCHIG00000015474
ovis_aries ENSOARG00000009414
tursiops_truncatus ENSTTRG00000002920
sus_scrofa ENSSSCG00000011183
vicugna_pacos ENSVPAG00000006210
erinaceus_europaeus ENSEEUG00000003590
sorex_araneus ENSSARG00000014507
castor_canadensis ENSCCNG00000001671
dipodomys_ordii ENSDORG00000001769
cricetulus_griseus_crigri ENSCGRG00000015068
cricetulus_griseus_chok1gshd ENSCGRG00001024416
cricetulus_griseus_crigri-picr ENSCGRG00015008313
mesocricetus_auratus ENSMAUG00000013153
peromyscus_maniculatus_bairdii ENSPEMG00000019560
microtus_ochrogaster ENSMOCG00000021036
mus_musculus ENSMUSG00000032570
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033752
mus_spicilegus ENSMSIG00000011706
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032606
mus_pahari MGP_PahariEiJ_G0015474
rattus_norvegicus ENSRNOG00000013305
meriones_unguiculatus ENSMUGG00000017248
nannospalax_galili ENSNGAG00000013823
jaculus_jaculus ENSJJAG00000022986
marmota_marmota_marmota ENSMMMG00000000365
marmota_marmota_marmota ENSMMMG00000001591
urocitellus_parryii ENSUPAG00010022353
spermophilus_dauricus ENSSDAG00000009629
ictidomys_tridecemlineatus ENSSTOG00000008601
octodon_degus ENSODEG00000018139
