pan_troglodytes ENSPTRG00000034138
pan_paniscus ENSPPAG00000044038
homo_sapiens ENSG00000215595
gorilla_gorilla ENSGGOG00000015646
pongo_abelii ENSPPYG00000010857
nomascus_leucogenys ENSNLEG00000009399
rhinopithecus_bieti ENSRBIG00000039344
rhinopithecus_roxellana ENSRROG00000038541
colobus_angolensis_palliatus ENSCANG00000031035
piliocolobus_tephrosceles ENSPTEG00000033997
macaca_mulatta ENSMMUG00000044161
macaca_fascicularis ENSMFAG00000031425
macaca_nemestrina ENSMNEG00000017169
papio_anubis ENSPANG00000009112
theropithecus_gelada ENSTGEG00000009986
chlorocebus_sabaeus ENSCSAG00000018582
cercocebus_atys ENSCATG00000043988
mandrillus_leucophaeus ENSMLEG00000006546
cebus_capucinus ENSCCAG00000032421
saimiri_boliviensis_boliviensis ENSSBOG00000027827
callithrix_jacchus ENSCJAG00000020892
aotus_nancymaae ENSANAG00000037054
carlito_syrichta ENSTSYG00000031143
propithecus_coquereli ENSPCOG00000019927
prolemur_simus ENSPSMG00000000723
otolemur_garnettii ENSOGAG00000024114
heterocephalus_glaber_female ENSHGLG00000013538
heterocephalus_glaber_male ENSHGLG00100002034
ictidomys_tridecemlineatus ENSSTOG00000028653
peromyscus_maniculatus_bairdii ENSPEMG00000024790
cricetulus_griseus_crigri ENSCGRG00000002823
mus_spicilegus ENSMSIG00000016538
castor_canadensis ENSCCNG00000001946
oryctolagus_cuniculus ENSOCUG00000025098
ochotona_princeps ENSOPRG00000018845
ovis_aries ENSOARG00000018780
capra_hircus ENSCHIG00000022210
bison_bison_bison ENSBBBG00000009643
bos_mutus ENSBMUG00000016129
bos_taurus ENSBTAG00000050105
sus_scrofa ENSSSCG00000007192
tursiops_truncatus ENSTTRG00000010153
equus_asinus_asinus ENSEASG00005003560
equus_caballus ENSECAG00000023760
ursus_americanus ENSUAMG00000006569
ursus_maritimus ENSUMAG00000001365
neovison_vison ENSNVIG00000010181
canis_lupus_dingo ENSCAFG00020003956
vulpes_vulpes ENSVVUG00000008069
panthera_tigris_altaica ENSPTIG00000009957
panthera_pardus ENSPPRG00000007677
felis_catus ENSFCAG00000042034
myotis_lucifugus ENSMLUG00000022829
dasypus_novemcinctus ENSDNOG00000025711
choloepus_hoffmanni ENSCHOG00000008240
procavia_capensis ENSPCAG00000012335
