manacus_vitellinus ENSMVIG00005007015
lepidothrix_coronata ENSLCOG00000007110
parus_major ENSPMJG00000015864
cyanistes_caeruleus ENSCCEG00000014619
lonchura_striata_domestica ENSLSDG00000005811
calidris_pygmaea ENSCPGG00000016698
calidris_pugnax ENSCPUG00000015171
melopsittacus_undulatus ENSMUNG00000013608
anser_brachyrhynchus ENSABRG00000011531
anas_platyrhynchos_platyrhynchos ENSAPLG00000027336
coturnix_japonica ENSCJPG00005010998
numida_meleagris ENSNMEG00000006180
apteryx_owenii ENSAOWG00000009311
apteryx_rowi ENSARWG00000015959
apteryx_haastii ENSAHAG00000000754
dromaius_novaehollandiae ENSDNVG00000004116
crocodylus_porosus ENSCPRG00005016238
pogona_vitticeps ENSPVIG00000011493
anolis_carolinensis ENSACAG00000028351
notechis_scutatus ENSNSUG00000017076
salvator_merianae ENSSMRG00000018891
