drosophila_melanogaster FBgn0038221
caenorhabditis_elegans_strain_n2 WBGene00001127
xiphophorus_maculatus ENSXMAG00000025470
gambusia_affinis ENSGAFG00000018573
poecilia_formosa ENSPFOG00000002218
poecilia_latipinna ENSPLAG00000003607
poecilia_mexicana ENSPMEG00000014410
poecilia_reticulata ENSPREG00000016667
cyprinodon_variegatus ENSCVAG00000006250
fundulus_heteroclitus ENSFHEG00000005911
kryptolebias_marmoratus ENSKMAG00000018652
oryzias_latipes ENSORLG00000018104
oryzias_latipes ENSORLG00020012809
oryzias_melastigma ENSOMEG00000010411
cynoglossus_semilaevis ENSCSEG00000019157
anabas_testudineus ENSATEG00000011698
mastacembelus_armatus ENSMAMG00000013091
takifugu_rubripes ENSTRUG00000006281
tetraodon_nigroviridis ENSTNIG00000008892
labrus_bergylta ENSLBEG00000026307
monopterus_albus ENSMALG00000022627
amphiprion_ocellaris ENSAOCG00000004030
amphiprion_percula ENSAPEG00000007865
acanthochromis_polyacanthus ENSAPOG00000021575
stegastes_partitus ENSSPAG00000005646
astatotilapia_calliptera ENSACLG00000006767
maylandia_zebra ENSMZEG00005016985
pundamilia_nyererei ENSPNYG00000000600
neolamprologus_brichardi ENSNBRG00000015110
haplochromis_burtoni ENSHBUG00000004807
oreochromis_niloticus ENSONIG00000004470
amphilophus_citrinellus ENSACIG00000004881
seriola_dumerili ENSSDUG00000009956
scophthalmus_maximus ENSSMAG00000004115
gasterosteus_aculeatus ENSGACG00000002220
mola_mola ENSMMOG00000005414
seriola_lalandi_dorsalis ENSSLDG00000021248
hippocampus_comes ENSHCOG00000000295
hippocampus_comes ENSHCOG00000009566
gadus_morhua ENSGMOG00000005943
esox_lucius ENSELUG00000012760
pygocentrus_nattereri ENSPNAG00000013791
astyanax_mexicanus ENSAMXG00000018335
ictalurus_punctatus ENSIPUG00000008244
danio_rerio ENSDARG00000010300
scleropages_formosus ENSSFOG00015008906
scleropages_formosus ENSSFOG00015016550
lepisosteus_oculatus ENSLOCG00000009074
notamacropus_eugenii ENSMEUG00000010766
phascolarctos_cinereus ENSPCIG00000026388
sarcophilus_harrisii ENSSHAG00000009352
monodelphis_domestica ENSMODG00000002477
homo_sapiens ENSG00000204104
gorilla_gorilla ENSGGOG00000010361
pan_troglodytes ENSPTRG00000028947
pan_paniscus ENSPPAG00000034877
pongo_abelii ENSPPYG00000013325
nomascus_leucogenys ENSNLEG00000011298
macaca_fascicularis ENSMFAG00000002763
macaca_mulatta ENSMMUG00000010080
macaca_nemestrina ENSMNEG00000030348
mandrillus_leucophaeus ENSMLEG00000035267
papio_anubis ENSPANG00000007987
theropithecus_gelada ENSTGEG00000024079
cercocebus_atys ENSCATG00000031689
chlorocebus_sabaeus ENSCSAG00000006023
rhinopithecus_bieti ENSRBIG00000044577
rhinopithecus_roxellana ENSRROG00000033429
piliocolobus_tephrosceles ENSPTEG00000037010
colobus_angolensis_palliatus ENSCANG00000039944
saimiri_boliviensis_boliviensis ENSSBOG00000029375
cebus_capucinus ENSCCAG00000029412
callithrix_jacchus ENSCJAG00000000419
aotus_nancymaae ENSANAG00000018287
carlito_syrichta ENSTSYG00000014080
propithecus_coquereli ENSPCOG00000026120
prolemur_simus ENSPSMG00000003951
microcebus_murinus ENSMICG00000004727
otolemur_garnettii ENSOGAG00000011953
heterocephalus_glaber_female ENSHGLG00000008815
fukomys_damarensis ENSFDAG00000010774
octodon_degus ENSODEG00000009879
chinchilla_lanigera ENSCLAG00000004277
cavia_porcellus ENSCPOG00000005207
cavia_aperea ENSCAPG00000005976
urocitellus_parryii ENSUPAG00010000012
ictidomys_tridecemlineatus ENSSTOG00000022669
spermophilus_dauricus ENSSDAG00000011307
marmota_marmota_marmota ENSMMMG00000005092
castor_canadensis ENSCCNG00000016402
dipodomys_ordii ENSDORG00000010068
cricetulus_griseus_crigri ENSCGRG00000013129
cricetulus_griseus_crigri-picr ENSCGRG00015014716
cricetulus_griseus_chok1gshd ENSCGRG00001006330
mesocricetus_auratus ENSMAUG00000017577
peromyscus_maniculatus_bairdii ENSPEMG00000023468
microtus_ochrogaster ENSMOCG00000019123
mus_musculus ENSMUSG00000034292
