monopterus_albus ENSMALG00000001107
mastacembelus_armatus ENSMAMG00000022011
anabas_testudineus ENSATEG00000016812
scophthalmus_maximus ENSSMAG00000019807
cynoglossus_semilaevis ENSCSEG00000009354
seriola_dumerili ENSSDUG00000004934
seriola_lalandi_dorsalis ENSSLDG00000005773
amphiprion_percula ENSAPEG00000001817
amphiprion_ocellaris ENSAOCG00000016653
acanthochromis_polyacanthus ENSAPOG00000000416
stegastes_partitus ENSSPAG00000008276
maylandia_zebra ENSMZEG00005017320
pundamilia_nyererei ENSPNYG00000021614
astatotilapia_calliptera ENSACLG00000020098
haplochromis_burtoni ENSHBUG00000023619
neolamprologus_brichardi ENSNBRG00000005575
oreochromis_niloticus ENSONIG00000014542
amphilophus_citrinellus ENSACIG00000003775
xiphophorus_maculatus ENSXMAG00000007330
xiphophorus_couchianus ENSXCOG00000005329
poecilia_formosa ENSPFOG00000008514
poecilia_mexicana ENSPMEG00000003969
poecilia_latipinna ENSPLAG00000009886
poecilia_reticulata ENSPREG00000017270
gambusia_affinis ENSGAFG00000010645
fundulus_heteroclitus ENSFHEG00000004261
cyprinodon_variegatus ENSCVAG00000004267
kryptolebias_marmoratus ENSKMAG00000004907
oryzias_latipes ENSORLG00000024899
oryzias_latipes_asm223469v1 ENSORLG00015021402
oryzias_latipes ENSORLG00020003833
oryzias_melastigma ENSOMEG00000015766
mola_mola ENSMMOG00000004933
takifugu_rubripes ENSTRUG00000021799
labrus_bergylta ENSLBEG00000025279
hippocampus_comes ENSHCOG00000000153
periophthalmus_magnuspinnatus ENSPMGG00000019879
gadus_morhua ENSGMOG00000000674
esox_lucius ENSELUG00000020306
pygocentrus_nattereri ENSPNAG00000025523
astyanax_mexicanus ENSAMXG00000005961
ictalurus_punctatus ENSIPUG00000018210
danio_rerio ENSDARG00000104791
scleropages_formosus ENSSFOG00015012026
paramormyrops_kingsleyae ENSPKIG00000007506
chrysemys_picta_bellii ENSCPBG00000008545
crocodylus_porosus ENSCPRG00005001867
sphenodon_punctatus ENSSPUG00000012769
anas_platyrhynchos_platyrhynchos ENSAPLG00000020556
gallus_gallus ENSGALG00000042845
junco_hyemalis ENSJHYG00000015948
serinus_canaria ENSSCAG00000000986
apteryx_owenii ENSAOWG00000015892
apteryx_haastii ENSAHAG00000014398
anolis_carolinensis ENSACAG00000024900
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019326
mus_spicilegus ENSMSIG00000003112
mus_musculus ENSMUSG00000047094
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018447
mus_pahari MGP_PahariEiJ_G0019515
rattus_norvegicus ENSRNOG00000024499
meriones_unguiculatus ENSMUGG00000020726
cricetulus_griseus_crigri-picr ENSCGRG00015000166
cricetulus_griseus_crigri ENSCGRG00000013641
cricetulus_griseus_chok1gshd ENSCGRG00001020125
mesocricetus_auratus ENSMAUG00000001427
microtus_ochrogaster ENSMOCG00000022206
peromyscus_maniculatus_bairdii ENSPEMG00000020547
nannospalax_galili ENSNGAG00000002244
jaculus_jaculus ENSJJAG00000017086
ictidomys_tridecemlineatus ENSSTOG00000028175
urocitellus_parryii ENSUPAG00010015840
spermophilus_dauricus ENSSDAG00000007304
marmota_marmota_marmota ENSMMMG00000014969
cavia_aperea ENSCAPG00000012744
cavia_porcellus ENSCPOG00000031842
chinchilla_lanigera ENSCLAG00000005254
octodon_degus ENSODEG00000007038
theropithecus_gelada ENSTGEG00000015708
chlorocebus_sabaeus ENSCSAG00000007438
piliocolobus_tephrosceles ENSPTEG00000030641
ovis_aries ENSOARG00000016571
bison_bison_bison ENSBBBG00000002741
sus_scrofa ENSSSCG00000034480
ursus_maritimus ENSUMAG00000018244
ursus_americanus ENSUAMG00000027008
neovison_vison ENSNVIG00000010878
canis_lupus_familiaris ENSCAFG00000009645
canis_lupus_dingo ENSCAFG00020013174
vulpes_vulpes ENSVVUG00000004322
panthera_pardus ENSPPRG00000012589
panthera_tigris_altaica ENSPTIG00000018659
felis_catus ENSFCAG00000025585
equus_caballus ENSECAG00000039765
equus_asinus_asinus ENSEASG00005011909
dasypus_novemcinctus ENSDNOG00000033035
