pan_troglodytes ENSPTRG00000043636
pan_paniscus ENSPPAG00000040861
gorilla_gorilla ENSGGOG00000014529
nomascus_leucogenys ENSNLEG00000015721
piliocolobus_tephrosceles ENSPTEG00000004190
colobus_angolensis_palliatus ENSCANG00000027731
rhinopithecus_bieti ENSRBIG00000027768
rhinopithecus_roxellana ENSRROG00000007395
theropithecus_gelada ENSTGEG00000006828
papio_anubis ENSPANG00000033706
cercocebus_atys ENSCATG00000041632
macaca_fascicularis ENSMFAG00000030038
macaca_nemestrina ENSMNEG00000031677
mandrillus_leucophaeus ENSMLEG00000044223
aotus_nancymaae ENSANAG00000036609
prolemur_simus ENSPSMG00000023472
pteropus_vampyrus ENSPVAG00000013072
