tetraodon_nigroviridis ENSTNIG00000004305
takifugu_rubripes ENSTRUG00000014505
mola_mola ENSMMOG00000008328
xiphophorus_couchianus ENSXCOG00000020335
cynoglossus_semilaevis ENSCSEG00000004126
esox_lucius ENSELUG00000001461
pygocentrus_nattereri ENSPNAG00000005569
astyanax_mexicanus ENSAMXG00000003694
ictalurus_punctatus ENSIPUG00000007808
danio_rerio ENSDARG00000091655
taeniopygia_guttata ENSTGUG00000004561
serinus_canaria ENSSCAG00000006569
cyanistes_caeruleus ENSCCEG00000008104
manacus_vitellinus ENSMVIG00005012778
melopsittacus_undulatus ENSMUNG00000014715
dasypus_novemcinctus ENSDNOG00000048178
dasypus_novemcinctus ENSDNOG00000043736
echinops_telfairi ENSETEG00000018477
echinops_telfairi ENSETEG00000009985
notamacropus_eugenii ENSMEUG00000008978
phascolarctos_cinereus ENSPCIG00000024284
